time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.64,18.31,6.91,0.51,0.65,2.50,1.37,21.4,0.48,4.80
Food Cooking & Clean-up,2.40,18.40,6.30,0.73,1.04,2.34,1.16,39.0,1.27,3.53
"Pets, Home & Vehicles",2.84,20.06,8.14,0.50,0.61,2.68,2.06,20.0,1.31,4.37
Household Management,0.81,24.72,2.87,0.03,0.29,0.35,0.20,14.6,0.13,1.49
Shopping,1.28,18.13,3.33,0.13,0.58,0.02,0.40,24.2,0.82,1.75
Obtaining Services,0.05,21.87,0.17,0.00,0.00,0.03,0.01,1.2,,0.13
Travel for Household Activity,1.30,24.75,4.60,0.16,0.63,0.01,0.37,26.8,0.77,1.83
Household Production,11.33,19.96,32.33,2.06,3.81,7.95,5.58,67.2,9.25,13.42
Household Children,2.58,18.05,6.66,,2.01,2.19,0.18,19.8,1.67,3.50
Household Adults,0.28,17.91,0.71,0.03,0.06,0.06,0.09,4.8,,0.65
Non-Household Members,0.42,18.09,1.09,0.09,0.21,0.07,0.05,6.5,0.07,0.77
Travel for Household Members,0.43,24.75,1.54,0.01,0.31,0.01,0.11,10.7,0.16,0.71
Travel for Non-Household Members,0.30,24.75,1.07,0.01,0.11,0.00,0.12,5.9,0.09,0.51
Caring and Helping,4.02,19.28,11.08,0.13,2.71,2.33,0.53,28.1,2.49,5.56
Eating & Drinking,5.38,18.25,14.02,0.90,2.19,3.95,1.83,91.3,4.30,6.45
Personal Health Care,2.72,17.95,6.98,0.05,0.36,1.59,2.00,23.1,0.82,4.62
Grooming,3.73,18.17,9.68,0.23,,,,67.8,3.03,4.43
Sleeping,69.53,18.58,184.55,,,,,99.8,65.95,73.11
"Private, Personal, or N/A",1.92,20.56,5.65,0.24,0.51,0.95,0.75,21.8,0.76,3.09
Personal Time,83.28,18.56,220.88,1.43,3.06,6.49,4.58,100.0,77.81,88.76
Socializing,6.19,20.35,18.01,0.57,1.96,3.43,1.22,38.7,4.66,7.72
Passive Leisure,47.93,17.40,119.13,5.45,8.03,46.58,30.54,97.0,41.69,54.18
Active Leisure,2.91,17.40,7.24,0.30,0.51,1.10,1.04,15.7,1.09,4.73
Attendance Leisure,0.92,17.40,2.28,0.11,0.28,0.01,0.02,3.2,,2.01
Religious Activities,0.87,23.41,2.90,0.12,0.15,0.16,0.44,5.7,0.17,1.57
Volunteering,0.45,23.41,1.51,0.05,0.05,0.06,0.14,3.0,0.01,0.89
Travel Related to Leisure,2.50,24.75,8.83,0.24,0.96,0.09,0.93,40.4,1.12,3.88
Leisure,61.77,18.12,159.90,6.84,11.94,51.43,34.34,99.6,57.61,65.93
Working at Job,1.94,0.00,0.00,0.04,0.00,0.30,0.87,4.2,0.01,3.88
Educational Activities,4.90,23.41,16.40,0.00,0.23,1.40,1.54,10.6,0.35,9.46
Commuting to Work or School,0.74,24.75,2.61,0.00,0.09,0.00,0.40,12.7,,1.60
Work and Education,7.59,17.54,19.01,0.04,0.33,1.70,2.81,15.7,2.30,12.87
Total,168.00,18.47,443.19,10.51,21.84,69.91,47.83,,,
