time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.56,18.31,6.70,0.00,0.02,2.43,2.45,27.2,2.32,2.80
Food Cooking & Clean-up,2.63,18.40,6.91,0.00,0.15,2.51,2.37,54.3,2.29,2.97
"Pets, Home & Vehicles",4.11,20.06,11.77,0.01,0.12,3.49,3.80,31.7,3.23,4.99
Household Management,1.03,24.72,3.62,0.00,0.04,0.81,0.89,22.2,0.83,1.22
Shopping,1.76,18.13,4.57,0.01,0.10,0.07,1.47,37.4,1.58,1.95
Obtaining Services,0.13,21.87,0.40,0.00,0.00,0.03,0.09,3.0,0.05,0.20
Travel for Household Activity,1.96,24.75,6.91,0.01,0.07,0.03,1.73,42.3,1.81,2.11
Household Production,14.17,20.20,40.89,0.02,0.50,9.38,12.81,82.8,13.17,15.17
Household Children,0.03,18.05,0.07,,0.02,0.01,0.00,0.3,,0.07
Household Adults,0.00,17.91,0.01,0.00,0.00,0.00,0.00,0.1,,0.01
Non-Household Members,1.03,18.09,2.66,0.00,0.49,0.18,0.22,10.5,0.82,1.24
Travel for Household Members,0.01,24.75,0.04,0.00,0.01,0.00,0.00,0.3,,0.03
Travel for Non-Household Members,0.41,24.75,1.45,0.00,0.08,0.00,0.24,8.7,0.33,0.49
Caring and Helping,1.48,19.99,4.23,0.01,0.59,0.19,0.46,11.0,1.25,1.72
Eating & Drinking,7.81,18.25,20.35,0.01,0.67,4.19,5.20,95.1,7.56,8.05
Personal Health Care,0.63,17.95,1.62,0.00,0.03,0.35,0.54,7.8,0.40,0.86
Grooming,4.08,18.17,10.58,0.00,,,,77.6,3.92,4.23
Sleeping,57.93,18.58,153.76,,,,,99.9,57.34,58.52
"Private, Personal, or N/A",1.72,20.56,5.07,0.01,0.08,0.62,0.97,21.6,1.50,1.95
Personal Time,72.17,18.56,191.37,0.03,0.78,5.17,6.72,100.0,71.46,72.88
Socializing,3.52,20.35,10.25,0.01,1.31,0.95,0.56,29.4,3.19,3.86
Passive Leisure,26.78,17.40,66.56,0.05,0.92,24.56,24.28,92.3,25.82,27.74
Active Leisure,2.34,17.40,5.82,0.00,0.14,0.48,1.42,18.4,1.98,2.71
Attendance Leisure,0.65,17.40,1.63,0.00,0.11,0.07,0.21,3.0,0.48,0.83
Religious Activities,0.59,23.41,1.96,0.00,0.07,0.16,0.31,6.2,0.47,0.70
Volunteering,0.72,23.41,2.39,0.00,0.05,0.10,0.23,4.0,0.53,0.91
Travel Related to Leisure,2.74,24.75,9.67,0.00,0.26,0.06,2.04,49.6,2.35,3.12
Leisure,37.34,18.43,98.29,0.07,2.86,26.38,29.06,97.3,36.42,38.26
Working at Job,39.88,32.63,185.91,0.01,0.33,6.52,13.49,70.5,38.41,41.35
Educational Activities,0.10,23.41,0.33,0.00,0.00,0.08,0.09,0.5,0.04,0.16
Commuting to Work or School,2.86,24.75,10.11,0.00,0.01,0.05,2.71,53.9,2.60,3.12
Work and Education,42.84,32.09,196.36,0.01,0.34,6.65,16.28,71.1,41.21,44.46
Total,168.00,22.13,531.14,0.14,5.08,47.77,65.32,,,
