time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.59,18.31,4.16,0.00,0.44,1.52,1.11,17.6,1.17,2.01
Food Cooking & Clean-up,1.99,18.40,5.23,0.00,0.69,1.89,1.06,38.5,1.66,2.32
"Pets, Home & Vehicles",2.44,20.06,7.00,0.05,0.68,2.15,1.45,19.9,1.77,3.11
Household Management,0.69,24.72,2.44,0.00,0.18,0.42,0.38,15.9,0.44,0.94
Shopping,1.74,18.13,4.51,0.01,0.47,0.05,0.69,35.2,1.38,2.10
Obtaining Services,0.15,21.87,0.46,0.00,0.08,0.05,0.02,2.8,0.06,0.24
Travel for Household Activity,1.83,24.75,6.49,0.01,0.47,0.00,0.93,39.2,1.55,2.12
Household Production,10.44,20.31,30.29,0.08,3.01,6.09,5.62,69.9,9.19,11.69
Household Children,0.76,18.05,1.96,,0.55,0.50,0.10,16.5,0.59,0.93
Household Adults,0.05,17.91,0.13,0.00,0.03,0.03,0.00,3.3,0.02,0.08
Non-Household Members,0.73,18.09,1.89,0.00,0.36,0.11,0.06,13.3,0.46,1.00
Travel for Household Members,0.42,24.75,1.50,0.00,0.22,0.01,0.16,11.8,0.32,0.52
Travel for Non-Household Members,0.56,24.75,1.96,0.00,0.07,0.00,0.24,11.9,0.37,0.74
Caring and Helping,2.52,20.67,7.43,0.00,1.23,0.65,0.56,30.0,2.06,2.98
Eating & Drinking,7.24,18.25,18.87,0.02,2.38,3.50,2.15,95.6,6.81,7.67
Personal Health Care,0.31,17.95,0.79,0.00,0.11,0.18,0.11,4.6,,0.63
Grooming,4.42,18.17,11.49,0.00,,,,83.5,4.07,4.78
Sleeping,61.18,18.58,162.38,,,,,100.0,59.57,62.79
"Private, Personal, or N/A",2.04,20.56,5.99,0.00,0.32,0.94,1.13,21.7,1.50,2.58
Personal Time,75.19,18.57,199.51,0.03,2.81,4.63,3.39,100.0,73.55,76.82
Socializing,5.38,20.35,15.66,0.02,2.01,1.71,0.39,36.7,4.53,6.24
Passive Leisure,23.22,17.40,57.72,0.30,5.05,20.57,13.52,86.9,20.72,25.73
Active Leisure,2.91,17.40,7.24,0.01,0.50,0.47,0.99,18.9,2.30,3.53
Attendance Leisure,0.94,17.40,2.33,0.00,0.35,0.00,0.03,5.3,0.61,1.27
Religious Activities,0.88,23.41,2.95,0.00,0.34,0.09,0.23,6.0,0.53,1.24
Volunteering,0.44,23.41,1.47,0.00,0.11,0.04,0.10,3.1,0.18,0.70
Travel Related to Leisure,3.38,24.75,11.95,0.00,0.96,0.04,1.33,57.8,2.79,3.97
Leisure,37.16,18.71,99.32,0.33,9.32,22.92,16.59,95.8,34.75,39.58
Working at Job,35.32,23.32,117.66,0.00,0.51,2.59,5.38,63.2,32.04,38.59
Educational Activities,3.78,23.41,12.64,0.00,0.06,1.04,1.33,10.4,2.42,5.14
Commuting to Work or School,3.60,24.75,12.72,0.00,0.17,0.04,2.85,60.6,3.11,4.08
Work and Education,42.69,23.45,143.02,0.00,0.75,3.68,9.56,71.4,39.34,46.05
Total,168.00,19.98,479.58,0.44,17.12,37.96,35.73,,,
