time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.71,18.31,22.78,0.00,2.53,8.61,6.11,63.8,8.18,9.23
Food Cooking & Clean-up,9.09,18.40,23.88,0.00,3.40,9.00,5.66,83.2,8.50,9.67
"Pets, Home & Vehicles",2.74,20.06,7.84,0.00,0.99,2.48,1.69,27.8,2.40,3.07
Household Management,2.12,24.72,7.48,0.00,0.75,1.92,1.33,30.8,1.81,2.42
Shopping,2.73,18.13,7.07,0.00,1.55,0.13,1.06,37.3,2.43,3.02
Obtaining Services,0.16,21.87,0.49,0.00,0.09,0.11,0.05,3.8,0.10,0.22
Travel for Household Activity,1.85,24.75,6.55,0.00,1.25,0.03,0.56,40.0,1.63,2.07
Household Production,27.38,19.45,76.08,0.00,10.56,22.29,16.45,94.1,26.43,28.34
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,1.05,17.91,2.68,0.00,0.96,0.78,0.08,12.6,0.85,1.25
Non-Household Members,0.80,18.09,2.05,0.00,0.69,0.40,0.06,8.5,0.52,1.07
Travel for Household Members,0.16,24.75,0.56,0.00,0.13,0.00,0.03,4.1,0.11,0.21
Travel for Non-Household Members,0.27,24.75,0.95,0.00,0.17,0.00,0.06,6.3,0.17,0.37
Caring and Helping,2.27,19.26,6.24,0.00,1.94,1.19,0.23,20.0,1.84,2.70
Eating & Drinking,9.74,18.25,25.39,0.00,8.20,8.03,1.19,98.8,9.46,10.02
Personal Health Care,2.31,17.95,5.92,0.00,1.00,1.25,0.93,25.4,1.82,2.79
Grooming,4.88,18.17,12.66,0.00,,,,77.8,4.66,5.10
Sleeping,63.57,18.58,168.74,,,,,99.9,62.96,64.18
"Private, Personal, or N/A",2.83,20.56,8.31,0.00,0.78,0.78,0.66,33.5,2.51,3.15
Personal Time,83.33,18.57,221.02,0.00,9.98,10.06,2.78,100.0,82.55,84.11
Socializing,5.68,20.35,16.52,0.00,4.34,3.54,0.69,46.7,5.26,6.11
Passive Leisure,41.18,17.40,102.35,0.00,26.66,40.25,14.11,97.3,40.06,42.30
Active Leisure,1.52,17.40,3.77,0.00,0.63,0.41,0.57,19.0,1.14,1.89
Attendance Leisure,0.62,17.40,1.54,0.00,0.49,0.02,0.02,3.6,0.43,0.81
Religious Activities,1.97,23.41,6.57,0.00,1.05,0.69,0.61,19.2,1.73,2.20
Volunteering,1.42,23.41,4.74,0.01,0.38,0.65,0.64,8.6,1.14,1.69
Travel Related to Leisure,2.36,24.75,8.36,0.00,1.79,0.03,0.47,42.5,2.07,2.66
Leisure,54.74,18.39,143.84,0.02,35.34,45.58,17.11,99.4,53.68,55.81
Working at Job,0.25,0.00,0.00,0.00,0.11,0.14,0.05,0.9,0.06,0.44
Educational Activities,0.00,23.41,0.01,0.00,0.00,0.00,0.00,0.0,,0.01
Commuting to Work or School,0.03,24.75,0.09,0.00,0.01,0.00,0.01,1.3,0.01,0.04
Work and Education,0.27,2.41,0.09,0.00,0.12,0.14,0.07,1.9,0.08,0.47
Total,168.00,18.64,447.28,0.03,57.95,79.26,36.64,,,
