time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.68,18.31,7.00,0.00,0.64,2.63,2.03,29.1,1.81,3.54
Food Cooking & Clean-up,3.58,18.40,9.41,0.00,0.97,3.57,2.43,50.8,2.74,4.42
"Pets, Home & Vehicles",4.98,20.06,14.26,0.00,0.51,4.68,4.39,40.7,3.43,6.53
Household Management,1.06,24.72,3.75,0.00,0.37,0.85,0.68,15.5,0.56,1.56
Shopping,1.79,18.13,4.62,0.00,0.94,0.08,0.75,33.6,1.28,2.29
Obtaining Services,0.55,21.87,1.71,0.00,0.02,0.30,0.30,5.9,0.06,1.04
Travel for Household Activity,2.05,24.75,7.25,0.00,0.85,0.01,0.96,38.9,1.47,2.63
Household Production,16.68,20.15,48.00,0.00,4.30,12.12,11.55,76.8,13.93,19.43
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.32,17.91,0.81,0.00,0.17,0.11,0.15,9.3,0.07,0.57
Non-Household Members,1.28,18.09,3.31,0.00,1.02,0.70,0.20,11.0,0.67,1.89
Travel for Household Members,0.33,24.75,1.17,0.00,0.22,0.01,0.11,6.0,0.02,0.64
Travel for Non-Household Members,0.29,24.75,1.01,0.00,0.20,0.00,0.07,6.9,0.12,0.46
Caring and Helping,2.21,19.92,6.30,0.00,1.61,0.81,0.54,19.2,1.32,3.11
Eating & Drinking,8.14,18.25,21.23,0.00,5.20,7.06,2.61,97.1,7.24,9.04
Personal Health Care,6.68,17.95,17.13,0.00,1.09,4.60,5.03,31.9,2.45,10.91
Grooming,3.22,18.17,8.35,0.00,,,,57.9,2.72,3.72
Sleeping,64.19,18.58,170.38,,,,,99.8,61.46,66.92
"Private, Personal, or N/A",1.76,20.56,5.17,0.00,0.61,0.34,0.61,24.9,0.79,2.73
Personal Time,83.99,18.52,222.26,0.00,6.90,12.00,8.26,100.0,79.02,88.97
Socializing,6.32,20.35,18.38,0.00,4.23,3.80,0.35,47.6,5.03,7.61
Passive Leisure,51.44,17.40,127.85,0.00,20.18,50.71,30.48,95.9,47.27,55.60
Active Leisure,1.91,17.40,4.75,0.00,0.48,0.62,1.25,16.7,0.99,2.83
Attendance Leisure,0.55,17.40,1.36,0.00,0.24,0.00,0.20,3.6,0.20,0.90
Religious Activities,1.33,23.41,4.44,0.00,0.95,0.34,0.34,11.5,0.80,1.85
Volunteering,0.13,23.41,0.44,0.00,0.02,0.05,0.03,2.2,0.01,0.25
Travel Related to Leisure,2.07,24.75,7.33,0.00,1.28,0.02,0.72,35.7,1.55,2.59
Leisure,63.75,18.07,164.54,0.00,27.37,55.52,33.38,97.3,58.98,68.52
Working at Job,1.26,0.00,0.00,0.00,0.00,0.36,0.31,2.3,,2.53
Educational Activities,0.01,23.41,0.02,0.00,0.00,0.01,0.01,0.1,,0.02
Commuting to Work or School,0.10,24.75,0.35,0.00,0.00,0.00,0.10,1.8,,0.22
Work and Education,1.36,1.91,0.37,0.00,0.00,0.36,0.42,2.4,,2.76
Total,168.00,18.39,441.48,0.00,40.19,80.82,54.14,,,
