time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.11,18.31,15.99,0.00,1.26,5.97,4.66,47.1,4.50,7.72
Food Cooking & Clean-up,4.14,18.40,10.88,0.00,1.18,4.03,2.79,64.5,3.45,4.83
"Pets, Home & Vehicles",2.53,20.06,7.26,0.00,0.29,2.01,2.08,30.9,1.83,3.23
Household Management,2.05,24.72,7.24,0.00,0.38,1.71,1.47,30.8,1.20,2.90
Shopping,2.85,18.13,7.39,0.00,1.12,0.04,1.40,42.7,1.99,3.71
Obtaining Services,0.27,21.87,0.84,0.00,0.07,0.07,0.11,5.0,0.05,0.49
Travel for Household Activity,2.26,24.75,7.98,0.00,0.79,0.05,1.32,46.8,1.70,2.82
Household Production,20.21,19.94,57.57,0.00,5.09,13.88,13.83,89.2,17.66,22.77
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.19,17.91,0.48,0.00,0.18,0.14,0.00,5.3,0.04,0.33
Non-Household Members,1.53,18.09,3.94,0.00,1.16,0.37,0.21,15.0,0.81,2.25
Travel for Household Members,0.35,24.75,1.24,0.00,0.16,0.00,0.18,3.2,,0.85
Travel for Non-Household Members,0.52,24.75,1.83,0.00,0.15,0.01,0.24,12.5,0.30,0.73
Caring and Helping,2.58,20.32,7.49,0.00,1.65,0.53,0.64,19.6,1.62,3.54
Eating & Drinking,6.56,18.25,17.11,0.00,1.78,4.28,3.39,93.1,5.87,7.25
Personal Health Care,1.79,17.95,4.58,0.00,0.41,1.15,1.12,17.0,0.54,3.04
Grooming,5.89,18.17,15.28,0.00,,,,85.6,5.33,6.44
Sleeping,61.74,18.58,163.87,,,,,99.5,59.72,63.76
"Private, Personal, or N/A",2.06,20.56,6.04,0.00,0.25,0.90,1.13,26.1,1.37,2.74
Personal Time,78.03,18.56,206.89,0.00,2.43,6.33,5.65,100.0,75.34,80.73
Socializing,6.36,20.35,18.49,0.00,2.43,2.75,1.30,49.9,5.14,7.58
Passive Leisure,24.83,17.40,61.70,0.00,4.61,23.07,18.32,88.1,22.42,27.23
Active Leisure,1.58,17.40,3.93,0.00,0.50,0.24,0.72,15.0,0.58,2.58
Attendance Leisure,0.57,17.40,1.42,0.00,0.16,0.00,0.03,3.5,0.31,0.83
Religious Activities,0.98,23.41,3.26,0.00,0.17,0.37,0.62,9.9,0.63,1.32
Volunteering,0.63,23.41,2.11,0.00,0.03,0.26,0.25,5.4,0.28,0.98
Travel Related to Leisure,2.31,24.75,8.17,0.00,0.57,0.04,1.39,44.2,1.36,3.27
Leisure,37.26,18.62,99.09,0.00,8.47,26.75,22.63,95.2,34.57,39.94
Working at Job,25.46,14.84,53.97,0.00,0.67,2.06,3.08,58.1,21.56,29.36
Educational Activities,1.42,23.41,4.75,0.00,0.08,0.57,0.69,4.1,0.48,2.36
Commuting to Work or School,3.04,24.75,10.73,0.00,0.09,0.07,2.58,52.6,2.31,3.76
Work and Education,29.92,16.25,69.45,0.00,0.83,2.69,6.35,61.8,25.57,34.26
Total,168.00,18.35,440.49,0.00,18.48,50.18,49.10,,,
