time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.17,18.31,13.53,2.73,2.53,4.90,2.34,43.4,4.13,6.22
Food Cooking & Clean-up,4.35,18.40,11.42,2.95,2.32,4.13,1.63,63.3,3.81,4.88
"Pets, Home & Vehicles",1.12,20.06,3.20,0.68,0.42,0.89,0.48,14.3,0.69,1.54
Household Management,0.95,24.72,3.36,0.40,0.38,0.59,0.40,22.9,0.64,1.26
Shopping,2.87,18.13,7.43,1.66,2.09,0.03,0.44,42.5,2.17,3.57
Obtaining Services,0.11,21.87,0.34,0.04,0.05,0.04,0.03,1.9,0.03,0.19
Travel for Household Activity,1.95,24.75,6.90,0.90,1.04,0.02,0.58,47.3,1.60,2.30
Household Production,16.52,19.58,46.18,9.36,8.83,10.60,5.90,85.3,14.40,18.63
Household Children,8.49,18.05,21.89,,7.13,6.41,0.22,68.6,7.42,9.55
Household Adults,0.13,17.91,0.32,0.10,0.12,0.09,0.00,3.5,,0.27
Non-Household Members,0.45,18.09,1.16,0.24,0.33,0.09,0.02,10.4,0.25,0.65
Travel for Household Members,1.87,24.75,6.63,0.05,1.07,0.02,0.53,44.4,1.52,2.23
Travel for Non-Household Members,0.34,24.75,1.21,0.16,0.20,0.01,0.09,9.7,0.22,0.46
Caring and Helping,11.28,19.37,31.21,0.54,8.84,6.62,0.86,72.3,9.97,12.59
Eating & Drinking,6.28,18.25,16.38,2.96,3.98,4.13,1.15,92.1,5.74,6.83
Personal Health Care,0.40,17.95,1.02,0.08,0.09,0.09,0.16,4.0,0.14,0.65
Grooming,5.76,18.17,14.96,1.57,,,,85.8,5.18,6.35
Sleeping,63.98,18.58,169.83,,,,,100.0,62.06,65.91
"Private, Personal, or N/A",2.26,20.56,6.63,1.16,0.89,0.99,0.57,27.3,1.68,2.83
Personal Time,78.68,18.58,208.82,5.77,4.96,5.21,1.89,100.0,76.72,80.65
Socializing,4.32,20.35,12.55,2.13,2.44,1.71,0.41,39.3,3.45,5.18
Passive Leisure,20.39,17.40,50.69,8.54,8.27,18.36,8.76,91.3,18.48,22.30
Active Leisure,2.03,17.40,5.05,0.87,0.72,0.62,0.60,16.3,1.27,2.79
Attendance Leisure,0.70,17.40,1.73,0.31,0.28,0.00,0.00,3.8,0.31,1.08
Religious Activities,0.82,23.41,2.75,0.41,0.64,0.11,0.10,7.0,0.54,1.11
Volunteering,0.57,23.41,1.90,0.21,0.13,0.02,0.04,3.6,0.20,0.94
Travel Related to Leisure,2.47,24.75,8.74,0.92,1.16,0.01,0.55,52.2,1.93,3.01
Leisure,31.30,18.65,83.42,13.40,13.64,20.82,10.47,97.0,28.82,33.79
Working at Job,21.28,13.95,42.40,0.83,0.52,1.10,1.94,50.6,18.31,24.26
Educational Activities,6.99,23.41,23.36,0.45,0.28,3.78,2.48,22.6,4.52,9.45
Commuting to Work or School,1.95,24.75,6.88,0.07,0.15,0.03,1.60,50.6,1.56,2.33
Work and Education,30.22,16.83,72.65,1.35,0.95,4.92,6.02,63.1,26.05,34.38
Total,168.00,18.43,442.28,30.42,37.23,48.18,25.14,,,
