time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.66,18.31,6.95,0.03,0.79,2.60,1.87,25.9,1.30,4.01
Food Cooking & Clean-up,2.91,18.40,7.63,0.11,1.69,2.90,1.20,45.4,1.32,4.49
"Pets, Home & Vehicles",2.23,20.06,6.40,0.06,0.68,1.83,1.56,24.3,1.37,3.10
Household Management,1.49,24.72,5.27,0.00,0.42,1.37,1.06,18.2,0.36,2.63
Shopping,2.37,18.13,6.13,0.00,1.80,0.08,0.51,43.4,1.52,3.22
Obtaining Services,0.13,21.87,0.40,0.00,0.08,0.00,0.04,2.9,,0.31
Travel for Household Activity,1.75,24.75,6.20,0.00,1.01,0.01,0.70,48.2,1.19,2.32
Household Production,13.53,20.16,38.98,0.20,6.47,8.79,6.95,81.2,10.78,16.28
Household Children,0.42,18.05,1.09,,0.40,0.41,0.00,2.6,,1.12
Household Adults,0.48,17.91,1.22,0.00,0.40,0.01,0.07,8.1,,1.05
Non-Household Members,0.50,18.09,1.28,0.00,0.40,0.02,0.00,7.9,0.06,0.94
Travel for Household Members,0.31,24.75,1.10,0.00,0.18,0.00,0.12,7.0,0.03,0.59
Travel for Non-Household Members,0.39,24.75,1.37,0.00,0.07,0.00,0.29,7.0,0.10,0.67
Caring and Helping,2.09,20.26,6.05,0.00,1.46,0.45,0.48,18.1,0.91,3.27
Eating & Drinking,7.38,18.25,19.23,0.04,4.59,4.75,2.07,94.1,6.43,8.32
Personal Health Care,0.26,17.95,0.68,0.00,0.05,0.11,0.16,5.3,0.06,0.47
Grooming,3.91,18.17,10.14,0.06,,,,79.4,3.41,4.40
Sleeping,61.80,18.58,164.03,,,,,100.0,59.64,63.96
"Private, Personal, or N/A",1.76,20.56,5.16,0.00,0.27,0.81,0.86,22.8,0.91,2.60
Personal Time,75.10,18.57,199.23,0.10,4.91,5.67,3.09,100.0,72.58,77.62
Socializing,4.87,20.35,14.15,0.01,3.98,2.24,0.22,36.1,3.31,6.42
Passive Leisure,25.92,17.40,64.41,0.38,14.97,24.21,10.38,91.3,22.35,29.49
Active Leisure,2.11,17.40,5.24,0.00,0.85,0.25,1.05,20.6,1.37,2.85
Attendance Leisure,0.75,17.40,1.87,0.00,0.72,0.01,0.04,4.9,0.33,1.17
Religious Activities,0.41,23.41,1.36,0.01,0.27,0.08,0.03,4.3,0.11,0.70
Volunteering,0.75,23.41,2.50,0.00,0.27,0.47,0.36,4.4,0.17,1.32
Travel Related to Leisure,2.34,24.75,8.26,0.00,1.40,0.00,0.81,46.3,1.55,3.12
Leisure,37.13,18.43,97.79,0.41,22.45,27.25,12.89,98.3,33.61,40.66
Working at Job,28.42,19.24,78.13,0.00,0.88,2.74,6.42,60.3,24.08,32.77
Educational Activities,8.15,23.41,27.26,0.00,1.67,5.10,4.52,20.9,5.22,11.09
Commuting to Work or School,3.56,24.75,12.59,0.00,0.22,0.03,3.06,55.2,2.75,4.38
Work and Education,40.14,20.58,117.99,0.00,2.77,7.87,14.01,72.5,35.44,44.83
Total,168.00,19.17,460.05,0.71,38.05,50.04,37.41,,,
