time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.11,18.31,15.97,0.00,2.11,6.01,3.91,47.1,5.09,7.12
Food Cooking & Clean-up,7.11,18.40,18.68,0.00,2.96,6.94,4.10,70.8,6.14,8.07
"Pets, Home & Vehicles",2.66,20.06,7.62,0.00,1.06,2.48,1.56,27.3,1.83,3.49
Household Management,1.04,24.72,3.69,0.00,0.49,0.80,0.56,18.7,0.69,1.39
Shopping,2.20,18.13,5.71,0.00,1.56,0.13,0.54,25.2,1.60,2.81
Obtaining Services,0.06,21.87,0.18,0.00,0.03,0.04,0.01,1.4,,0.11
Travel for Household Activity,1.59,24.75,5.64,0.00,1.14,0.03,0.33,29.7,1.22,1.97
Household Production,20.77,19.37,57.49,0.00,9.34,16.41,11.01,85.5,18.33,23.22
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.68,17.91,1.74,0.00,0.63,0.49,0.03,8.6,0.23,1.13
Non-Household Members,1.57,18.09,4.05,0.00,1.38,0.85,0.08,13.9,0.63,2.50
Travel for Household Members,0.19,24.75,0.67,0.00,0.15,0.00,0.02,3.8,0.06,0.32
Travel for Non-Household Members,0.40,24.75,1.40,0.00,0.26,0.01,0.09,9.5,0.21,0.58
Caring and Helping,2.83,19.42,7.87,0.00,2.42,1.35,0.22,22.0,1.69,3.98
Eating & Drinking,7.26,18.25,18.93,0.00,5.99,6.25,1.15,96.9,6.43,8.10
Personal Health Care,4.64,17.95,11.90,0.00,1.67,3.56,2.65,34.0,3.12,6.16
Grooming,3.85,18.17,10.00,0.00,,,,63.4,3.28,4.43
Sleeping,68.76,18.58,182.50,,,,,99.4,64.27,73.25
"Private, Personal, or N/A",1.60,20.56,4.69,0.00,0.60,0.46,0.24,18.7,1.06,2.14
Personal Time,86.11,18.54,228.02,0.00,8.26,10.27,4.04,100.0,82.01,90.21
Socializing,6.72,20.35,19.55,0.00,5.80,4.28,0.48,41.8,5.58,7.87
Passive Leisure,46.03,17.40,114.41,0.00,29.45,44.35,15.78,96.5,43.37,48.69
Active Leisure,0.82,17.40,2.03,0.00,0.49,0.36,0.27,9.0,0.47,1.16
Attendance Leisure,0.30,17.40,0.75,0.00,0.24,0.06,0.02,1.5,0.04,0.56
Religious Activities,1.28,23.41,4.27,0.00,0.78,0.44,0.37,10.0,0.83,1.73
Volunteering,0.29,23.41,0.96,0.00,0.06,0.13,0.08,1.9,0.06,0.52
Travel Related to Leisure,1.85,24.75,6.53,0.00,1.38,0.05,0.38,29.9,1.21,2.49
Leisure,57.29,18.15,148.50,0.00,38.21,49.67,17.37,97.9,54.38,60.19
Working at Job,0.67,0.00,0.00,0.00,0.12,0.38,0.32,1.0,,1.42
Educational Activities,0.28,23.41,0.95,0.00,0.08,0.24,0.21,0.6,,0.70
Commuting to Work or School,0.05,24.75,0.17,0.00,0.02,0.00,0.03,1.5,,0.09
Work and Education,1.00,7.84,1.12,0.00,0.22,0.61,0.55,2.1,0.08,1.91
Total,168.00,18.46,442.99,0.00,58.46,78.31,33.19,,,
