time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.13,18.31,8.19,0.00,0.30,3.00,2.56,29.9,2.87,3.39
Food Cooking & Clean-up,2.51,18.40,6.59,0.01,0.42,2.24,1.58,46.8,2.28,2.74
"Pets, Home & Vehicles",1.57,20.06,4.51,0.00,0.17,1.06,1.12,23.1,1.40,1.75
Household Management,0.83,24.72,2.94,0.00,0.11,0.62,0.60,19.5,0.72,0.95
Shopping,2.68,18.13,6.95,0.02,0.62,0.07,1.30,42.3,2.35,3.01
Obtaining Services,0.10,21.87,0.30,0.00,0.01,0.03,0.06,2.4,0.07,0.12
Travel for Household Activity,2.06,24.75,7.29,0.00,0.36,0.01,1.21,46.3,1.84,2.28
Household Production,12.88,19.98,36.76,0.04,1.99,7.04,8.43,81.2,12.23,13.54
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.07,17.91,0.18,0.00,0.04,0.04,0.01,2.4,0.04,0.11
Non-Household Members,0.70,18.09,1.81,0.00,0.41,0.13,0.06,12.2,0.58,0.82
Travel for Household Members,0.05,24.75,0.18,0.00,0.02,0.00,0.02,1.6,0.03,0.07
Travel for Non-Household Members,0.47,24.75,1.68,0.00,0.11,0.00,0.21,10.4,0.39,0.56
Caring and Helping,1.30,20.77,3.85,0.00,0.58,0.17,0.30,14.3,1.12,1.47
Eating & Drinking,7.19,18.25,18.75,0.01,1.47,3.07,2.54,93.7,6.98,7.40
Personal Health Care,0.68,17.95,1.76,0.00,0.05,0.21,0.46,7.1,0.55,0.82
Grooming,6.51,18.17,16.89,0.00,,,,88.3,6.27,6.74
Sleeping,61.62,18.58,163.56,,,,,100.0,60.86,62.38
"Private, Personal, or N/A",1.70,20.56,5.00,0.00,0.12,0.61,0.98,25.0,1.51,1.89
Personal Time,77.71,18.55,205.96,0.01,1.65,3.89,3.99,100.0,76.89,78.53
Socializing,5.88,20.35,17.10,0.00,1.99,2.08,0.87,41.5,5.37,6.39
Passive Leisure,19.65,17.40,48.84,0.01,2.65,17.03,12.93,86.5,18.48,20.83
Active Leisure,2.02,17.40,5.02,0.00,0.21,0.25,0.96,20.7,1.80,2.23
Attendance Leisure,1.16,17.40,2.88,0.01,0.25,0.03,0.09,6.0,0.93,1.39
Religious Activities,0.54,23.41,1.81,0.00,0.16,0.08,0.19,4.9,0.45,0.63
Volunteering,0.51,23.41,1.69,0.00,0.05,0.08,0.12,3.7,0.38,0.63
Travel Related to Leisure,3.09,24.75,10.94,0.00,0.44,0.03,1.62,54.8,2.70,3.49
Leisure,32.85,18.81,88.28,0.02,5.76,19.58,16.78,96.4,32.07,33.63
Working at Job,37.71,25.58,137.77,0.00,0.33,4.38,6.53,67.9,36.36,39.06
Educational Activities,2.39,23.41,7.99,0.00,0.10,1.33,1.56,7.2,1.68,3.09
Commuting to Work or School,3.17,24.75,11.20,0.00,0.08,0.02,2.85,58.9,2.87,3.47
Work and Education,43.26,25.40,156.96,0.00,0.51,5.73,10.94,72.0,41.92,44.60
Total,168.00,20.49,491.80,0.07,10.49,36.40,40.44,,,
