time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.72,18.31,12.36,0.13,1.37,4.64,3.32,43.3,4.47,4.97
Food Cooking & Clean-up,4.29,18.40,11.27,0.13,1.87,4.15,2.37,65.9,4.05,4.52
"Pets, Home & Vehicles",2.84,20.06,8.13,0.02,1.30,2.26,1.50,36.5,2.67,3.01
Household Management,1.21,24.72,4.29,0.02,0.60,0.94,0.59,26.1,1.10,1.32
Shopping,2.97,18.13,7.70,0.06,1.57,0.13,1.23,44.0,2.73,3.22
Obtaining Services,0.12,21.87,0.38,0.00,0.05,0.04,0.05,3.1,0.10,0.15
Travel for Household Activity,2.31,24.75,8.16,0.04,1.14,0.02,1.06,47.8,2.20,2.42
Household Production,18.46,19.82,52.28,0.40,7.89,12.18,10.11,91.3,18.02,18.91
Household Children,0.70,18.05,1.82,,0.68,0.65,0.01,2.8,0.55,0.86
Household Adults,0.16,17.91,0.41,0.00,0.12,0.07,0.03,5.1,0.11,0.21
Non-Household Members,1.06,18.09,2.74,0.01,0.88,0.42,0.10,11.9,0.94,1.18
Travel for Household Members,0.16,24.75,0.55,0.00,0.10,0.00,0.05,3.5,0.12,0.19
Travel for Non-Household Members,0.45,24.75,1.57,0.01,0.24,0.00,0.15,9.1,0.38,0.51
Caring and Helping,2.53,19.65,7.09,0.02,2.04,1.15,0.34,18.6,2.31,2.74
Eating & Drinking,7.89,18.25,20.58,0.14,4.98,4.20,1.77,96.0,7.72,8.07
Personal Health Care,0.90,17.95,2.30,0.01,0.29,0.32,0.45,9.4,0.73,1.07
Grooming,5.88,18.17,15.27,0.07,,,,86.8,5.74,6.03
Sleeping,59.19,18.58,157.10,,,,,100.0,58.79,59.59
"Private, Personal, or N/A",1.68,20.56,4.92,0.04,0.49,0.59,0.69,22.8,1.53,1.82
Personal Time,75.54,18.55,200.17,0.26,5.75,5.11,2.91,100.0,75.14,75.94
Socializing,5.02,20.35,14.61,0.14,3.85,2.14,0.44,42.0,4.78,5.27
Passive Leisure,19.69,17.40,48.94,0.35,12.39,18.43,7.02,89.6,18.73,20.65
Active Leisure,1.88,17.40,4.68,0.02,0.77,0.39,0.73,21.2,1.69,2.08
Attendance Leisure,0.83,17.40,2.06,0.00,0.66,0.04,0.06,4.4,0.71,0.95
Religious Activities,0.81,23.41,2.70,0.02,0.48,0.17,0.20,7.2,0.70,0.92
Volunteering,0.68,23.41,2.28,0.00,0.26,0.18,0.19,5.2,0.55,0.82
Travel Related to Leisure,2.82,24.75,9.96,0.03,1.77,0.03,0.89,49.6,2.56,3.07
Leisure,31.73,18.80,85.23,0.58,20.18,21.38,9.54,97.3,30.95,32.51
Working at Job,36.38,29.89,155.35,0.05,1.08,5.55,7.27,67.4,35.57,37.19
Educational Activities,0.65,23.41,2.17,0.01,0.13,0.49,0.42,2.8,0.52,0.78
Commuting to Work or School,2.71,24.75,9.59,0.00,0.26,0.03,2.33,53.6,2.45,2.97
Work and Education,39.74,29.44,167.11,0.06,1.46,6.07,10.02,68.8,38.75,40.73
Total,168.00,21.33,511.88,1.31,37.32,45.90,32.93,,,
