time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.40,18.31,6.29,0.37,0.68,2.27,1.33,27.1,2.11,2.69
Food Cooking & Clean-up,1.79,18.40,4.69,0.34,0.92,1.60,0.55,33.2,1.61,1.96
"Pets, Home & Vehicles",0.92,20.06,2.63,0.06,0.31,0.67,0.40,14.0,0.76,1.08
Household Management,0.63,24.72,2.22,0.04,0.21,0.45,0.30,17.8,0.53,0.73
Shopping,2.39,18.13,6.20,0.14,1.48,0.04,0.21,33.4,2.17,2.61
Obtaining Services,0.04,21.87,0.13,0.00,0.03,0.01,0.00,0.9,0.01,0.07
Travel for Household Activity,1.68,24.75,5.92,0.10,0.99,0.01,0.20,36.5,1.54,1.81
Household Production,9.85,19.97,28.09,1.04,4.61,5.06,3.00,71.8,9.38,10.31
Household Children,1.33,18.05,3.42,,0.74,1.02,0.07,14.7,1.14,1.51
Household Adults,0.11,17.91,0.29,0.01,0.07,0.05,0.02,4.4,0.07,0.15
Non-Household Members,0.77,18.09,1.98,0.05,0.41,0.26,0.02,14.1,0.63,0.90
Travel for Household Members,0.34,24.75,1.21,0.01,0.20,0.00,0.07,9.0,0.27,0.41
Travel for Non-Household Members,0.37,24.75,1.32,0.04,0.17,0.00,0.07,11.2,0.31,0.44
Caring and Helping,2.92,19.70,8.22,0.11,1.59,1.33,0.25,29.4,2.64,3.20
Eating & Drinking,6.90,18.25,17.99,0.46,3.63,4.03,1.02,95.6,6.71,7.09
Personal Health Care,0.58,17.95,1.48,0.02,0.18,0.28,0.29,5.5,0.33,0.82
Grooming,6.78,18.17,17.59,0.31,,,,86.4,6.46,7.09
Sleeping,67.10,18.58,178.11,,,,,99.9,66.47,67.74
"Private, Personal, or N/A",2.83,20.56,8.32,0.15,0.52,1.25,1.06,28.8,2.50,3.16
Personal Time,84.19,18.58,223.49,0.94,4.33,5.56,2.36,100.0,83.39,84.99
Socializing,7.41,20.35,21.55,0.62,3.02,3.58,1.29,52.9,6.90,7.93
Passive Leisure,23.15,17.40,57.55,1.87,6.03,20.15,11.01,88.0,22.27,24.04
Active Leisure,3.72,17.40,9.24,0.23,0.89,0.68,0.57,25.6,3.34,4.09
Attendance Leisure,1.64,17.40,4.08,0.06,0.60,0.06,0.07,9.5,1.40,1.88
Religious Activities,0.87,23.41,2.91,0.07,0.50,0.08,0.07,7.2,0.73,1.00
Volunteering,0.91,23.41,3.04,0.02,0.20,0.05,0.14,5.8,0.71,1.10
Travel Related to Leisure,3.58,24.75,12.67,0.18,1.72,0.04,0.54,60.8,3.27,3.89
Leisure,41.29,18.82,111.03,3.04,12.96,24.64,13.69,97.5,40.44,42.13
Working at Job,3.10,12.96,5.75,0.07,0.07,0.18,0.27,8.2,2.56,3.65
Educational Activities,24.81,23.41,82.95,0.48,0.92,7.01,6.60,55.7,23.74,25.87
Commuting to Work or School,1.84,24.75,6.52,0.05,0.42,0.01,0.75,43.1,1.67,2.02
Work and Education,29.75,22.40,95.21,0.59,1.41,7.19,7.62,62.5,28.53,30.98
Total,168.00,19.42,466.04,5.73,24.90,43.78,26.91,,,
