time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.08,18.31,23.74,0.01,2.33,8.89,6.70,63.9,8.20,9.96
Food Cooking & Clean-up,7.32,18.40,19.25,0.04,2.69,7.06,4.60,78.3,6.80,7.85
"Pets, Home & Vehicles",5.43,20.06,15.55,0.00,2.25,4.87,3.15,43.0,4.55,6.31
Household Management,2.74,24.72,9.68,0.00,1.22,2.19,1.43,40.5,2.30,3.18
Shopping,3.98,18.13,10.31,0.00,1.93,0.11,1.84,47.5,3.52,4.43
Obtaining Services,0.23,21.87,0.73,0.00,0.11,0.16,0.09,5.3,0.11,0.36
Travel for Household Activity,2.76,24.75,9.77,0.00,1.56,0.02,1.14,50.7,2.35,3.18
Household Production,31.55,19.76,89.05,0.06,12.08,23.31,18.94,95.4,30.04,33.06
Household Children,0.05,18.05,0.13,,0.05,0.04,0.00,0.4,,0.19
Household Adults,1.00,17.91,2.55,0.00,0.88,0.71,0.12,7.2,0.24,1.75
Non-Household Members,4.49,18.09,11.60,0.00,3.91,2.44,0.39,25.9,3.65,5.32
Travel for Household Members,0.15,24.75,0.54,0.00,0.11,0.00,0.04,3.1,0.08,0.23
Travel for Non-Household Members,0.95,24.75,3.36,0.00,0.53,0.00,0.34,17.1,0.73,1.17
Caring and Helping,6.64,19.17,18.17,0.00,5.47,3.20,0.89,31.7,5.45,7.83
Eating & Drinking,8.88,18.25,23.14,0.01,6.86,6.35,1.51,98.2,8.36,9.40
Personal Health Care,1.33,17.95,3.42,0.00,0.37,0.50,0.75,16.3,1.02,1.65
Grooming,5.50,18.17,14.27,0.00,,,,80.5,4.98,6.01
Sleeping,61.09,18.58,162.15,,,,,99.8,59.95,62.23
"Private, Personal, or N/A",2.56,20.56,7.53,0.00,0.84,0.99,0.90,30.5,2.10,3.02
Personal Time,79.36,18.57,210.51,0.01,8.06,7.84,3.15,100.0,78.18,80.55
Socializing,6.59,20.35,19.16,0.01,4.89,3.33,0.82,54.3,5.85,7.33
Passive Leisure,32.65,17.40,81.14,0.06,18.47,31.51,13.99,96.1,31.14,34.15
Active Leisure,2.26,17.40,5.61,0.01,0.88,0.57,0.88,22.7,1.53,2.98
Attendance Leisure,1.00,17.40,2.49,0.00,0.69,0.06,0.15,6.0,0.63,1.37
Religious Activities,1.26,23.41,4.21,0.00,0.70,0.34,0.31,12.1,0.99,1.53
Volunteering,1.68,23.41,5.61,0.00,0.43,0.59,0.51,10.3,1.15,2.20
Travel Related to Leisure,3.29,24.75,11.62,0.00,2.31,0.05,0.86,51.6,2.90,3.67
Leisure,48.72,18.66,129.84,0.08,28.37,36.46,17.51,98.8,47.08,50.35
Working at Job,1.49,24.36,5.18,0.00,0.02,0.16,0.13,4.2,0.86,2.12
Educational Activities,0.06,23.41,0.19,0.00,0.01,0.02,0.02,0.2,,0.14
Commuting to Work or School,0.19,24.75,0.66,0.00,0.04,0.00,0.14,4.3,0.11,0.27
Work and Education,1.73,24.37,6.03,0.00,0.07,0.18,0.28,5.6,1.04,2.43
Total,168.00,18.90,453.60,0.15,54.06,70.99,40.77,,,
