time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.58,18.31,4.13,0.00,0.83,1.51,0.73,21.1,1.38,1.78
Food Cooking & Clean-up,2.91,18.40,7.64,0.00,1.70,2.87,1.19,44.3,2.66,3.15
"Pets, Home & Vehicles",7.86,20.06,22.53,0.01,1.71,7.31,6.06,44.7,7.22,8.50
Household Management,2.08,24.72,7.36,0.00,0.75,1.80,1.29,30.7,1.86,2.31
Shopping,2.36,18.13,6.13,0.00,1.40,0.09,0.91,35.3,2.13,2.59
Obtaining Services,0.37,21.87,1.15,0.00,0.12,0.22,0.12,5.1,0.26,0.48
Travel for Household Activity,2.14,24.75,7.55,0.00,1.20,0.02,0.91,41.0,1.94,2.34
Household Production,19.30,20.49,56.49,0.01,7.72,13.83,11.21,83.2,18.46,20.14
Household Children,0.01,18.05,0.02,,0.01,0.01,0.00,0.1,,0.02
Household Adults,0.66,17.91,1.68,0.00,0.57,0.37,0.09,9.6,0.48,0.83
Non-Household Members,0.81,18.09,2.10,0.00,0.67,0.28,0.07,8.1,0.62,1.00
Travel for Household Members,0.20,24.75,0.71,0.00,0.17,0.00,0.03,4.6,0.14,0.26
Travel for Non-Household Members,0.30,24.75,1.08,0.00,0.20,0.00,0.09,6.1,0.24,0.37
Caring and Helping,1.98,19.73,5.58,0.00,1.61,0.65,0.28,16.7,1.70,2.26
Eating & Drinking,10.51,18.25,27.41,0.00,8.50,8.59,1.66,98.4,10.22,10.81
Personal Health Care,1.71,17.95,4.39,0.00,0.89,0.89,0.59,21.7,1.44,1.99
Grooming,3.49,18.17,9.06,0.00,,,,65.8,3.33,3.65
Sleeping,64.11,18.58,170.15,,,,,100.0,63.45,64.77
"Private, Personal, or N/A",2.73,20.56,8.03,0.00,0.82,0.87,0.72,30.3,2.47,3.00
Personal Time,82.56,18.57,219.04,0.00,10.21,10.35,2.97,100.0,81.55,83.56
Socializing,4.52,20.35,13.15,0.00,3.72,2.48,0.19,35.5,4.06,4.99
Passive Leisure,50.36,17.40,125.16,0.01,30.43,49.23,19.55,99.0,48.52,52.19
Active Leisure,2.35,17.40,5.85,0.00,0.71,0.71,1.12,23.5,2.08,2.63
Attendance Leisure,0.52,17.40,1.28,0.00,0.44,0.02,0.03,2.7,0.37,0.66
Religious Activities,1.35,23.41,4.50,0.00,0.92,0.36,0.31,12.2,1.16,1.53
Volunteering,1.58,23.41,5.27,0.00,0.49,0.68,0.67,8.0,1.26,1.89
Travel Related to Leisure,2.62,24.75,9.27,0.00,1.81,0.04,0.71,44.3,2.28,2.97
Leisure,63.29,18.19,164.48,0.01,38.52,53.51,22.58,99.7,62.06,64.52
Working at Job,0.78,23.01,2.56,0.00,0.08,0.30,0.38,2.4,0.41,1.15
Educational Activities,0.04,23.41,0.15,0.00,0.00,0.04,0.04,0.2,,0.10
Commuting to Work or School,0.05,24.75,0.16,0.00,0.01,0.00,0.04,1.4,0.02,0.07
Work and Education,0.87,23.12,2.87,0.00,0.09,0.35,0.46,3.0,0.48,1.25
Total,168.00,18.69,448.46,0.03,58.15,78.69,37.50,,,
