time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.66,18.31,17.42,5.50,3.62,6.60,2.95,59.3,5.89,7.43
Food Cooking & Clean-up,7.35,18.40,19.33,6.16,4.59,7.13,2.57,82.6,6.85,7.86
"Pets, Home & Vehicles",1.32,20.06,3.79,1.05,0.92,1.17,0.35,16.4,0.92,1.73
Household Management,1.03,24.72,3.65,0.78,0.68,0.77,0.33,26.7,0.84,1.23
Shopping,2.88,18.13,7.45,2.22,2.32,0.07,0.49,43.4,2.52,3.23
Obtaining Services,0.16,21.87,0.51,0.08,0.13,0.11,0.03,3.4,0.04,0.28
Travel for Household Activity,1.92,24.75,6.79,1.36,1.47,0.02,0.43,46.4,1.66,2.19
Household Production,21.33,19.34,58.93,17.13,13.71,15.86,7.14,93.9,20.08,22.58
Household Children,23.15,18.05,59.71,,22.74,20.84,0.31,94.1,21.97,24.34
Household Adults,0.15,17.91,0.38,0.09,0.14,0.09,0.01,8.6,0.09,0.21
Non-Household Members,0.37,18.09,0.97,0.29,0.35,0.16,0.01,8.1,0.22,0.53
Travel for Household Members,1.58,24.75,5.57,0.11,1.30,0.04,0.26,39.3,1.35,1.80
Travel for Non-Household Members,0.18,24.75,0.65,0.11,0.15,0.00,0.03,5.8,0.12,0.25
Caring and Helping,25.43,18.52,67.28,0.61,24.68,21.13,0.62,95.0,24.22,26.64
Eating & Drinking,7.43,18.25,19.36,5.90,6.40,5.27,0.58,95.8,6.94,7.91
Personal Health Care,0.86,17.95,2.20,0.48,0.50,0.46,0.30,8.1,0.38,1.33
Grooming,4.35,18.17,11.28,2.44,,,,79.2,4.06,4.64
Sleeping,58.92,18.58,156.39,,,,,100.0,57.64,60.20
"Private, Personal, or N/A",2.22,20.56,6.53,1.66,1.12,1.02,0.40,28.9,1.84,2.61
Personal Time,73.77,18.57,195.75,10.49,8.02,6.76,1.28,100.0,72.42,75.13
Socializing,5.76,20.35,16.75,4.14,5.16,2.79,0.23,47.5,5.01,6.52
Passive Leisure,14.24,17.40,35.38,8.47,11.65,13.31,2.39,83.3,12.60,15.87
Active Leisure,1.51,17.40,3.76,1.10,1.07,0.39,0.34,16.4,1.15,1.87
Attendance Leisure,0.52,17.40,1.30,0.39,0.47,0.04,0.02,4.0,0.36,0.69
Religious Activities,1.21,23.41,4.05,0.91,0.99,0.27,0.16,11.6,0.92,1.50
Volunteering,0.60,23.41,2.01,0.32,0.39,0.13,0.11,5.4,0.37,0.83
Travel Related to Leisure,2.01,24.75,7.11,1.48,1.64,0.03,0.33,45.7,1.75,2.27
Leisure,25.86,19.05,70.36,16.82,21.37,16.97,3.58,95.3,23.94,27.77
Working at Job,18.46,24.57,64.79,2.07,1.20,2.74,2.30,48.8,16.30,20.62
Educational Activities,1.47,23.41,4.91,0.64,0.22,0.85,1.00,4.5,0.48,2.45
Commuting to Work or School,1.68,24.75,5.96,0.11,0.13,0.02,1.36,35.9,1.32,2.05
Work and Education,21.61,24.51,75.65,2.82,1.56,3.61,4.66,52.7,19.21,24.02
Total,168.00,19.50,467.98,47.87,69.33,64.32,17.27,,,
