time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.71,18.31,7.10,1.00,1.87,2.64,0.83,23.3,1.35,4.08
Food Cooking & Clean-up,2.71,18.40,7.11,1.35,1.97,2.55,0.67,42.1,1.99,3.43
"Pets, Home & Vehicles",6.17,20.06,17.68,2.56,1.86,5.71,3.42,31.9,4.11,8.23
Household Management,0.83,24.72,2.94,0.55,0.71,0.72,0.12,15.8,0.02,1.64
Shopping,4.93,18.13,12.77,1.39,4.24,0.14,0.61,40.8,1.60,8.26
Obtaining Services,0.11,21.87,0.35,0.01,0.04,0.04,0.05,1.1,,0.24
Travel for Household Activity,2.33,24.75,8.23,0.82,1.50,0.12,0.75,42.7,1.57,3.08
Household Production,19.79,19.87,56.18,7.68,12.18,11.92,6.45,77.4,16.08,23.50
Household Children,5.37,18.05,13.85,,5.14,4.40,0.20,42.1,3.27,7.47
Household Adults,0.20,17.91,0.50,0.05,0.17,0.09,0.02,5.7,,0.39
Non-Household Members,1.19,18.09,3.08,0.09,1.14,0.27,0.03,7.4,,2.63
Travel for Household Members,0.71,24.75,2.50,0.02,0.55,0.01,0.14,20.0,0.40,1.02
Travel for Non-Household Members,0.25,24.75,0.87,0.05,0.15,0.00,0.05,5.0,0.03,0.46
Caring and Helping,7.71,18.88,20.80,0.21,7.15,4.77,0.44,49.2,4.79,10.63
Eating & Drinking,6.95,18.25,18.12,3.13,5.14,5.05,1.03,93.4,6.17,7.73
Personal Health Care,0.38,17.95,0.96,0.03,0.22,0.05,0.13,4.8,0.03,0.72
Grooming,3.27,18.17,8.48,0.84,,,,65.1,2.64,3.90
Sleeping,60.85,18.58,161.51,,,,,100.0,58.48,63.22
"Private, Personal, or N/A",3.81,20.56,11.20,1.21,1.21,2.19,2.08,24.5,2.48,5.15
Personal Time,75.26,18.63,200.27,5.21,6.57,7.28,3.25,100.0,72.89,77.63
Socializing,6.06,20.35,17.62,2.47,4.86,2.76,0.17,33.1,3.64,8.49
Passive Leisure,30.59,17.40,76.02,13.34,20.51,28.64,9.34,89.4,26.78,34.39
Active Leisure,2.13,17.40,5.30,1.03,1.05,0.51,0.73,14.7,1.35,2.91
Attendance Leisure,0.65,17.40,1.62,0.27,0.56,0.07,0.08,3.4,0.07,1.24
Religious Activities,1.03,23.41,3.45,0.49,0.69,0.16,0.07,7.1,0.47,1.59
Volunteering,0.24,23.41,0.79,0.15,0.15,0.03,0.04,1.8,0.05,0.43
Travel Related to Leisure,2.14,24.75,7.57,0.79,1.36,0.04,0.73,39.9,1.31,2.98
Leisure,42.85,18.36,112.39,18.53,29.18,32.21,11.16,95.1,38.71,46.98
Working at Job,19.72,20.44,57.60,0.07,1.70,2.75,2.60,38.9,13.89,25.55
Educational Activities,0.32,23.41,1.06,0.03,0.03,0.15,0.20,1.2,,0.91
Commuting to Work or School,2.35,24.75,8.32,0.02,0.21,0.03,1.87,32.6,1.60,3.11
Work and Education,22.39,20.94,66.98,0.12,1.94,2.94,4.68,42.6,16.70,28.09
Total,168.00,19.03,456.63,31.75,57.02,59.12,25.98,,,
