time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.68,18.31,12.25,0.18,1.32,4.61,3.36,40.7,3.81,5.56
Food Cooking & Clean-up,4.12,18.40,10.84,0.13,1.70,3.96,2.33,61.3,3.44,4.81
"Pets, Home & Vehicles",2.66,20.06,7.63,0.08,1.22,2.00,1.41,33.0,2.06,3.27
Household Management,1.24,24.72,4.36,0.05,0.55,0.91,0.67,24.7,0.79,1.69
Shopping,3.18,18.13,8.24,0.08,1.86,0.09,1.21,47.1,2.55,3.82
Obtaining Services,0.31,21.87,0.97,0.02,0.12,0.15,0.14,4.9,0.11,0.51
Travel for Household Activity,2.28,24.75,8.05,0.04,1.17,0.01,1.05,49.6,1.81,2.74
Household Production,18.48,19.83,52.35,0.57,7.94,11.72,10.17,87.1,16.77,20.18
Household Children,0.97,18.05,2.49,,0.91,0.85,0.00,2.9,0.28,1.65
Household Adults,0.16,17.91,0.42,0.00,0.15,0.11,0.01,9.3,0.03,0.29
Non-Household Members,1.13,18.09,2.91,0.00,0.70,0.43,0.11,13.0,0.55,1.70
Travel for Household Members,0.35,24.75,1.24,0.00,0.21,0.00,0.14,7.3,0.15,0.56
Travel for Non-Household Members,0.31,24.75,1.11,0.00,0.17,0.00,0.12,8.6,0.19,0.44
Caring and Helping,2.92,19.58,8.17,0.00,2.14,1.39,0.39,23.4,2.08,3.76
Eating & Drinking,7.51,18.25,19.56,0.23,5.15,4.55,1.67,97.0,6.73,8.28
Personal Health Care,0.76,17.95,1.94,0.01,0.12,0.24,0.39,11.5,0.42,1.09
Grooming,5.70,18.17,14.81,0.13,,,,82.9,5.17,6.24
Sleeping,62.81,18.58,166.71,,,,,100.0,61.06,64.56
"Private, Personal, or N/A",1.85,20.56,5.44,0.07,0.52,0.66,0.75,28.4,1.43,2.27
Personal Time,78.63,18.56,208.47,0.44,5.79,5.45,2.81,100.0,76.91,80.35
Socializing,5.02,20.35,14.59,0.20,3.86,2.25,0.46,41.1,3.93,6.11
Passive Leisure,24.03,17.40,59.73,0.51,16.20,22.50,7.56,89.4,21.84,26.22
Active Leisure,1.91,17.40,4.74,0.00,0.89,0.66,0.80,18.2,1.35,2.46
Attendance Leisure,0.99,17.40,2.47,0.05,0.68,0.04,0.03,5.8,0.51,1.47
Religious Activities,0.53,23.41,1.77,0.06,0.38,0.17,0.12,6.4,0.29,0.76
Volunteering,0.70,23.41,2.33,0.01,0.25,0.21,0.25,5.3,0.31,1.08
Travel Related to Leisure,2.28,24.75,8.07,0.06,1.49,0.02,0.71,47.2,1.68,2.89
Leisure,35.46,18.50,93.70,0.89,23.74,25.86,9.93,97.9,33.20,37.72
Working at Job,25.91,17.23,63.77,0.00,0.76,3.14,4.18,59.9,23.08,28.74
Educational Activities,3.92,23.41,13.10,0.00,0.54,1.76,1.96,13.5,2.66,5.17
Commuting to Work or School,2.69,24.75,9.51,0.00,0.21,0.02,2.41,54.4,2.17,3.21
Work and Education,32.51,18.59,86.37,0.00,1.52,4.92,8.55,66.5,29.29,35.74
Total,168.00,18.71,449.06,1.91,41.12,49.33,31.86,,,
