time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.80,18.31,25.63,5.40,4.54,9.50,5.05,64.4,7.93,11.66
Food Cooking & Clean-up,9.54,18.40,25.07,6.20,4.57,9.40,4.72,85.6,8.65,10.43
"Pets, Home & Vehicles",1.73,20.06,4.97,0.93,1.04,1.41,0.68,21.5,1.14,2.32
Household Management,1.09,24.72,3.85,0.54,0.56,0.80,0.50,22.8,0.83,1.35
Shopping,3.66,18.13,9.48,1.75,2.48,0.05,1.08,46.1,2.81,4.51
Obtaining Services,0.11,21.87,0.34,0.01,0.06,0.07,0.01,2.7,0.01,0.21
Travel for Household Activity,2.45,24.75,8.65,1.20,1.70,0.01,0.71,48.8,1.89,3.00
Household Production,28.38,19.24,78.00,16.03,14.96,21.25,12.77,96.1,25.68,31.08
Household Children,11.99,18.05,30.92,,11.47,9.93,0.35,74.3,10.72,13.26
Household Adults,0.19,17.91,0.48,0.06,0.15,0.06,0.02,6.1,0.07,0.30
Non-Household Members,0.66,18.09,1.71,0.24,0.56,0.28,0.03,10.9,0.32,1.00
Travel for Household Members,1.71,24.75,6.05,0.09,1.20,0.04,0.48,37.1,1.41,2.01
Travel for Non-Household Members,0.26,24.75,0.90,0.07,0.15,0.00,0.07,8.2,0.15,0.36
Caring and Helping,14.80,18.94,40.06,0.47,13.53,10.31,0.96,77.2,13.42,16.19
Eating & Drinking,7.62,18.25,19.87,4.69,6.23,5.60,0.89,95.3,7.13,8.11
Personal Health Care,0.64,17.95,1.65,0.16,0.18,0.29,0.38,6.9,0.25,1.04
Grooming,4.20,18.17,10.92,1.72,,,,74.8,3.80,4.61
Sleeping,63.25,18.58,167.88,,,,,99.9,61.95,64.56
"Private, Personal, or N/A",3.23,20.56,9.48,1.17,1.15,1.47,1.22,31.8,2.38,4.07
Personal Time,78.95,18.60,209.80,7.74,7.56,7.36,2.48,100.0,77.24,80.66
Socializing,4.95,20.35,14.39,3.05,4.23,2.14,0.31,41.4,4.18,5.72
Passive Leisure,19.71,17.40,48.98,10.18,14.16,19.05,5.17,86.8,18.25,21.17
Active Leisure,1.45,17.40,3.60,0.88,0.99,0.48,0.38,14.0,1.09,1.81
Attendance Leisure,0.80,17.40,1.99,0.48,0.68,0.02,0.05,4.4,0.34,1.26
Religious Activities,0.94,23.41,3.16,0.53,0.72,0.24,0.13,8.7,0.67,1.22
Volunteering,0.57,23.41,1.91,0.22,0.27,0.20,0.13,6.0,0.37,0.77
Travel Related to Leisure,2.35,24.75,8.32,1.07,1.61,0.02,0.50,42.1,1.72,2.99
Leisure,30.78,18.73,82.35,16.40,22.66,22.15,6.67,95.2,28.78,32.77
Working at Job,12.09,19.06,32.92,1.06,0.60,1.76,2.32,25.0,7.66,16.53
Educational Activities,1.72,23.41,5.75,0.45,0.38,1.08,0.81,4.8,0.93,2.51
Commuting to Work or School,1.28,24.75,4.52,0.10,0.27,0.02,0.87,23.1,0.86,1.69
Work and Education,15.09,20.04,43.20,1.61,1.25,2.85,4.00,30.3,10.67,19.52
Total,168.00,18.89,453.41,42.25,59.95,63.91,26.88,,,
