time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.43,18.31,16.82,0.02,1.74,6.14,4.61,56.1,5.53,7.33
Food Cooking & Clean-up,6.30,18.40,16.54,0.00,2.60,6.14,3.65,77.6,5.72,6.87
"Pets, Home & Vehicles",3.85,20.06,11.03,0.00,1.44,3.38,2.35,37.8,2.98,4.72
Household Management,1.86,24.72,6.56,0.00,0.75,1.54,1.09,32.9,1.39,2.33
Shopping,3.53,18.13,9.14,0.00,1.57,0.09,1.62,45.7,3.00,4.06
Obtaining Services,0.10,21.87,0.30,0.00,0.03,0.06,0.06,3.1,0.04,0.16
Travel for Household Activity,2.87,24.75,10.14,0.00,1.62,0.01,1.17,49.3,2.40,3.33
Household Production,24.92,19.81,70.53,0.02,9.74,17.37,14.55,93.9,23.33,26.52
Household Children,0.02,18.05,0.05,,0.02,0.02,0.00,0.1,,0.05
Household Adults,1.26,17.91,3.21,0.00,1.08,0.52,0.17,11.7,0.56,1.96
Non-Household Members,2.54,18.09,6.57,0.00,2.14,1.19,0.22,20.0,1.80,3.29
Travel for Household Members,0.25,24.75,0.89,0.00,0.22,0.00,0.03,4.4,0.07,0.43
Travel for Non-Household Members,0.66,24.75,2.35,0.00,0.33,0.01,0.27,14.9,0.47,0.86
Caring and Helping,4.73,19.33,13.07,0.00,3.78,1.73,0.67,30.0,3.55,5.91
Eating & Drinking,8.62,18.25,22.47,0.01,6.79,5.84,1.32,96.8,8.15,9.09
Personal Health Care,1.04,17.95,2.68,0.00,0.26,0.23,0.52,13.5,0.66,1.42
Grooming,5.72,18.17,14.86,0.00,,,,85.0,5.23,6.22
Sleeping,60.20,18.58,159.79,,,,,100.0,59.23,61.17
"Private, Personal, or N/A",2.36,20.56,6.94,0.00,0.61,0.79,1.02,30.2,1.88,2.84
Personal Time,77.95,18.56,206.73,0.01,7.67,6.86,2.86,100.0,76.73,79.17
Socializing,5.41,20.35,15.73,0.00,4.37,2.62,0.33,47.6,4.58,6.24
Passive Leisure,29.35,17.40,72.94,0.01,18.60,28.07,10.52,96.4,27.85,30.85
Active Leisure,1.69,17.40,4.21,0.00,0.64,0.59,0.83,19.8,1.25,2.14
Attendance Leisure,0.88,17.40,2.19,0.00,0.59,0.05,0.09,5.5,0.50,1.26
Religious Activities,1.64,23.41,5.49,0.00,0.81,0.38,0.49,17.2,1.33,1.95
Volunteering,1.80,23.41,6.02,0.00,0.45,0.64,0.73,12.5,1.19,2.41
Travel Related to Leisure,3.36,24.75,11.87,0.00,2.32,0.05,0.90,54.3,2.76,3.96
Leisure,44.13,18.79,118.46,0.02,27.78,32.41,13.88,99.5,42.28,45.99
Working at Job,15.10,18.71,40.37,0.00,0.59,2.47,3.60,42.7,13.22,16.99
Educational Activities,0.02,23.41,0.08,0.00,0.00,0.00,0.00,0.3,,0.07
Commuting to Work or School,1.13,24.75,4.01,0.00,0.08,0.01,1.03,32.6,0.88,1.39
Work and Education,16.26,19.14,44.46,0.00,0.67,2.48,4.63,43.4,14.26,18.26
Total,168.00,18.89,453.25,0.06,49.64,60.84,36.60,,,
