time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.51,18.31,3.96,0.00,0.62,1.44,0.89,15.2,0.80,2.23
Food Cooking & Clean-up,2.56,18.40,6.73,0.00,1.50,2.52,1.06,47.9,1.86,3.26
"Pets, Home & Vehicles",8.31,20.06,23.81,0.00,2.23,7.33,6.06,45.1,5.65,10.98
Household Management,1.10,24.72,3.88,0.00,0.49,1.00,0.51,17.6,0.56,1.64
Shopping,2.14,18.13,5.54,0.00,1.21,0.05,0.89,30.0,1.30,2.98
Obtaining Services,0.23,21.87,0.72,0.00,0.10,0.08,0.08,6.2,0.04,0.42
Travel for Household Activity,2.03,24.75,7.19,0.00,0.89,0.01,1.07,37.4,1.20,2.87
Household Production,17.88,20.28,51.83,0.00,7.03,12.44,10.56,83.1,14.76,21.01
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.36,17.91,0.92,0.00,0.29,0.17,0.06,10.4,0.11,0.61
Non-Household Members,1.09,18.09,2.83,0.00,0.79,0.07,0.18,13.5,0.41,1.77
Travel for Household Members,0.39,24.75,1.37,0.00,0.26,0.01,0.10,7.2,0.14,0.63
Travel for Non-Household Members,0.64,24.75,2.25,0.00,0.38,0.02,0.24,12.6,0.23,1.04
Caring and Helping,2.48,20.82,7.37,0.00,1.72,0.26,0.58,21.5,1.35,3.61
Eating & Drinking,8.15,18.25,21.25,0.00,5.87,6.51,1.72,98.0,6.98,9.32
Personal Health Care,0.61,17.95,1.57,0.00,0.27,0.23,0.24,6.7,0.02,1.21
Grooming,3.30,18.17,8.57,0.00,,,,65.1,2.63,3.97
Sleeping,60.48,18.58,160.53,,,,,99.5,57.56,63.40
"Private, Personal, or N/A",5.11,20.56,15.01,0.00,1.39,3.68,2.98,33.8,3.09,7.13
Personal Time,77.66,18.65,206.94,0.00,7.53,10.42,4.94,99.5,73.30,82.02
Socializing,4.49,20.35,13.04,0.00,3.37,1.83,0.27,33.0,2.56,6.41
Passive Leisure,43.78,17.40,108.81,0.00,25.50,41.89,17.67,96.0,37.59,49.97
Active Leisure,2.85,17.40,7.08,0.00,0.97,0.65,1.48,21.9,1.62,4.07
Attendance Leisure,0.31,17.40,0.77,0.00,0.31,0.00,0.00,2.3,0.04,0.59
Religious Activities,1.30,23.41,4.36,0.00,0.86,0.21,0.35,8.4,0.64,1.97
Volunteering,0.25,23.41,0.85,0.00,0.12,0.05,0.08,2.4,0.06,0.44
Travel Related to Leisure,2.70,24.75,9.55,0.00,1.42,0.01,1.13,37.3,1.65,3.76
Leisure,55.68,18.16,144.46,0.00,32.54,44.65,20.99,99.3,49.62,61.74
Working at Job,12.56,27.20,48.79,0.00,1.18,2.40,4.42,23.3,8.49,16.62
Educational Activities,0.50,23.41,1.68,0.00,0.04,0.38,0.34,2.3,,1.08
Commuting to Work or School,1.24,24.75,4.38,0.00,0.07,0.01,1.06,18.9,0.62,1.85
Work and Education,14.30,26.86,54.85,0.00,1.29,2.78,5.82,29.6,10.15,18.44
Total,168.00,19.39,465.44,0.00,50.11,70.55,42.89,,,
