time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.57,18.31,6.72,0.00,0.76,2.48,1.80,27.7,2.00,3.13
Food Cooking & Clean-up,2.97,18.40,7.79,0.06,1.30,2.88,1.63,47.4,2.51,3.42
"Pets, Home & Vehicles",10.81,20.06,30.98,0.00,2.16,10.12,8.44,57.8,9.45,12.17
Household Management,2.13,24.72,7.54,0.00,0.48,1.81,1.59,28.3,1.05,3.22
Shopping,3.24,18.13,8.40,0.01,1.84,0.18,1.30,43.8,2.63,3.86
Obtaining Services,0.36,21.87,1.12,0.00,0.05,0.17,0.10,3.4,0.12,0.60
Travel for Household Activity,2.91,24.75,10.28,0.02,1.70,0.02,1.11,49.7,2.31,3.50
Household Production,24.99,20.40,72.83,0.10,8.29,17.66,15.97,88.0,23.12,26.86
Household Children,0.10,18.05,0.25,,0.10,0.06,0.00,0.5,,0.22
Household Adults,0.86,17.91,2.20,0.00,0.78,0.51,0.07,6.8,0.15,1.58
Non-Household Members,2.55,18.09,6.58,0.00,1.76,1.25,0.33,16.6,1.77,3.33
Travel for Household Members,0.19,24.75,0.68,0.00,0.15,0.00,0.05,4.0,0.08,0.31
Travel for Non-Household Members,0.58,24.75,2.04,0.00,0.25,0.00,0.20,11.8,0.38,0.78
Caring and Helping,4.28,19.25,11.76,0.00,3.04,1.82,0.65,22.7,3.20,5.35
Eating & Drinking,9.51,18.25,24.80,0.05,6.79,6.83,2.22,96.9,8.91,10.11
Personal Health Care,1.84,17.95,4.71,0.00,0.68,1.20,1.04,14.2,1.03,2.65
Grooming,3.34,18.17,8.66,0.02,,,,64.2,2.92,3.75
Sleeping,61.62,18.58,163.54,,,,,100.0,60.45,62.79
"Private, Personal, or N/A",2.05,20.56,6.02,0.00,0.56,0.77,0.68,23.4,1.50,2.61
Personal Time,78.35,18.56,207.74,0.06,8.03,8.80,3.94,100.0,76.55,80.16
Socializing,5.18,20.35,15.07,0.04,4.25,2.27,0.16,39.5,4.33,6.03
Passive Leisure,41.18,17.40,102.35,0.19,21.99,39.99,18.82,97.2,38.96,43.40
Active Leisure,4.48,17.40,11.14,0.00,1.00,0.73,2.26,27.5,3.49,5.47
Attendance Leisure,0.80,17.40,1.99,0.00,0.66,0.03,0.05,4.7,0.49,1.12
Religious Activities,0.77,23.41,2.58,0.02,0.44,0.18,0.13,7.0,0.53,1.01
Volunteering,1.39,23.41,4.66,0.00,0.32,0.32,0.41,8.1,0.89,1.89
Travel Related to Leisure,3.18,24.75,11.26,0.01,1.92,0.01,1.19,53.0,2.59,3.78
Leisure,56.99,18.31,149.04,0.26,30.59,43.53,23.03,98.9,54.95,59.03
Working at Job,3.09,36.55,16.13,0.00,0.12,0.59,0.31,8.0,1.85,4.33
Educational Activities,0.02,23.41,0.07,0.00,0.00,0.02,0.02,0.5,,0.05
Commuting to Work or School,0.28,24.75,0.99,0.00,0.04,0.00,0.23,5.9,0.16,0.40
Work and Education,3.39,35.50,17.19,0.00,0.17,0.61,0.55,9.1,2.06,4.72
Total,168.00,19.11,458.55,0.42,50.12,72.42,44.14,,,
