time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.94,18.31,12.92,0.01,0.15,4.75,4.71,45.1,4.62,5.25
Food Cooking & Clean-up,3.25,18.40,8.54,0.02,0.27,3.07,2.86,63.5,3.06,3.44
"Pets, Home & Vehicles",2.94,20.06,8.42,0.00,0.11,2.48,2.71,37.9,2.70,3.17
Household Management,1.50,24.72,5.31,0.00,0.08,1.19,1.29,32.1,1.35,1.66
Shopping,2.77,18.13,7.18,0.01,0.42,0.13,1.95,42.9,2.57,2.97
Obtaining Services,0.18,21.87,0.57,0.00,0.01,0.09,0.11,3.8,0.13,0.23
Travel for Household Activity,2.16,24.75,7.64,0.00,0.24,0.04,1.71,48.5,1.99,2.34
Household Production,17.74,19.95,50.58,0.04,1.29,11.75,15.33,91.1,17.19,18.30
Household Children,0.09,18.05,0.23,,0.08,0.08,0.00,0.5,,0.18
Household Adults,0.00,17.91,0.00,0.00,0.00,0.00,0.00,0.1,,
Non-Household Members,1.32,18.09,3.41,0.00,0.95,0.40,0.20,15.0,1.13,1.51
Travel for Household Members,0.01,24.75,0.03,0.00,0.01,0.00,0.00,0.3,,0.02
Travel for Non-Household Members,0.53,24.75,1.88,0.00,0.15,0.01,0.27,11.7,0.46,0.60
Caring and Helping,1.95,19.93,5.56,0.00,1.19,0.50,0.47,15.5,1.72,2.18
Eating & Drinking,6.92,18.25,18.04,0.01,0.95,3.70,4.08,94.8,6.61,7.23
Personal Health Care,1.09,17.95,2.79,0.00,0.08,0.52,0.78,12.4,0.89,1.28
Grooming,6.25,18.17,16.23,0.01,,,,87.4,6.07,6.44
Sleeping,57.43,18.58,152.44,,,,,99.9,56.96,57.90
"Private, Personal, or N/A",2.01,20.56,5.89,0.00,0.15,0.78,1.08,26.2,1.79,2.23
Personal Time,73.70,18.56,195.40,0.02,1.18,5.00,5.94,100.0,73.13,74.27
Socializing,4.50,20.35,13.09,0.00,1.87,1.83,1.07,41.0,4.11,4.90
Passive Leisure,24.22,17.40,60.20,0.05,1.16,22.40,21.83,92.2,23.16,25.28
Active Leisure,1.29,17.40,3.20,0.00,0.16,0.31,0.73,15.7,1.15,1.42
Attendance Leisure,0.76,17.40,1.89,0.00,0.16,0.05,0.21,4.0,0.60,0.92
Religious Activities,1.09,23.41,3.65,0.00,0.17,0.33,0.60,11.9,0.94,1.24
Volunteering,0.81,23.41,2.71,0.00,0.06,0.27,0.36,6.4,0.65,0.97
Travel Related to Leisure,2.47,24.75,8.72,0.00,0.40,0.03,1.58,46.1,2.16,2.77
Leisure,35.14,18.62,93.45,0.05,3.98,25.21,26.37,97.7,34.29,35.98
Working at Job,36.85,28.59,150.51,0.03,0.35,5.91,9.32,66.9,35.78,37.91
Educational Activities,0.16,23.41,0.55,0.00,0.00,0.11,0.12,0.7,0.07,0.26
Commuting to Work or School,2.45,24.75,8.67,0.00,0.03,0.04,2.30,51.9,2.23,2.67
Work and Education,39.46,28.33,159.73,0.03,0.38,6.07,11.73,67.5,38.30,40.63
Total,168.00,21.03,504.72,0.15,8.03,48.53,59.85,,,
