time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.43,18.31,24.66,1.60,2.17,8.96,6.94,59.4,8.08,10.77
Food Cooking & Clean-up,7.70,18.40,20.24,1.95,2.59,7.52,4.88,76.0,7.06,8.34
"Pets, Home & Vehicles",2.25,20.06,6.43,0.35,0.54,2.11,1.56,24.5,1.61,2.88
Household Management,1.13,24.72,3.98,0.14,0.21,0.89,0.77,21.9,0.83,1.42
Shopping,2.65,18.13,6.85,0.49,1.42,0.04,0.94,31.8,2.18,3.11
Obtaining Services,0.11,21.87,0.33,0.01,0.02,0.10,0.07,2.3,,0.23
Travel for Household Activity,1.69,24.75,5.96,0.27,0.79,0.02,0.80,34.5,1.41,1.96
Household Production,24.94,19.22,68.45,4.80,7.74,19.66,15.96,89.0,23.14,26.73
Household Children,4.60,18.05,11.85,,4.08,3.98,0.20,36.0,3.85,5.34
Household Adults,0.45,17.91,1.15,0.06,0.42,0.33,0.02,6.6,0.06,0.84
Non-Household Members,0.75,18.09,1.94,0.12,0.60,0.46,0.06,10.8,0.46,1.04
Travel for Household Members,0.80,24.75,2.82,0.02,0.51,0.01,0.24,16.2,0.55,1.04
Travel for Non-Household Members,0.27,24.75,0.94,0.06,0.14,0.01,0.09,7.5,0.18,0.36
Caring and Helping,6.86,19.09,18.71,0.25,5.76,4.79,0.62,44.2,5.92,7.80
Eating & Drinking,7.55,18.25,19.69,1.43,4.28,6.38,2.67,95.9,6.91,8.19
Personal Health Care,1.93,17.95,4.94,0.08,0.43,1.14,1.02,24.7,1.34,2.51
Grooming,4.57,18.17,11.87,0.35,,,,75.4,4.22,4.92
Sleeping,65.83,18.58,174.72,,,,,99.9,64.02,67.64
"Private, Personal, or N/A",2.38,20.56,6.99,0.49,0.67,0.98,0.82,26.7,1.88,2.88
Personal Time,82.26,18.57,218.20,2.35,5.38,8.50,4.51,100.0,80.54,83.97
Socializing,5.17,20.35,15.02,0.78,3.77,2.93,0.66,40.4,4.37,5.96
Passive Leisure,40.74,17.40,101.26,5.77,10.74,38.85,28.38,97.2,38.93,42.55
Active Leisure,1.50,17.40,3.74,0.42,0.46,0.74,0.65,14.5,0.81,2.20
Attendance Leisure,0.56,17.40,1.39,0.10,0.20,0.03,0.08,3.0,0.25,0.87
Religious Activities,2.34,23.41,7.82,0.20,0.69,1.09,1.21,19.7,1.58,3.10
Volunteering,0.78,23.41,2.60,0.05,0.19,0.26,0.20,4.6,0.35,1.20
Travel Related to Leisure,1.80,24.75,6.35,0.20,0.95,0.01,0.54,33.3,1.39,2.20
Leisure,52.89,18.29,138.19,7.53,17.00,43.91,31.71,98.9,50.80,54.98
Working at Job,0.93,16.09,2.15,0.00,0.11,0.16,0.15,2.2,0.33,1.54
Educational Activities,0.04,23.41,0.13,0.00,0.02,0.04,0.02,0.4,,0.10
Commuting to Work or School,0.09,24.75,0.30,0.00,0.01,0.00,0.08,2.3,0.03,0.14
Work and Education,1.06,17.06,2.58,0.00,0.13,0.20,0.25,3.1,0.42,1.70
Total,168.00,18.59,446.14,14.92,36.01,77.06,53.05,,,
