time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.31,18.31,21.73,0.02,1.63,8.06,6.38,53.5,7.01,9.61
Food Cooking & Clean-up,6.18,18.40,16.23,0.04,1.75,6.12,4.37,66.6,5.40,6.95
"Pets, Home & Vehicles",2.56,20.06,7.34,0.00,0.69,2.16,1.82,33.3,2.01,3.12
Household Management,1.58,24.72,5.58,0.00,0.37,1.41,1.18,24.7,1.04,2.12
Shopping,2.83,18.13,7.33,0.00,1.57,0.10,0.90,35.6,2.00,3.66
Obtaining Services,0.26,21.87,0.80,0.00,0.06,0.23,0.16,4.5,0.07,0.45
Travel for Household Activity,2.12,24.75,7.48,0.00,1.29,0.00,0.63,38.8,1.63,2.60
Household Production,23.82,19.54,66.49,0.06,7.36,18.08,15.45,87.1,21.33,26.32
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.38,17.91,0.97,0.00,0.25,0.16,0.11,10.6,0.20,0.56
Non-Household Members,2.39,18.09,6.19,0.00,1.95,0.97,0.24,15.5,1.50,3.29
Travel for Household Members,0.35,24.75,1.22,0.00,0.28,0.01,0.07,6.3,0.16,0.53
Travel for Non-Household Members,0.58,24.75,2.06,0.00,0.42,0.00,0.16,10.1,0.34,0.83
Caring and Helping,3.70,19.74,10.43,0.00,2.90,1.14,0.56,23.6,2.74,4.66
Eating & Drinking,6.93,18.25,18.08,0.01,4.72,5.67,2.00,96.3,6.28,7.58
Personal Health Care,5.02,17.95,12.86,0.00,1.19,3.66,3.23,37.7,3.80,6.23
Grooming,4.58,18.17,11.90,0.00,,,,72.0,3.94,5.23
Sleeping,67.10,18.58,178.11,,,,,99.9,65.07,69.13
"Private, Personal, or N/A",2.15,20.56,6.30,0.00,0.46,0.66,0.81,26.5,1.56,2.74
Personal Time,85.79,18.54,227.25,0.01,6.37,9.99,6.04,100.0,83.80,87.77
Socializing,6.40,20.35,18.59,0.00,4.55,4.21,1.16,50.2,5.31,7.49
Passive Leisure,41.31,17.40,102.66,0.05,18.62,39.96,21.80,95.9,37.28,45.33
Active Leisure,0.60,17.40,1.49,0.00,0.24,0.26,0.32,8.7,0.38,0.82
Attendance Leisure,0.48,17.40,1.19,0.00,0.29,0.17,0.08,3.4,0.19,0.77
Religious Activities,1.07,23.41,3.58,0.00,0.60,0.43,0.37,9.2,0.67,1.47
Volunteering,0.70,23.41,2.33,0.00,0.19,0.29,0.27,5.5,0.33,1.06
Travel Related to Leisure,2.09,24.75,7.38,0.00,1.45,0.03,0.36,35.8,1.56,2.61
Leisure,52.64,18.25,137.23,0.05,25.95,45.34,24.36,98.4,49.70,55.57
Working at Job,1.40,18.40,3.68,0.00,0.09,0.39,0.34,4.1,0.66,2.14
Educational Activities,0.51,23.41,1.69,0.00,0.00,0.51,0.51,1.6,,1.13
Commuting to Work or School,0.15,24.75,0.54,0.00,0.03,0.00,0.11,3.1,0.01,0.30
Work and Education,2.06,20.10,5.90,0.00,0.12,0.90,0.95,6.1,1.04,3.07
Total,168.00,18.64,447.31,0.12,42.70,75.44,47.36,,,
