time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.08,18.31,13.29,0.00,0.35,4.90,4.60,44.9,4.77,5.39
Food Cooking & Clean-up,3.65,18.40,9.60,0.00,0.49,3.47,2.96,64.7,3.46,3.84
"Pets, Home & Vehicles",2.85,20.06,8.18,0.00,0.19,2.42,2.53,37.2,2.59,3.12
Household Management,1.47,24.72,5.19,0.00,0.13,1.19,1.22,30.4,1.31,1.63
Shopping,2.74,18.13,7.11,0.00,0.46,0.10,1.90,43.1,2.55,2.94
Obtaining Services,0.17,21.87,0.52,0.00,0.01,0.07,0.10,3.6,0.12,0.21
Travel for Household Activity,2.15,24.75,7.59,0.00,0.31,0.03,1.62,48.0,2.02,2.28
Household Production,18.11,19.89,51.48,0.00,1.95,12.19,14.94,90.6,17.54,18.69
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.25,17.91,0.65,0.00,0.20,0.16,0.01,3.4,0.11,0.39
Non-Household Members,1.15,18.09,2.98,0.00,0.86,0.37,0.15,13.4,1.00,1.31
Travel for Household Members,0.04,24.75,0.16,0.00,0.03,0.00,0.01,1.4,0.02,0.07
Travel for Non-Household Members,0.45,24.75,1.61,0.00,0.15,0.01,0.22,10.5,0.39,0.52
Caring and Helping,1.91,19.81,5.40,0.00,1.23,0.54,0.39,16.5,1.67,2.14
Eating & Drinking,6.94,18.25,18.09,0.00,1.32,3.85,3.64,94.7,6.68,7.20
Personal Health Care,1.13,17.95,2.90,0.00,0.11,0.52,0.78,12.3,0.88,1.37
Grooming,6.16,18.17,16.00,0.00,,,,87.1,6.01,6.32
Sleeping,57.74,18.58,153.26,,,,,99.9,57.21,58.27
"Private, Personal, or N/A",1.92,20.56,5.64,0.00,0.18,0.72,1.03,25.9,1.75,2.09
Personal Time,73.89,18.56,195.89,0.00,1.61,5.09,5.46,100.0,73.27,74.52
Socializing,4.48,20.35,13.03,0.00,2.05,1.93,0.93,41.4,4.01,4.96
Passive Leisure,23.60,17.40,58.66,0.00,2.01,21.91,19.76,91.2,22.64,24.57
Active Leisure,1.17,17.40,2.90,0.00,0.15,0.28,0.66,14.2,1.04,1.29
Attendance Leisure,0.68,17.40,1.69,0.00,0.16,0.06,0.21,3.8,0.53,0.83
Religious Activities,1.21,23.41,4.05,0.00,0.27,0.34,0.59,11.8,1.04,1.38
Volunteering,0.75,23.41,2.50,0.00,0.05,0.25,0.31,5.6,0.55,0.95
Travel Related to Leisure,2.30,24.75,8.14,0.00,0.47,0.03,1.39,44.0,2.02,2.59
Leisure,34.19,18.62,90.97,0.00,5.16,24.81,23.85,97.2,33.40,34.98
Working at Job,37.11,27.86,147.70,0.00,0.37,5.58,9.01,67.2,36.02,38.21
Educational Activities,0.20,23.41,0.66,0.00,0.00,0.12,0.14,0.9,0.10,0.30
Commuting to Work or School,2.58,24.75,9.12,0.00,0.05,0.04,2.38,52.8,2.41,2.75
Work and Education,39.89,27.63,157.49,0.00,0.42,5.74,11.52,67.8,38.74,41.05
Total,168.00,20.88,501.22,0.00,10.37,48.36,56.17,,,
