time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.17,18.31,5.67,0.01,0.76,2.00,1.40,22.0,1.67,2.67
Food Cooking & Clean-up,2.67,18.40,7.03,0.00,1.09,2.63,1.52,41.1,2.29,3.06
"Pets, Home & Vehicles",5.33,20.06,15.28,0.00,1.08,5.08,4.21,37.8,4.36,6.30
Household Management,1.00,24.72,3.53,0.00,0.37,0.84,0.54,15.3,0.63,1.37
Shopping,1.85,18.13,4.79,0.00,1.19,0.10,0.59,29.5,1.55,2.15
Obtaining Services,0.22,21.87,0.68,0.00,0.02,0.09,0.13,3.0,0.08,0.36
Travel for Household Activity,1.57,24.75,5.55,0.00,0.86,0.01,0.61,33.7,1.32,1.82
Household Production,14.81,20.10,42.54,0.01,5.37,10.74,9.00,73.2,13.50,16.13
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.65,17.91,1.66,0.00,0.49,0.21,0.15,9.4,0.31,0.99
Non-Household Members,1.22,18.09,3.15,0.00,1.00,0.66,0.14,10.7,0.83,1.61
Travel for Household Members,0.29,24.75,1.01,0.00,0.20,0.01,0.09,5.4,0.17,0.40
Travel for Non-Household Members,0.32,24.75,1.13,0.00,0.22,0.00,0.09,7.1,0.19,0.44
Caring and Helping,2.47,19.67,6.94,0.00,1.92,0.89,0.46,18.7,1.89,3.05
Eating & Drinking,7.64,18.25,19.92,0.02,5.10,6.59,2.24,96.1,7.15,8.13
Personal Health Care,4.06,17.95,10.40,0.00,0.82,2.59,2.84,30.3,2.96,5.16
Grooming,2.98,18.17,7.74,0.00,,,,54.5,2.71,3.26
Sleeping,66.61,18.58,176.80,,,,,99.8,65.24,67.98
"Private, Personal, or N/A",1.68,20.56,4.92,0.00,0.55,0.37,0.54,22.9,1.31,2.04
Personal Time,82.97,18.54,219.79,0.02,6.48,9.55,5.62,100.0,81.16,84.78
Socializing,5.27,20.35,15.33,0.00,3.95,3.21,0.32,38.7,4.42,6.13
Passive Leisure,54.47,17.40,135.39,0.14,27.68,53.65,25.94,96.9,52.20,56.74
Active Leisure,1.86,17.40,4.63,0.00,0.49,0.45,0.94,15.7,1.32,2.40
Attendance Leisure,0.40,17.40,0.99,0.00,0.28,0.04,0.09,2.3,0.21,0.59
Religious Activities,1.08,23.41,3.60,0.00,0.66,0.36,0.30,8.6,0.81,1.34
Volunteering,0.72,23.41,2.40,0.00,0.15,0.13,0.17,3.8,0.32,1.11
Travel Related to Leisure,1.94,24.75,6.85,0.00,1.12,0.01,0.72,33.5,1.43,2.44
Leisure,65.73,18.02,169.17,0.15,34.33,57.86,28.49,98.6,63.60,67.86
Working at Job,1.77,33.05,8.37,0.00,0.06,0.44,0.68,3.6,0.97,2.57
Educational Activities,0.10,23.41,0.34,0.00,0.07,0.07,0.03,0.6,,0.22
Commuting to Work or School,0.14,24.75,0.49,0.00,0.02,0.00,0.11,3.5,0.07,0.21
Work and Education,2.01,31.99,9.20,0.00,0.15,0.51,0.81,4.9,1.13,2.89
Total,168.00,18.65,447.65,0.17,48.25,79.56,44.39,,,
