time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.30,18.31,16.49,0.03,1.99,6.21,4.17,49.0,5.09,7.52
Food Cooking & Clean-up,7.10,18.40,18.67,0.04,2.78,7.01,4.28,70.9,6.11,8.10
"Pets, Home & Vehicles",2.47,20.06,7.08,0.00,0.86,2.41,1.61,23.6,1.45,3.49
Household Management,1.19,24.72,4.20,0.00,0.57,1.00,0.61,21.0,0.66,1.72
Shopping,2.40,18.13,6.23,0.02,1.50,0.23,0.79,27.4,1.81,3.00
Obtaining Services,0.13,21.87,0.41,0.00,0.08,0.07,0.01,2.3,,0.27
Travel for Household Activity,1.56,24.75,5.53,0.01,1.00,0.05,0.52,29.7,1.15,1.98
Household Production,21.17,19.38,58.60,0.10,8.78,16.97,11.98,85.4,18.53,23.81
Household Children,0.09,18.05,0.24,,0.09,0.00,0.01,0.7,,0.26
Household Adults,0.56,17.91,1.44,0.00,0.51,0.47,0.05,7.5,,1.22
Non-Household Members,1.34,18.09,3.47,0.04,1.14,0.43,0.14,13.0,0.62,2.07
Travel for Household Members,0.16,24.75,0.58,0.00,0.15,0.00,0.01,3.4,0.02,0.31
Travel for Non-Household Members,0.47,24.75,1.67,0.03,0.29,0.02,0.12,10.0,0.24,0.70
Caring and Helping,2.64,19.66,7.40,0.07,2.17,0.92,0.33,20.4,1.48,3.79
Eating & Drinking,7.89,18.25,20.58,0.04,6.39,6.84,1.33,96.1,7.03,8.76
Personal Health Care,4.62,17.95,11.84,0.00,1.91,3.12,2.32,38.1,2.89,6.35
Grooming,4.27,18.17,11.09,0.02,,,,71.7,3.69,4.85
Sleeping,68.67,18.58,182.27,,,,,99.1,65.79,71.56
"Private, Personal, or N/A",1.80,20.56,5.29,0.01,0.66,0.62,0.40,22.8,1.20,2.40
Personal Time,87.26,18.54,231.07,0.07,8.96,10.58,4.05,100.0,84.13,90.38
Socializing,6.43,20.35,18.70,0.00,5.35,4.14,0.67,42.0,4.98,7.88
Passive Leisure,44.93,17.40,111.67,0.12,26.15,43.00,17.85,96.9,41.86,48.00
Active Leisure,0.84,17.40,2.08,0.00,0.52,0.52,0.20,9.1,0.41,1.27
Attendance Leisure,0.35,17.40,0.86,0.00,0.23,0.00,0.04,1.6,,0.69
Religious Activities,1.53,23.41,5.12,0.00,0.78,0.63,0.51,12.8,1.05,2.02
Volunteering,0.38,23.41,1.28,0.00,0.11,0.22,0.11,2.1,0.01,0.75
Travel Related to Leisure,1.45,24.75,5.13,0.00,1.05,0.07,0.25,28.2,1.02,1.88
Leisure,55.91,18.13,144.85,0.12,34.20,48.58,19.63,98.0,52.73,59.10
Working at Job,0.43,0.00,0.00,0.00,0.13,0.00,0.00,1.2,0.02,0.84
Educational Activities,0.55,23.41,1.85,0.00,0.16,0.45,0.39,1.0,,1.37
Commuting to Work or School,0.05,24.75,0.17,0.00,0.02,0.00,0.03,2.2,0.01,0.09
Work and Education,1.03,13.72,2.02,0.00,0.31,0.45,0.43,2.5,0.08,1.97
Total,168.00,18.50,443.94,0.36,54.42,77.51,36.41,,,
