time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.43,18.31,8.97,1.59,1.71,3.14,1.66,28.5,1.75,5.11
Food Cooking & Clean-up,3.79,18.40,9.95,2.81,2.44,3.74,1.35,50.3,3.02,4.55
"Pets, Home & Vehicles",5.30,20.06,15.18,2.30,1.39,4.80,2.88,30.0,3.69,6.90
Household Management,0.84,24.72,2.96,0.38,0.54,0.49,0.29,16.7,0.22,1.45
Shopping,2.62,18.13,6.79,1.50,1.87,0.10,0.69,45.0,1.98,3.26
Obtaining Services,0.28,21.87,0.88,0.01,0.01,0.01,0.25,1.5,,0.75
Travel for Household Activity,2.06,24.75,7.28,0.89,1.16,0.01,0.85,47.7,1.64,2.48
Household Production,18.31,19.88,52.00,9.48,9.13,12.28,7.95,80.3,15.68,20.94
Household Children,10.77,18.05,27.79,,10.29,9.47,0.34,65.9,7.41,14.14
Household Adults,0.15,17.91,0.39,0.06,0.06,0.05,0.09,7.1,0.04,0.27
Non-Household Members,0.96,18.09,2.48,0.22,0.84,0.60,0.04,7.4,,1.92
Travel for Household Members,1.23,24.75,4.36,0.12,0.93,0.04,0.26,31.7,0.83,1.64
Travel for Non-Household Members,0.35,24.75,1.24,0.19,0.22,0.00,0.08,5.9,0.10,0.61
Caring and Helping,13.47,18.84,36.25,0.58,12.34,10.16,0.81,70.2,9.54,17.40
Eating & Drinking,6.98,18.25,18.20,3.84,4.95,4.73,1.09,92.9,6.23,7.74
Personal Health Care,0.15,17.95,0.39,0.02,0.13,0.01,0.02,1.9,,0.41
Grooming,3.30,18.17,8.56,1.03,,,,66.0,2.69,3.91
Sleeping,59.69,18.58,158.43,,,,,100.0,57.31,62.08
"Private, Personal, or N/A",5.51,20.56,16.19,2.69,2.24,3.81,2.77,34.1,3.00,8.02
Personal Time,75.63,18.67,201.77,7.59,7.32,8.55,3.88,100.0,72.35,78.92
Socializing,4.80,20.35,13.97,3.09,3.84,1.99,0.14,36.3,3.36,6.25
Passive Leisure,25.52,17.40,63.42,11.88,17.15,23.77,7.62,89.6,22.22,28.82
Active Leisure,2.28,17.40,5.66,0.93,1.25,0.49,0.50,14.8,0.82,3.73
Attendance Leisure,0.65,17.40,1.61,0.33,0.44,0.16,0.21,4.3,0.23,1.07
Religious Activities,0.98,23.41,3.26,0.67,0.69,0.28,0.14,7.2,0.43,1.52
Volunteering,0.81,23.41,2.71,0.65,0.49,0.14,0.03,4.5,0.23,1.39
Travel Related to Leisure,2.18,24.75,7.69,1.11,1.30,0.06,0.70,45.0,1.57,2.78
Leisure,37.21,18.50,98.32,18.66,25.17,26.90,9.34,96.0,33.10,41.32
Working at Job,20.73,23.21,68.72,0.17,0.61,4.19,4.22,36.1,11.83,29.62
Educational Activities,0.55,23.41,1.85,0.27,0.22,0.39,0.33,2.8,,1.15
Commuting to Work or School,2.10,24.75,7.42,0.06,0.15,0.01,1.56,36.8,1.45,2.75
Work and Education,23.38,23.35,77.98,0.50,0.97,4.59,6.10,44.9,14.61,32.15
Total,168.00,19.43,466.33,36.81,54.93,62.49,28.09,,,
