time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.45,18.31,6.40,0.00,0.59,2.30,1.85,28.5,2.05,2.84
Food Cooking & Clean-up,3.61,18.40,9.50,0.00,1.44,3.53,2.16,53.3,3.23,4.00
"Pets, Home & Vehicles",12.31,20.06,35.28,0.00,1.46,11.20,10.50,59.4,11.12,13.50
Household Management,1.63,24.72,5.77,0.00,0.46,1.31,1.13,28.7,1.35,1.92
Shopping,2.71,18.13,7.01,0.00,1.26,0.10,1.37,40.1,2.35,3.07
Obtaining Services,0.42,21.87,1.30,0.00,0.06,0.27,0.09,6.1,0.09,0.74
Travel for Household Activity,2.40,24.75,8.49,0.00,0.86,0.02,1.51,47.1,2.11,2.70
Household Production,25.53,20.22,73.76,0.00,6.12,18.74,18.60,89.7,24.00,27.06
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.30,17.91,0.77,0.00,0.19,0.13,0.11,8.3,0.18,0.42
Non-Household Members,2.15,18.09,5.56,0.00,1.68,0.94,0.32,15.1,1.61,2.69
Travel for Household Members,0.28,24.75,1.00,0.00,0.16,0.00,0.12,5.6,0.19,0.38
Travel for Non-Household Members,0.49,24.75,1.72,0.00,0.24,0.01,0.19,11.1,0.33,0.64
Caring and Helping,3.22,19.66,9.05,0.00,2.26,1.08,0.73,21.8,2.60,3.84
Eating & Drinking,9.66,18.25,25.19,0.00,6.44,7.27,2.70,96.7,9.19,10.14
Personal Health Care,1.33,17.95,3.41,0.00,0.24,0.79,0.96,14.2,0.79,1.87
Grooming,3.07,18.17,7.97,0.00,,,,63.4,2.81,3.32
Sleeping,61.03,18.58,161.98,,,,,99.9,59.97,62.09
"Private, Personal, or N/A",2.45,20.56,7.20,0.00,0.43,0.73,0.86,26.8,2.01,2.89
Personal Time,77.54,18.57,205.75,0.00,7.11,8.78,4.53,100.0,76.15,78.93
Socializing,5.33,20.35,15.50,0.00,4.09,2.61,0.33,43.4,4.66,6.00
Passive Leisure,43.68,17.40,108.57,0.00,18.48,42.64,24.93,96.9,41.72,45.64
Active Leisure,3.02,17.40,7.51,0.00,0.59,0.62,1.84,24.4,2.43,3.61
Attendance Leisure,0.86,17.40,2.14,0.00,0.60,0.04,0.10,5.6,0.55,1.17
Religious Activities,1.00,23.41,3.34,0.00,0.56,0.26,0.31,8.8,0.80,1.20
Volunteering,1.91,23.41,6.39,0.00,0.27,0.69,0.93,8.7,1.32,2.50
Travel Related to Leisure,3.71,24.75,13.11,0.00,2.09,0.04,1.48,51.3,3.00,4.41
Leisure,59.51,18.41,156.55,0.00,26.67,46.90,29.92,99.5,57.58,61.44
Working at Job,1.96,22.67,6.34,0.00,0.16,0.58,1.01,5.6,1.13,2.79
Educational Activities,0.07,23.41,0.24,0.00,0.00,0.07,0.07,0.4,,0.19
Commuting to Work or School,0.16,24.75,0.58,0.00,0.03,0.00,0.12,3.4,0.07,0.26
Work and Education,2.19,22.85,7.16,0.00,0.19,0.66,1.20,6.6,1.28,3.11
Total,168.00,18.84,452.26,0.00,42.36,76.15,54.99,,,
