time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.02,18.31,20.98,4.62,2.81,7.91,5.17,66.5,7.40,8.64
Food Cooking & Clean-up,7.76,18.40,20.40,5.60,4.06,7.67,3.58,84.0,7.37,8.16
"Pets, Home & Vehicles",2.29,20.06,6.56,1.48,1.22,1.99,1.04,28.8,1.98,2.60
Household Management,1.45,24.72,5.12,0.81,0.78,1.12,0.60,33.2,1.27,1.63
Shopping,3.87,18.13,10.01,1.77,2.27,0.11,1.41,53.8,3.57,4.16
Obtaining Services,0.13,21.87,0.41,0.03,0.04,0.07,0.07,3.5,0.06,0.20
Travel for Household Activity,2.47,24.75,8.73,1.21,1.52,0.02,0.92,56.1,2.28,2.66
Household Production,25.99,19.45,72.22,15.53,12.69,18.89,12.80,96.9,25.14,26.84
Household Children,9.76,18.05,25.16,,9.08,6.94,0.45,80.2,9.24,10.28
Household Adults,0.19,17.91,0.49,0.09,0.15,0.12,0.03,6.1,0.13,0.25
Non-Household Members,0.50,18.09,1.29,0.24,0.40,0.13,0.02,11.4,0.36,0.63
Travel for Household Members,2.29,24.75,8.10,0.06,1.61,0.04,0.66,51.1,2.00,2.58
Travel for Non-Household Members,0.32,24.75,1.12,0.15,0.21,0.00,0.07,9.7,0.24,0.39
Caring and Helping,13.06,19.39,36.16,0.54,11.46,7.22,1.23,82.3,12.30,13.81
Eating & Drinking,7.65,18.25,19.95,5.07,6.07,5.09,0.93,96.5,7.40,7.91
Personal Health Care,0.58,17.95,1.50,0.15,0.16,0.20,0.32,7.1,0.42,0.75
Grooming,5.06,18.17,13.15,2.26,,,,85.4,4.88,5.25
Sleeping,59.48,18.58,157.87,,,,,100.0,58.85,60.12
"Private, Personal, or N/A",2.22,20.56,6.51,1.21,0.99,0.95,0.53,32.0,1.94,2.49
Personal Time,75.00,18.57,198.98,8.70,7.22,6.25,1.78,100.0,74.16,75.83
Socializing,5.47,20.35,15.89,3.56,4.48,2.49,0.29,47.7,4.93,6.00
Passive Leisure,17.07,17.40,42.43,9.87,11.91,16.19,4.91,88.0,16.09,18.05
Active Leisure,1.84,17.40,4.56,1.02,1.00,0.59,0.60,20.4,1.60,2.07
Attendance Leisure,1.16,17.40,2.87,0.86,1.03,0.03,0.01,6.8,0.92,1.40
Religious Activities,1.09,23.41,3.64,0.75,0.87,0.20,0.14,11.5,0.85,1.32
Volunteering,1.82,23.41,6.10,0.88,0.84,0.56,0.51,13.5,1.53,2.12
Travel Related to Leisure,2.64,24.75,9.33,1.65,2.06,0.02,0.51,53.7,2.41,2.87
Leisure,31.08,19.10,84.82,18.59,22.19,20.09,6.98,97.3,29.94,32.22
Working at Job,20.54,20.93,61.43,1.78,1.15,3.06,3.30,54.3,19.29,21.79
Educational Activities,0.66,23.41,2.22,0.20,0.15,0.34,0.29,2.4,0.25,1.07
Commuting to Work or School,1.67,24.75,5.92,0.11,0.17,0.02,1.45,42.6,1.50,1.84
Work and Education,22.88,21.28,69.56,2.10,1.47,3.43,5.03,56.3,21.49,24.27
Total,168.00,19.24,461.75,45.46,55.02,55.88,27.83,,,
