time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.87,18.31,7.51,0.00,0.77,2.82,2.09,29.2,1.79,3.95
Food Cooking & Clean-up,3.31,18.40,8.69,0.00,0.72,3.29,2.35,51.1,2.48,4.14
"Pets, Home & Vehicles",5.39,20.06,15.45,0.00,0.55,5.24,4.80,40.2,3.53,7.26
Household Management,1.03,24.72,3.65,0.00,0.43,0.79,0.59,16.8,0.51,1.56
Shopping,1.85,18.13,4.79,0.00,0.83,0.05,0.90,34.7,1.30,2.39
Obtaining Services,0.37,21.87,1.15,0.00,0.02,0.23,0.25,4.2,,0.91
Travel for Household Activity,1.95,24.75,6.90,0.00,0.81,0.01,1.08,39.0,1.42,2.48
Household Production,16.77,20.09,48.13,0.00,4.13,12.44,12.05,76.8,13.86,19.68
Household Children,0.01,18.05,0.02,,0.01,0.01,0.00,0.4,,0.03
Household Adults,0.35,17.91,0.89,0.00,0.15,0.11,0.20,8.9,0.04,0.66
Non-Household Members,1.17,18.09,3.03,0.00,0.96,0.79,0.14,9.5,0.45,1.90
Travel for Household Members,0.37,24.75,1.31,0.00,0.25,0.01,0.12,6.0,0.04,0.69
Travel for Non-Household Members,0.25,24.75,0.89,0.00,0.18,0.00,0.07,5.2,0.09,0.42
Caring and Helping,2.15,19.98,6.14,0.00,1.54,0.92,0.53,17.2,1.01,3.29
Eating & Drinking,8.27,18.25,21.57,0.00,5.12,7.37,3.00,96.4,7.30,9.25
Personal Health Care,5.64,17.95,14.47,0.00,1.05,4.15,4.16,33.3,1.11,10.17
Grooming,3.30,18.17,8.56,0.00,,,,62.5,2.73,3.86
Sleeping,64.07,18.58,170.04,,,,,100.0,60.69,67.44
"Private, Personal, or N/A",1.49,20.56,4.38,0.00,0.44,0.39,0.64,22.1,0.96,2.02
Personal Time,82.77,18.52,219.02,0.00,6.61,11.91,7.80,100.0,78.43,87.12
Socializing,6.29,20.35,18.28,0.00,4.24,3.40,0.38,44.3,4.71,7.86
Passive Leisure,52.30,17.40,129.98,0.00,20.26,51.55,31.00,97.6,48.37,56.23
Active Leisure,1.67,17.40,4.15,0.00,0.61,0.47,0.98,16.8,0.88,2.46
Attendance Leisure,0.71,17.40,1.76,0.00,0.29,0.00,0.28,4.6,0.28,1.14
Religious Activities,1.26,23.41,4.22,0.00,0.88,0.23,0.34,10.1,0.72,1.80
Volunteering,0.29,23.41,0.96,0.00,0.13,0.06,0.04,3.3,0.02,0.55
Travel Related to Leisure,2.22,24.75,7.85,0.00,1.56,0.02,0.59,37.0,1.56,2.88
Leisure,64.73,18.08,167.19,0.00,27.97,55.73,33.61,98.4,60.21,69.25
Working at Job,1.42,0.00,0.00,0.00,0.01,0.49,0.13,2.7,,2.98
Educational Activities,0.01,23.41,0.03,0.00,0.00,0.01,0.01,0.1,,0.02
Commuting to Work or School,0.15,24.75,0.53,0.00,0.02,0.00,0.13,2.3,,0.32
Work and Education,1.58,2.47,0.56,0.00,0.03,0.50,0.26,3.2,,3.31
Total,168.00,18.38,441.05,0.00,40.27,81.49,54.26,,,
