time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.84,18.31,4.81,1.13,1.03,1.79,0.80,20.3,1.68,1.99
Food Cooking & Clean-up,2.82,18.40,7.42,1.87,1.72,2.69,1.08,48.5,2.56,3.09
"Pets, Home & Vehicles",4.17,20.06,11.94,2.19,1.54,3.75,2.48,31.6,3.89,4.45
Household Management,0.77,24.72,2.72,0.37,0.36,0.58,0.39,17.9,0.69,0.86
Shopping,1.95,18.13,5.04,0.93,1.27,0.08,0.63,36.3,1.80,2.09
Obtaining Services,0.11,21.87,0.34,0.03,0.04,0.04,0.05,2.5,0.07,0.15
Travel for Household Activity,1.99,24.75,7.03,0.79,1.09,0.02,0.84,39.5,1.85,2.12
Household Production,13.64,20.17,39.30,7.31,7.04,8.95,6.27,79.4,13.24,14.05
Household Children,4.54,18.05,11.72,,4.27,3.08,0.19,53.1,4.34,4.75
Household Adults,0.21,17.91,0.54,0.05,0.19,0.07,0.02,5.6,,0.42
Non-Household Members,0.42,18.09,1.08,0.11,0.28,0.06,0.02,6.5,0.33,0.50
Travel for Household Members,1.23,24.75,4.35,0.05,0.83,0.02,0.40,30.8,1.14,1.32
Travel for Non-Household Members,0.27,24.75,0.95,0.07,0.14,0.01,0.09,6.0,0.21,0.33
Caring and Helping,6.67,19.56,18.65,0.29,5.70,3.24,0.72,57.2,6.40,6.94
Eating & Drinking,7.76,18.25,20.22,3.97,5.03,4.51,1.66,96.1,7.62,7.90
Personal Health Care,0.41,17.95,1.04,0.15,0.20,0.21,0.16,4.2,0.28,0.54
Grooming,3.94,18.17,10.24,1.26,,,,81.4,3.81,4.07
Sleeping,56.89,18.58,150.99,,,,,99.9,56.29,57.48
"Private, Personal, or N/A",1.61,20.56,4.73,0.62,0.54,0.63,0.53,21.5,1.44,1.78
Personal Time,70.61,18.56,187.22,6.00,5.78,5.36,2.35,100.0,70.05,71.16
Socializing,3.98,20.35,11.56,2.37,3.38,1.95,0.10,36.2,3.72,4.23
Passive Leisure,19.08,17.40,47.43,10.09,12.44,17.78,6.21,88.9,18.62,19.54
Active Leisure,2.46,17.40,6.12,0.89,1.08,0.49,0.84,19.9,2.16,2.76
Attendance Leisure,0.95,17.40,2.36,0.58,0.81,0.04,0.07,5.1,0.78,1.11
Religious Activities,0.79,23.41,2.63,0.47,0.58,0.16,0.13,7.9,0.70,0.88
Volunteering,1.23,23.41,4.12,0.65,0.71,0.13,0.14,8.5,1.03,1.43
Travel Related to Leisure,2.68,24.75,9.47,1.18,1.63,0.03,0.93,49.3,2.43,2.92
Leisure,31.17,18.80,83.69,16.23,20.62,20.58,8.43,96.4,30.55,31.78
Working at Job,42.11,37.00,222.59,2.11,1.09,4.84,9.11,72.4,41.27,42.94
Educational Activities,0.23,23.41,0.78,0.10,0.07,0.17,0.15,1.1,0.16,0.31
Commuting to Work or School,3.57,24.75,12.63,0.11,0.18,0.04,3.20,59.5,3.43,3.71
Work and Education,45.91,35.98,235.99,2.31,1.34,5.05,12.45,73.2,45.00,46.82
Total,168.00,23.54,564.85,32.13,40.49,43.17,30.23,,,
