time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,11.92,18.31,31.18,5.81,3.58,11.71,8.26,76.5,11.37,12.47
Food Cooking & Clean-up,12.10,18.40,31.79,7.99,5.53,11.88,6.40,91.5,11.43,12.77
"Pets, Home & Vehicles",2.74,20.06,7.86,1.68,1.41,2.38,1.30,31.5,2.41,3.08
Household Management,1.53,24.72,5.40,0.74,0.71,1.23,0.75,30.4,1.28,1.77
Shopping,4.51,18.13,11.69,1.93,2.59,0.13,1.77,55.7,4.21,4.81
Obtaining Services,0.16,21.87,0.51,0.06,0.06,0.08,0.06,4.2,0.12,0.21
Travel for Household Activity,2.89,24.75,10.21,1.40,1.84,0.05,1.00,58.7,2.65,3.13
Household Production,35.85,19.26,98.64,19.62,15.71,27.47,19.55,98.2,34.76,36.94
Household Children,12.51,18.05,32.25,,11.56,9.36,0.71,81.6,11.72,13.30
Household Adults,0.29,17.91,0.73,0.09,0.22,0.17,0.05,7.9,0.16,0.41
Non-Household Members,0.83,18.09,2.15,0.30,0.60,0.18,0.05,12.1,0.52,1.15
Travel for Household Members,2.81,24.75,9.94,0.05,1.88,0.05,0.91,51.3,2.46,3.16
Travel for Non-Household Members,0.38,24.75,1.34,0.18,0.25,0.01,0.10,10.4,0.30,0.46
Caring and Helping,16.82,19.32,46.42,0.62,14.50,9.77,1.82,83.9,15.95,17.68
Eating & Drinking,7.65,18.25,19.93,5.51,6.48,5.99,0.91,97.1,7.41,7.88
Personal Health Care,0.82,17.95,2.10,0.25,0.26,0.25,0.40,8.0,0.53,1.11
Grooming,4.55,18.17,11.80,2.07,,,,77.6,4.22,4.87
Sleeping,60.51,18.58,160.60,,,,,100.0,59.85,61.16
"Private, Personal, or N/A",2.52,20.56,7.41,1.33,1.10,1.22,0.62,30.5,2.22,2.83
Personal Time,76.04,18.58,201.83,9.16,7.83,7.45,1.93,100.0,75.08,76.99
Socializing,6.42,20.35,18.66,4.17,5.30,3.34,0.46,49.9,5.71,7.13
Passive Leisure,19.88,17.40,49.42,11.83,13.57,19.16,6.11,90.4,18.53,21.23
Active Leisure,2.39,17.40,5.95,1.23,1.26,0.70,0.84,23.6,2.11,2.68
Attendance Leisure,0.98,17.40,2.43,0.61,0.72,0.04,0.10,5.6,0.75,1.20
Religious Activities,1.24,23.41,4.16,0.81,0.86,0.39,0.27,13.2,0.89,1.60
Volunteering,1.95,23.41,6.53,0.92,0.87,0.55,0.51,13.0,1.54,2.37
Travel Related to Leisure,2.64,24.75,9.33,1.63,1.97,0.03,0.57,50.2,2.13,3.15
Leisure,35.51,19.02,96.49,21.20,24.54,24.20,8.88,97.5,34.28,36.74
Working at Job,2.83,17.20,6.96,0.47,0.21,0.67,0.42,7.4,2.08,3.58
Educational Activities,0.65,23.41,2.18,0.23,0.10,0.42,0.43,2.6,0.38,0.92
Commuting to Work or School,0.30,24.75,1.06,0.04,0.06,0.01,0.23,7.3,0.23,0.37
Work and Education,3.78,18.87,10.20,0.74,0.37,1.09,1.08,11.5,2.90,4.67
Total,168.00,18.90,453.58,51.34,62.95,69.98,33.26,,,
