time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.93,18.31,5.06,0.00,0.63,1.87,1.29,23.8,1.75,2.12
Food Cooking & Clean-up,3.10,18.40,8.14,0.02,1.15,3.04,1.88,48.4,2.92,3.28
"Pets, Home & Vehicles",6.81,20.06,19.50,0.03,1.27,6.30,5.38,40.5,6.33,7.28
Household Management,1.91,24.72,6.75,0.00,0.49,1.66,1.35,29.4,1.76,2.06
Shopping,2.17,18.13,5.63,0.01,0.92,0.10,1.10,34.3,2.05,2.30
Obtaining Services,0.32,21.87,1.01,0.00,0.09,0.19,0.11,4.7,0.24,0.41
Travel for Household Activity,1.96,24.75,6.94,0.00,0.79,0.02,1.10,39.2,1.84,2.08
Household Production,18.21,20.39,53.03,0.07,5.35,13.19,12.22,82.6,17.60,18.81
Household Children,0.07,18.05,0.19,,0.06,0.07,0.00,0.7,0.02,0.12
Household Adults,0.45,17.91,1.15,0.00,0.39,0.27,0.06,6.6,0.33,0.57
Non-Household Members,0.79,18.09,2.05,0.00,0.54,0.25,0.11,8.4,0.65,0.94
Travel for Household Members,0.16,24.75,0.55,0.00,0.12,0.00,0.03,3.4,0.12,0.19
Travel for Non-Household Members,0.32,24.75,1.14,0.00,0.16,0.01,0.13,6.6,0.27,0.37
Caring and Helping,1.80,19.82,5.08,0.00,1.26,0.59,0.33,14.9,1.60,1.99
Eating & Drinking,9.89,18.25,25.77,0.03,6.04,7.75,3.01,98.0,9.66,10.11
Personal Health Care,1.60,17.95,4.11,0.00,0.60,0.86,0.76,20.5,1.39,1.81
Grooming,3.52,18.17,9.13,0.01,,,,65.5,3.40,3.63
Sleeping,64.12,18.58,170.18,,,,,99.9,63.65,64.58
"Private, Personal, or N/A",2.46,20.56,7.21,0.01,0.54,0.79,0.77,28.0,2.26,2.65
Personal Time,81.58,18.57,216.40,0.05,7.19,9.40,4.54,100.0,80.84,82.32
Socializing,4.49,20.35,13.04,0.00,3.07,2.26,0.33,35.2,4.09,4.88
Passive Leisure,50.34,17.40,125.11,0.19,20.96,48.97,28.16,98.5,49.14,51.53
Active Leisure,2.20,17.40,5.48,0.01,0.47,0.67,1.22,21.5,1.99,2.42
Attendance Leisure,0.54,17.40,1.34,0.00,0.34,0.03,0.09,2.8,0.45,0.63
Religious Activities,1.38,23.41,4.61,0.00,0.69,0.42,0.48,12.1,1.18,1.58
Volunteering,1.29,23.41,4.31,0.00,0.31,0.50,0.57,7.1,1.08,1.50
Travel Related to Leisure,2.68,24.75,9.48,0.03,1.38,0.04,1.08,45.0,2.31,3.05
Leisure,62.91,18.18,163.36,0.23,27.21,52.89,31.91,99.6,62.19,63.63
Working at Job,3.22,25.85,11.90,0.01,0.23,0.84,1.09,7.5,2.80,3.64
Educational Activities,0.05,23.41,0.18,0.00,0.01,0.03,0.03,0.2,,0.10
Commuting to Work or School,0.23,24.75,0.83,0.00,0.02,0.00,0.20,5.3,0.18,0.29
Work and Education,3.51,25.74,12.90,0.01,0.25,0.87,1.32,8.1,3.06,3.96
Total,168.00,18.78,450.77,0.36,41.26,76.94,50.32,,,
