time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.59,18.31,22.49,0.00,2.45,8.48,6.08,64.4,8.06,9.13
Food Cooking & Clean-up,8.83,18.40,23.20,0.00,3.33,8.73,5.47,83.4,8.25,9.41
"Pets, Home & Vehicles",2.71,20.06,7.77,0.00,0.99,2.44,1.66,28.0,2.39,3.03
Household Management,2.18,24.72,7.69,0.00,0.79,1.97,1.35,31.9,1.85,2.51
Shopping,2.80,18.13,7.25,0.00,1.60,0.13,1.08,38.7,2.47,3.13
Obtaining Services,0.16,21.87,0.51,0.00,0.10,0.12,0.05,4.0,0.10,0.23
Travel for Household Activity,1.92,24.75,6.80,0.00,1.29,0.03,0.58,41.5,1.70,2.14
Household Production,27.19,19.49,75.70,0.01,10.53,21.90,16.27,94.6,26.31,28.08
Household Children,0.01,18.05,0.02,,0.01,0.00,0.00,0.0,,0.02
Household Adults,1.01,17.91,2.59,0.00,0.93,0.73,0.08,12.5,0.79,1.23
Non-Household Members,0.80,18.09,2.06,0.00,0.71,0.42,0.06,8.4,0.50,1.09
Travel for Household Members,0.17,24.75,0.59,0.00,0.13,0.00,0.03,4.1,0.11,0.22
Travel for Non-Household Members,0.27,24.75,0.96,0.00,0.18,0.00,0.07,6.4,0.17,0.38
Caring and Helping,2.26,19.30,6.22,0.00,1.95,1.15,0.24,19.8,1.77,2.74
Eating & Drinking,9.79,18.25,25.52,0.00,8.24,7.98,1.19,98.8,9.47,10.11
Personal Health Care,2.22,17.95,5.70,0.00,1.00,1.16,0.83,25.4,1.78,2.67
Grooming,4.94,18.17,12.82,0.00,,,,77.7,4.71,5.16
Sleeping,63.51,18.58,168.56,,,,,99.9,62.92,64.09
"Private, Personal, or N/A",2.89,20.56,8.48,0.00,0.80,0.78,0.69,34.4,2.57,3.21
Personal Time,83.34,18.57,221.08,0.01,10.04,9.91,2.70,100.0,82.56,84.13
Socializing,5.92,20.35,17.22,0.00,4.51,3.61,0.71,48.1,5.46,6.38
Passive Leisure,41.06,17.40,102.05,0.01,26.68,40.07,13.95,97.4,39.95,42.17
Active Leisure,1.56,17.40,3.88,0.00,0.62,0.44,0.60,19.9,1.15,1.97
Attendance Leisure,0.61,17.40,1.51,0.00,0.48,0.01,0.03,3.6,0.40,0.81
Religious Activities,1.92,23.41,6.43,0.00,1.07,0.66,0.55,18.9,1.69,2.16
Volunteering,1.43,23.41,4.77,0.02,0.41,0.67,0.63,9.0,1.13,1.72
Travel Related to Leisure,2.46,24.75,8.70,0.00,1.86,0.03,0.48,43.8,2.14,2.78
Leisure,54.96,18.41,144.55,0.03,35.63,45.49,16.95,99.4,53.87,56.05
Working at Job,0.22,0.00,0.00,0.00,0.07,0.10,0.06,0.9,0.04,0.40
Educational Activities,0.00,23.41,0.01,0.00,0.00,0.00,0.00,0.0,,0.01
Commuting to Work or School,0.03,24.75,0.10,0.00,0.01,0.00,0.02,1.4,0.01,0.04
Work and Education,0.25,2.93,0.10,0.00,0.08,0.10,0.07,2.0,0.06,0.44
Total,168.00,18.65,447.66,0.04,58.23,78.56,36.23,,,
