time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.82,18.31,17.85,0.00,1.54,6.58,5.21,55.4,6.32,7.33
Food Cooking & Clean-up,5.86,18.40,15.40,0.00,2.22,5.70,3.55,73.6,5.50,6.22
"Pets, Home & Vehicles",3.71,20.06,10.62,0.00,1.32,3.20,2.35,38.0,3.35,4.07
Household Management,1.84,24.72,6.48,0.00,0.70,1.49,1.10,31.7,1.54,2.13
Shopping,3.34,18.13,8.66,0.00,1.50,0.09,1.64,45.4,3.05,3.63
Obtaining Services,0.27,21.87,0.83,0.00,0.11,0.15,0.09,4.8,0.19,0.34
Travel for Household Activity,2.41,24.75,8.52,0.00,1.17,0.01,1.18,49.9,2.23,2.59
Household Production,24.25,19.74,68.37,0.00,8.57,17.23,15.12,93.0,23.17,25.32
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.57,17.91,1.47,0.00,0.46,0.31,0.07,9.2,0.40,0.75
Non-Household Members,2.14,18.09,5.53,0.00,1.75,0.88,0.14,18.3,1.82,2.46
Travel for Household Members,0.25,24.75,0.88,0.00,0.17,0.00,0.07,4.6,0.18,0.32
Travel for Non-Household Members,0.61,24.75,2.17,0.00,0.33,0.01,0.23,13.6,0.52,0.71
Caring and Helping,3.58,19.67,10.05,0.00,2.71,1.20,0.51,25.7,3.18,3.98
Eating & Drinking,8.13,18.25,21.18,0.00,5.79,5.27,1.63,96.9,7.88,8.37
Personal Health Care,1.27,17.95,3.26,0.00,0.31,0.59,0.68,13.6,0.96,1.58
Grooming,5.61,18.17,14.56,0.00,,,,84.5,5.29,5.92
Sleeping,60.58,18.58,160.79,,,,,100.0,60.02,61.13
"Private, Personal, or N/A",2.02,20.56,5.93,0.00,0.52,0.68,0.77,28.7,1.83,2.20
Personal Time,77.60,18.56,205.71,0.00,6.62,6.54,3.09,100.0,76.83,78.37
Socializing,5.68,20.35,16.52,0.00,4.34,2.80,0.53,48.2,5.19,6.17
Passive Leisure,25.30,17.40,62.89,0.00,15.14,24.10,9.83,92.6,24.33,26.28
Active Leisure,1.89,17.40,4.71,0.00,0.79,0.57,0.81,20.0,1.66,2.13
Attendance Leisure,0.86,17.40,2.13,0.00,0.64,0.05,0.07,5.1,0.71,1.01
Religious Activities,1.11,23.41,3.73,0.00,0.63,0.27,0.31,11.8,0.97,1.26
Volunteering,1.40,23.41,4.68,0.00,0.40,0.56,0.54,9.6,1.16,1.65
Travel Related to Leisure,2.99,24.75,10.58,0.00,1.99,0.04,0.86,50.5,2.70,3.29
Leisure,39.25,18.77,105.24,0.00,23.93,28.39,12.95,98.6,38.32,40.17
Working at Job,20.52,18.99,55.66,0.00,0.96,3.31,3.77,51.9,19.41,21.63
Educational Activities,1.04,23.41,3.49,0.00,0.11,0.50,0.59,3.4,0.74,1.35
Commuting to Work or School,1.77,24.75,6.25,0.00,0.14,0.02,1.57,41.7,1.55,1.99
Work and Education,23.33,19.62,65.40,0.00,1.21,3.83,5.93,54.4,22.10,24.56
Total,168.00,18.95,454.78,0.00,43.03,57.20,37.59,,,
