time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.12,18.31,13.39,0.00,1.69,4.99,3.41,42.6,4.54,5.70
Food Cooking & Clean-up,5.22,18.40,13.72,0.00,2.16,5.04,3.04,72.8,4.75,5.69
"Pets, Home & Vehicles",3.04,20.06,8.70,0.00,1.40,2.71,1.60,31.6,2.63,3.44
Household Management,1.40,24.72,4.93,0.00,0.54,1.12,0.82,27.6,1.05,1.74
Shopping,3.00,18.13,7.76,0.00,1.52,0.08,1.27,41.8,2.61,3.39
Obtaining Services,0.12,21.87,0.39,0.00,0.09,0.07,0.03,2.9,0.04,0.21
Travel for Household Activity,2.22,24.75,7.86,0.00,1.13,0.01,1.03,45.2,1.94,2.50
Household Production,20.12,19.75,56.76,0.00,8.53,14.01,11.19,90.5,18.81,21.43
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.61,17.91,1.57,0.00,0.56,0.48,0.05,8.4,0.35,0.88
Non-Household Members,1.31,18.09,3.39,0.00,1.15,0.49,0.07,12.9,1.00,1.62
Travel for Household Members,0.17,24.75,0.61,0.00,0.14,0.00,0.03,2.9,0.04,0.30
Travel for Non-Household Members,0.46,24.75,1.62,0.00,0.24,0.01,0.17,9.4,0.30,0.62
Caring and Helping,2.55,19.69,7.18,0.00,2.09,0.98,0.32,20.3,2.02,3.09
Eating & Drinking,8.42,18.25,21.96,0.00,5.69,5.24,1.75,96.8,8.09,8.76
Personal Health Care,1.02,17.95,2.61,0.00,0.36,0.46,0.45,10.8,0.63,1.40
Grooming,5.74,18.17,14.89,0.00,,,,85.3,5.47,6.00
Sleeping,58.26,18.58,154.63,,,,,99.9,56.94,59.58
"Private, Personal, or N/A",1.76,20.56,5.16,0.00,0.63,0.63,0.61,21.8,1.41,2.10
Personal Time,75.19,18.55,199.25,0.00,6.68,6.33,2.81,100.0,73.75,76.64
Socializing,4.11,20.35,11.96,0.00,3.37,2.18,0.36,38.0,3.60,4.62
Passive Leisure,23.13,17.40,57.50,0.00,14.36,21.99,8.46,93.3,22.08,24.19
Active Leisure,1.09,17.40,2.70,0.00,0.47,0.34,0.48,15.0,0.90,1.27
Attendance Leisure,0.58,17.40,1.45,0.00,0.40,0.03,0.06,3.5,0.38,0.79
Religious Activities,1.06,23.41,3.54,0.00,0.54,0.31,0.34,10.3,0.81,1.31
Volunteering,0.68,23.41,2.26,0.00,0.17,0.23,0.19,5.2,0.47,0.88
Travel Related to Leisure,2.46,24.75,8.70,0.00,1.72,0.00,0.67,44.5,2.13,2.79
Leisure,33.11,18.63,88.10,0.00,21.03,25.08,10.56,98.2,31.85,34.37
Working at Job,34.51,29.40,144.93,0.00,0.69,5.42,8.01,64.5,32.83,36.19
Educational Activities,0.06,23.41,0.20,0.00,0.02,0.06,0.04,0.5,,0.11
Commuting to Work or School,2.46,24.75,8.71,0.00,0.25,0.02,2.13,50.6,2.24,2.69
Work and Education,37.03,29.08,153.84,0.00,0.97,5.49,10.17,65.0,35.25,38.80
Total,168.00,21.05,505.13,0.00,39.31,51.89,35.06,,,
