time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.43,18.31,8.97,0.00,0.78,3.30,2.65,32.4,2.35,4.51
Food Cooking & Clean-up,4.24,18.40,11.14,0.00,1.53,4.16,2.56,56.3,3.30,5.18
"Pets, Home & Vehicles",8.78,20.06,25.15,0.00,2.34,8.23,6.28,47.5,6.71,10.84
Household Management,1.59,24.72,5.63,0.00,0.38,1.24,1.07,23.8,1.03,2.16
Shopping,3.17,18.13,8.21,0.00,1.36,0.16,1.69,44.8,2.18,4.16
Obtaining Services,0.33,21.87,1.03,0.00,0.02,0.21,0.15,6.3,0.12,0.54
Travel for Household Activity,2.35,24.75,8.31,0.00,0.89,0.02,1.39,48.6,1.82,2.88
Household Production,23.89,20.05,68.44,0.01,7.29,17.31,15.79,88.8,21.07,26.70
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.31,17.91,0.79,0.00,0.26,0.07,0.05,8.5,0.11,0.51
Non-Household Members,1.06,18.09,2.74,0.00,0.67,0.41,0.10,10.1,0.53,1.59
Travel for Household Members,0.27,24.75,0.96,0.00,0.16,0.00,0.11,6.8,0.09,0.45
Travel for Non-Household Members,0.44,24.75,1.54,0.00,0.30,0.00,0.11,8.5,0.22,0.65
Caring and Helping,2.08,20.33,6.04,0.00,1.40,0.48,0.37,17.0,1.36,2.79
Eating & Drinking,7.90,18.25,20.59,0.00,5.44,5.60,1.86,96.8,7.07,8.72
Personal Health Care,1.00,17.95,2.58,0.00,0.38,0.38,0.34,9.9,,2.05
Grooming,3.56,18.17,9.24,0.00,,,,71.2,3.10,4.02
Sleeping,58.87,18.58,156.26,,,,,100.0,57.23,60.51
"Private, Personal, or N/A",5.37,20.56,15.77,0.00,0.49,3.21,3.84,35.7,3.60,7.13
Personal Time,76.70,18.66,204.43,0.00,6.31,9.18,6.04,100.0,73.71,79.70
Socializing,4.64,20.35,13.50,0.02,3.57,2.86,0.25,41.2,3.53,5.76
Passive Leisure,33.32,17.40,82.80,0.01,15.93,31.98,16.85,93.7,29.87,36.76
Active Leisure,2.04,17.40,5.07,0.00,0.44,0.39,1.03,20.0,1.38,2.70
Attendance Leisure,0.91,17.40,2.27,0.00,0.54,0.11,0.10,3.8,0.25,1.58
Religious Activities,0.50,23.41,1.66,0.00,0.29,0.07,0.19,4.2,0.22,0.77
Volunteering,0.47,23.41,1.58,0.00,0.09,0.08,0.13,3.2,0.05,0.89
Travel Related to Leisure,2.61,24.75,9.22,0.00,1.37,0.03,1.14,39.3,1.80,3.42
Leisure,44.49,18.27,116.11,0.04,22.23,35.51,19.69,97.9,41.26,47.72
Working at Job,17.37,27.61,68.51,0.00,0.63,3.37,5.52,31.8,13.14,21.60
Educational Activities,1.23,23.41,4.11,0.00,0.01,0.78,0.78,3.3,,3.13
Commuting to Work or School,2.24,24.75,7.91,0.00,0.23,0.02,1.90,29.8,1.45,3.02
Work and Education,20.84,27.05,80.53,0.00,0.87,4.17,8.21,38.2,16.70,24.97
Total,168.00,19.81,475.56,0.04,38.09,66.65,50.10,,,
