time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.36,18.31,16.65,0.00,1.93,6.26,4.32,48.9,5.31,7.42
Food Cooking & Clean-up,7.68,18.40,20.18,0.00,2.92,7.55,4.69,72.9,6.73,8.62
"Pets, Home & Vehicles",3.02,20.06,8.66,0.00,1.15,2.93,1.85,24.6,1.79,4.26
Household Management,1.17,24.72,4.12,0.00,0.50,1.02,0.67,19.9,0.68,1.66
Shopping,2.09,18.13,5.41,0.00,1.28,0.18,0.67,25.2,1.60,2.57
Obtaining Services,0.07,21.87,0.21,0.00,0.02,0.05,0.01,1.6,,0.14
Travel for Household Activity,1.41,24.75,4.99,0.00,0.92,0.04,0.44,27.4,1.05,1.77
Household Production,21.80,19.34,60.22,0.00,8.72,18.04,12.65,85.8,19.32,24.27
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.84,17.91,2.16,0.00,0.78,0.72,0.05,9.9,0.22,1.47
Non-Household Members,1.16,18.09,3.00,0.00,0.99,0.38,0.12,13.1,0.57,1.76
Travel for Household Members,0.20,24.75,0.72,0.00,0.15,0.00,0.03,3.3,0.04,0.37
Travel for Non-Household Members,0.40,24.75,1.41,0.00,0.23,0.01,0.11,9.4,0.21,0.59
Caring and Helping,2.61,19.57,7.29,0.00,2.15,1.11,0.30,23.0,1.65,3.57
Eating & Drinking,7.60,18.25,19.81,0.00,6.17,6.57,1.28,96.1,6.85,8.35
Personal Health Care,4.46,17.95,11.44,0.00,1.71,3.19,2.44,34.6,2.77,6.16
Grooming,3.96,18.17,10.27,0.00,,,,64.8,3.35,4.56
Sleeping,68.87,18.58,182.80,,,,,99.3,64.58,73.17
"Private, Personal, or N/A",1.78,20.56,5.22,0.00,0.59,0.57,0.33,21.4,1.12,2.44
Personal Time,86.67,18.54,229.55,0.00,8.47,10.33,4.05,100.0,83.15,90.18
Socializing,5.89,20.35,17.12,0.00,4.94,3.91,0.59,40.9,4.72,7.06
Passive Leisure,45.76,17.40,113.72,0.00,27.84,44.01,17.05,97.6,42.86,48.65
Active Leisure,0.89,17.40,2.22,0.00,0.49,0.52,0.31,10.4,0.51,1.27
Attendance Leisure,0.37,17.40,0.93,0.00,0.28,0.00,0.03,1.9,0.02,0.73
Religious Activities,1.41,23.41,4.73,0.00,0.69,0.59,0.54,12.4,0.92,1.91
Volunteering,0.36,23.41,1.22,0.00,0.09,0.17,0.09,2.4,0.05,0.68
Travel Related to Leisure,1.41,24.75,4.98,0.00,1.04,0.06,0.24,26.6,0.97,1.85
Leisure,56.10,18.08,144.92,0.00,35.37,49.26,18.85,98.4,53.13,59.07
Working at Job,0.34,0.00,0.00,0.00,0.10,0.00,0.00,0.9,0.01,0.66
Educational Activities,0.44,23.41,1.46,0.00,0.12,0.36,0.31,0.8,,1.08
Commuting to Work or School,0.05,24.75,0.19,0.00,0.03,0.00,0.02,2.1,,0.11
Work and Education,0.83,13.96,1.65,0.00,0.26,0.36,0.33,2.4,0.07,1.58
Total,168.00,18.48,443.62,0.00,54.97,79.09,36.19,,,
