time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.83,18.31,7.41,0.00,0.68,2.73,2.15,27.5,2.09,3.57
Food Cooking & Clean-up,3.21,18.40,8.43,0.00,0.86,3.15,2.23,46.7,2.63,3.79
"Pets, Home & Vehicles",6.13,20.06,17.56,0.00,0.58,5.88,5.49,42.3,4.28,7.98
Household Management,0.96,24.72,3.38,0.00,0.44,0.80,0.50,15.5,0.49,1.42
Shopping,1.92,18.13,4.97,0.00,1.08,0.11,0.76,31.1,1.57,2.27
Obtaining Services,0.36,21.87,1.12,0.00,0.02,0.17,0.21,4.3,0.07,0.64
Travel for Household Activity,1.69,24.75,5.98,0.00,0.76,0.01,0.79,35.7,1.36,2.02
Household Production,17.09,20.00,48.84,0.00,4.41,12.84,12.13,76.1,15.00,19.18
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.32,17.91,0.83,0.00,0.20,0.12,0.13,9.9,0.17,0.48
Non-Household Members,1.25,18.09,3.22,0.00,1.02,0.67,0.16,11.2,0.81,1.69
Travel for Household Members,0.37,24.75,1.32,0.00,0.21,0.01,0.16,6.8,0.17,0.58
Travel for Non-Household Members,0.34,24.75,1.19,0.00,0.23,0.00,0.10,7.5,0.15,0.52
Caring and Helping,2.28,20.14,6.56,0.00,1.67,0.80,0.55,20.0,1.65,2.91
Eating & Drinking,7.81,18.25,20.36,0.04,4.89,6.77,2.61,96.6,7.09,8.53
Personal Health Care,5.21,17.95,13.37,0.00,0.83,3.68,3.91,32.4,2.72,7.70
Grooming,3.04,18.17,7.90,0.00,,,,57.6,2.67,3.42
Sleeping,66.01,18.58,175.20,,,,,99.9,63.97,68.05
"Private, Personal, or N/A",1.54,20.56,4.53,0.00,0.43,0.37,0.55,21.4,0.93,2.15
Personal Time,83.62,18.53,221.36,0.04,6.15,10.83,7.08,100.0,80.41,86.82
Socializing,5.84,20.35,16.98,0.00,4.02,3.51,0.40,43.9,4.61,7.07
Passive Leisure,52.15,17.40,129.60,0.28,21.44,51.44,29.70,97.1,48.57,55.72
Active Leisure,1.99,17.40,4.95,0.00,0.47,0.54,1.18,15.8,1.29,2.69
Attendance Leisure,0.52,17.40,1.30,0.00,0.30,0.09,0.17,3.0,0.25,0.80
Religious Activities,0.99,23.41,3.31,0.00,0.70,0.33,0.26,8.1,0.66,1.32
Volunteering,0.34,23.41,1.13,0.00,0.05,0.04,0.04,2.5,0.09,0.58
Travel Related to Leisure,1.73,24.75,6.11,0.00,1.01,0.01,0.63,35.3,1.43,2.02
Leisure,63.56,17.99,163.39,0.28,27.98,55.96,32.38,98.3,60.20,66.91
Working at Job,1.34,33.05,6.32,0.00,0.00,0.21,0.42,2.8,0.33,2.35
Educational Activities,0.00,23.41,0.01,0.00,0.00,0.00,0.00,0.0,,0.01
Commuting to Work or School,0.11,24.75,0.38,0.00,0.00,0.00,0.10,3.3,0.02,0.19
Work and Education,1.45,32.42,6.71,0.00,0.00,0.21,0.52,4.1,0.37,2.53
Total,168.00,18.62,446.87,0.32,40.21,80.64,52.66,,,
