time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.45,18.31,3.79,0.00,0.67,1.40,0.76,16.9,1.35,1.55
Food Cooking & Clean-up,2.12,18.40,5.56,0.00,1.16,2.05,0.93,42.2,2.01,2.22
"Pets, Home & Vehicles",5.38,20.06,15.42,0.00,1.49,4.82,3.76,39.1,5.03,5.73
Household Management,0.98,24.72,3.47,0.00,0.46,0.77,0.48,19.5,0.90,1.06
Shopping,1.98,18.13,5.13,0.00,1.17,0.07,0.74,35.4,1.88,2.08
Obtaining Services,0.13,21.87,0.42,0.00,0.04,0.06,0.05,2.6,0.11,0.16
Travel for Household Activity,1.99,24.75,7.03,0.01,1.00,0.02,0.94,39.2,1.89,2.09
Household Production,14.03,20.36,40.81,0.02,5.99,9.18,7.66,77.9,13.64,14.42
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.21,17.91,0.54,0.00,0.16,0.11,0.04,6.3,0.16,0.26
Non-Household Members,0.81,18.09,2.09,0.00,0.60,0.25,0.08,8.2,0.69,0.92
Travel for Household Members,0.16,24.75,0.55,0.00,0.10,0.00,0.05,3.5,0.12,0.19
Travel for Non-Household Members,0.31,24.75,1.10,0.00,0.16,0.00,0.11,6.4,0.26,0.36
Caring and Helping,1.49,20.15,4.28,0.00,1.02,0.36,0.29,13.7,1.28,1.69
Eating & Drinking,8.48,18.25,22.10,0.01,5.10,4.88,2.23,96.5,8.34,8.62
Personal Health Care,0.57,17.95,1.46,0.00,0.19,0.30,0.30,5.9,0.48,0.67
Grooming,4.13,18.17,10.73,0.00,,,,80.4,4.06,4.21
Sleeping,57.35,18.58,152.23,,,,,99.9,56.74,57.97
"Private, Personal, or N/A",1.47,20.56,4.31,0.01,0.40,0.54,0.59,19.1,1.38,1.56
Personal Time,72.00,18.55,190.84,0.01,5.70,5.73,3.12,100.0,71.44,72.57
Socializing,3.94,20.35,11.46,0.00,3.22,1.74,0.15,34.0,3.79,4.10
Passive Leisure,24.27,17.40,60.32,0.04,14.57,22.88,9.24,92.1,23.59,24.95
Active Leisure,2.35,17.40,5.84,0.00,0.78,0.40,0.97,20.2,2.22,2.48
Attendance Leisure,0.76,17.40,1.89,0.00,0.57,0.03,0.08,4.0,0.62,0.89
Religious Activities,0.71,23.41,2.36,0.00,0.47,0.16,0.16,6.2,0.64,0.78
Volunteering,0.68,23.41,2.27,0.00,0.22,0.15,0.16,5.0,0.61,0.75
Travel Related to Leisure,2.75,24.75,9.73,0.00,1.51,0.03,1.08,48.0,2.53,2.97
Leisure,35.46,18.53,93.87,0.05,21.34,25.41,11.84,97.4,34.93,35.99
Working at Job,41.24,35.68,210.18,0.00,1.20,5.16,9.74,71.2,40.38,42.09
Educational Activities,0.26,23.41,0.86,0.00,0.05,0.17,0.16,1.0,0.19,0.32
Commuting to Work or School,3.53,24.75,12.48,0.00,0.21,0.03,3.13,58.2,3.32,3.74
Work and Education,45.02,34.75,223.53,0.00,1.47,5.37,13.03,72.1,44.00,46.04
Total,168.00,23.06,553.32,0.09,35.52,46.04,35.94,,,
