time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.87,18.31,12.74,2.49,1.87,4.69,2.84,44.4,4.43,5.30
Food Cooking & Clean-up,4.73,18.40,12.43,3.20,2.10,4.57,2.40,69.1,4.46,5.00
"Pets, Home & Vehicles",1.28,20.06,3.66,0.67,0.48,1.04,0.69,19.1,1.09,1.46
Household Management,1.09,24.72,3.83,0.46,0.36,0.82,0.53,23.1,0.86,1.31
Shopping,2.70,18.13,7.00,1.18,1.44,0.08,0.90,46.3,2.43,2.97
Obtaining Services,0.15,21.87,0.45,0.04,0.02,0.04,0.09,2.8,0.09,0.20
Travel for Household Activity,2.20,24.75,7.77,0.88,1.02,0.02,0.91,49.5,1.94,2.46
Household Production,17.01,19.71,47.89,8.93,7.28,11.26,8.35,90.6,16.17,17.85
Household Children,5.86,18.05,15.10,,5.25,4.21,0.30,62.4,5.48,6.23
Household Adults,0.11,17.91,0.27,0.02,0.08,0.05,0.00,3.2,0.05,0.17
Non-Household Members,0.68,18.09,1.75,0.29,0.47,0.16,0.07,12.0,0.47,0.88
Travel for Household Members,1.78,24.75,6.31,0.02,1.04,0.04,0.68,41.3,1.62,1.95
Travel for Non-Household Members,0.43,24.75,1.51,0.17,0.22,0.00,0.11,10.5,0.32,0.53
Caring and Helping,8.85,19.73,24.94,0.50,7.06,4.46,1.16,67.1,8.30,9.40
Eating & Drinking,6.33,18.25,16.49,2.95,3.41,3.34,1.38,93.7,6.12,6.53
Personal Health Care,1.03,17.95,2.64,0.24,0.28,0.50,0.60,8.1,0.51,1.55
Grooming,5.98,18.17,15.53,2.05,,,,85.8,5.73,6.23
Sleeping,60.35,18.58,160.18,,,,,99.9,59.48,61.22
"Private, Personal, or N/A",2.12,20.56,6.23,0.82,0.67,0.82,0.73,29.3,1.84,2.40
Personal Time,75.81,18.57,201.07,6.06,4.36,4.65,2.71,100.0,74.76,76.86
Socializing,4.53,20.35,13.16,2.22,2.86,1.45,0.52,37.0,4.10,4.95
Passive Leisure,17.86,17.40,44.39,8.71,7.43,16.04,8.54,86.7,17.03,18.69
Active Leisure,1.31,17.40,3.25,0.58,0.54,0.29,0.43,13.7,1.10,1.52
Attendance Leisure,0.69,17.40,1.70,0.42,0.44,0.01,0.03,4.2,0.49,0.88
Religious Activities,0.85,23.41,2.83,0.47,0.49,0.19,0.18,7.7,0.68,1.01
Volunteering,0.60,23.41,2.01,0.31,0.31,0.12,0.12,4.9,0.44,0.76
Travel Related to Leisure,2.38,24.75,8.43,1.10,1.28,0.02,0.74,48.2,2.01,2.76
Leisure,28.21,18.80,75.77,13.82,13.35,18.12,10.56,95.7,27.11,29.31
Working at Job,34.27,22.86,111.92,2.18,1.01,3.48,5.28,64.6,32.62,35.93
Educational Activities,1.40,23.41,4.69,0.18,0.17,0.72,0.75,6.0,0.86,1.95
Commuting to Work or School,2.44,24.75,8.63,0.13,0.16,0.02,2.14,54.7,2.24,2.64
Work and Education,38.12,23.00,125.25,2.48,1.34,4.23,8.17,67.7,36.47,39.77
Total,168.00,19.79,474.93,31.78,33.40,42.72,30.95,,,
