time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.38,18.31,19.32,5.19,3.85,7.27,3.45,63.6,6.84,7.93
Food Cooking & Clean-up,7.50,18.40,19.70,5.77,4.34,7.31,3.10,83.8,6.94,8.05
"Pets, Home & Vehicles",1.40,20.06,4.02,1.03,0.91,1.26,0.46,20.2,1.14,1.66
Household Management,1.35,24.72,4.76,0.82,0.77,0.95,0.54,29.7,1.10,1.59
Shopping,3.43,18.13,8.89,2.08,2.34,0.10,0.95,49.9,3.04,3.83
Obtaining Services,0.15,21.87,0.46,0.10,0.11,0.04,0.03,3.7,0.08,0.22
Travel for Household Activity,2.22,24.75,7.83,1.44,1.60,0.03,0.58,53.1,1.96,2.47
Household Production,23.43,19.42,64.98,16.43,13.91,16.97,9.11,95.7,22.46,24.39
Household Children,15.11,18.05,38.97,,14.65,12.45,0.29,90.1,13.98,16.24
Household Adults,0.15,17.91,0.40,0.11,0.13,0.11,0.02,5.4,0.07,0.24
Non-Household Members,0.54,18.09,1.38,0.34,0.47,0.07,0.03,10.5,0.28,0.79
Travel for Household Members,2.26,24.75,7.99,0.08,1.69,0.05,0.50,50.3,1.88,2.64
Travel for Non-Household Members,0.29,24.75,1.03,0.14,0.20,0.00,0.08,8.8,0.17,0.41
Caring and Helping,18.35,18.98,49.77,0.67,17.15,12.68,0.92,91.3,17.39,19.31
Eating & Drinking,7.41,18.25,19.31,5.57,6.21,5.06,0.69,96.2,6.95,7.86
Personal Health Care,0.62,17.95,1.60,0.28,0.27,0.20,0.28,7.2,0.42,0.83
Grooming,4.73,18.17,12.27,2.38,,,,83.5,4.52,4.94
Sleeping,60.40,18.58,160.31,,,,,100.0,59.63,61.16
"Private, Personal, or N/A",2.18,20.56,6.40,1.41,1.07,0.90,0.48,31.2,1.92,2.44
Personal Time,75.33,18.57,199.88,9.64,7.54,6.16,1.46,100.0,74.27,76.40
Socializing,5.86,20.35,17.04,4.10,5.09,2.67,0.22,50.3,5.31,6.41
Passive Leisure,15.46,17.40,38.41,9.00,11.58,14.42,3.67,86.9,14.32,16.60
Active Leisure,2.00,17.40,4.97,1.40,1.32,0.65,0.46,18.9,1.63,2.36
Attendance Leisure,0.97,17.40,2.42,0.79,0.84,0.02,0.03,5.8,0.69,1.26
Religious Activities,0.95,23.41,3.19,0.71,0.83,0.10,0.06,9.7,0.74,1.17
Volunteering,1.17,23.41,3.91,0.67,0.65,0.30,0.20,9.9,0.85,1.49
Travel Related to Leisure,2.47,24.75,8.75,1.65,1.95,0.04,0.47,52.9,2.08,2.87
Leisure,28.88,19.07,78.68,18.32,22.26,18.20,5.12,96.2,27.24,30.53
Working at Job,19.36,22.09,61.12,2.46,1.45,3.20,2.67,50.6,18.02,20.71
Educational Activities,1.06,23.41,3.54,0.16,0.11,0.32,0.60,3.6,0.38,1.74
Commuting to Work or School,1.58,24.75,5.59,0.14,0.25,0.01,1.30,38.4,1.32,1.84
Work and Education,22.00,22.35,70.25,2.76,1.80,3.53,4.58,53.7,20.52,23.49
Total,168.00,19.32,463.57,47.81,62.66,57.54,21.18,,,
