time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.11,18.31,13.37,0.07,1.34,5.00,3.70,46.4,4.71,5.51
Food Cooking & Clean-up,4.56,18.40,11.98,0.02,1.85,4.45,2.67,68.9,4.30,4.81
"Pets, Home & Vehicles",3.25,20.06,9.31,0.00,1.41,2.74,1.79,38.0,2.87,3.63
Household Management,1.20,24.72,4.24,0.00,0.57,0.90,0.60,27.4,1.01,1.39
Shopping,3.07,18.13,7.96,0.01,1.50,0.14,1.40,44.9,2.83,3.32
Obtaining Services,0.12,21.87,0.36,0.00,0.04,0.05,0.04,3.0,0.06,0.17
Travel for Household Activity,2.33,24.75,8.25,0.01,1.08,0.02,1.17,48.9,2.15,2.51
Household Production,19.64,19.77,55.46,0.12,7.79,13.30,11.36,93.1,18.86,20.41
Household Children,0.06,18.05,0.17,,0.06,0.05,0.00,0.6,0.01,0.11
Household Adults,0.24,17.91,0.61,0.00,0.19,0.10,0.04,6.2,0.09,0.38
Non-Household Members,1.28,18.09,3.32,0.00,1.11,0.55,0.10,14.0,1.04,1.53
Travel for Household Members,0.15,24.75,0.54,0.00,0.10,0.00,0.05,3.4,0.08,0.22
Travel for Non-Household Members,0.50,24.75,1.78,0.00,0.26,0.00,0.20,10.3,0.35,0.66
Caring and Helping,2.24,20.02,6.41,0.00,1.72,0.71,0.40,19.7,1.90,2.58
Eating & Drinking,7.54,18.25,19.66,0.02,4.80,4.11,1.65,95.9,7.23,7.86
Personal Health Care,1.15,17.95,2.94,0.01,0.32,0.49,0.61,12.0,0.84,1.46
Grooming,5.99,18.17,15.55,0.01,,,,87.3,5.74,6.24
Sleeping,58.19,18.58,154.46,,,,,100.0,57.51,58.88
"Private, Personal, or N/A",1.61,20.56,4.74,0.00,0.51,0.53,0.66,23.4,1.32,1.90
Personal Time,74.48,18.55,197.34,0.04,5.63,5.13,2.92,100.0,73.68,75.28
Socializing,4.72,20.35,13.72,0.03,3.74,2.16,0.44,44.1,4.33,5.11
Passive Leisure,19.91,17.40,49.48,0.07,12.19,18.83,7.46,90.9,18.82,20.99
Active Leisure,1.58,17.40,3.93,0.01,0.71,0.41,0.58,18.5,1.34,1.82
Attendance Leisure,0.73,17.40,1.81,0.00,0.63,0.03,0.02,3.8,0.56,0.90
Religious Activities,0.89,23.41,2.96,0.00,0.48,0.20,0.25,8.4,0.72,1.06
Volunteering,0.71,23.41,2.36,0.00,0.30,0.25,0.20,6.0,0.54,0.87
Travel Related to Leisure,2.40,24.75,8.47,0.01,1.53,0.01,0.71,47.3,2.17,2.62
Leisure,30.92,18.73,82.73,0.12,19.58,21.88,9.65,97.4,29.81,32.03
Working at Job,37.65,30.47,163.89,0.04,1.04,4.90,6.13,67.8,36.10,39.21
Educational Activities,0.38,23.41,1.27,0.00,0.05,0.29,0.26,1.3,0.17,0.59
Commuting to Work or School,2.68,24.75,9.48,0.00,0.28,0.04,2.31,55.9,2.46,2.91
Work and Education,40.72,30.03,174.65,0.04,1.37,5.23,8.70,68.5,39.07,42.36
Total,168.00,21.52,516.59,0.32,36.09,46.25,33.03,,,
