time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.59,18.31,22.46,0.00,2.83,8.36,5.74,59.1,7.34,9.83
Food Cooking & Clean-up,7.03,18.40,18.47,0.00,2.68,6.78,4.31,77.3,6.30,7.76
"Pets, Home & Vehicles",4.94,20.06,14.14,0.00,2.63,4.52,2.28,38.6,3.91,5.96
Household Management,2.31,24.72,8.17,0.00,1.19,1.90,1.08,33.9,1.79,2.84
Shopping,4.04,18.13,10.46,0.00,2.26,0.13,1.54,46.5,3.51,4.57
Obtaining Services,0.20,21.87,0.64,0.00,0.11,0.17,0.07,4.6,0.05,0.36
Travel for Household Activity,2.77,24.75,9.79,0.00,1.80,0.03,0.90,48.7,2.26,3.28
Household Production,29.88,19.71,84.14,0.00,13.50,21.88,15.92,93.2,27.98,31.78
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,1.97,17.91,5.05,0.00,1.80,1.57,0.17,9.7,0.59,3.36
Non-Household Members,3.97,18.09,10.25,0.00,3.42,2.20,0.36,23.7,3.06,4.87
Travel for Household Members,0.18,24.75,0.62,0.00,0.11,0.00,0.07,3.8,0.07,0.28
Travel for Non-Household Members,0.98,24.75,3.45,0.00,0.57,0.00,0.33,15.6,0.65,1.30
Caring and Helping,7.09,19.12,19.37,0.00,5.90,3.77,0.92,31.8,5.45,8.74
Eating & Drinking,9.28,18.25,24.19,0.00,7.52,6.67,1.32,98.1,8.71,9.85
Personal Health Care,1.65,17.95,4.23,0.00,0.80,1.01,0.71,15.6,0.81,2.49
Grooming,5.05,18.17,13.12,0.00,,,,76.8,4.42,5.69
Sleeping,61.94,18.58,164.41,,,,,99.9,60.58,63.31
"Private, Personal, or N/A",2.56,20.56,7.52,0.00,1.23,1.20,0.66,28.2,1.86,3.26
Personal Time,80.49,18.57,213.47,0.00,9.55,8.89,2.69,100.0,78.81,82.17
Socializing,6.19,20.35,18.01,0.00,4.93,2.81,0.56,51.9,5.31,7.08
Passive Leisure,33.53,17.40,83.33,0.00,20.81,32.59,12.61,95.3,31.31,35.75
Active Leisure,2.31,17.40,5.75,0.00,0.99,0.56,0.88,22.5,1.27,3.36
Attendance Leisure,1.18,17.40,2.92,0.00,0.89,0.04,0.10,7.0,0.69,1.66
Religious Activities,1.14,23.41,3.80,0.00,0.72,0.29,0.21,11.7,0.81,1.46
Volunteering,1.64,23.41,5.48,0.00,0.58,0.53,0.45,9.9,1.00,2.28
Travel Related to Leisure,3.32,24.75,11.75,0.00,2.51,0.07,0.70,51.1,2.78,3.87
Leisure,49.31,18.60,131.03,0.00,31.43,36.87,15.50,98.6,47.04,51.57
Working at Job,1.09,22.05,3.42,0.00,0.01,0.16,0.32,3.0,0.39,1.78
Educational Activities,0.01,23.41,0.04,0.00,0.00,0.01,0.01,0.3,,0.03
Commuting to Work or School,0.13,24.75,0.48,0.00,0.02,0.00,0.11,3.3,0.06,0.21
Work and Education,1.23,22.36,3.94,0.00,0.02,0.17,0.45,4.4,0.48,1.99
Total,168.00,18.83,451.97,0.00,60.40,71.58,35.48,,,
