time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.10,18.31,2.89,0.12,0.29,1.04,0.57,15.9,0.95,1.26
Food Cooking & Clean-up,0.82,18.40,2.15,0.06,0.34,0.77,0.30,20.7,0.70,0.93
"Pets, Home & Vehicles",1.31,20.06,3.76,0.07,0.50,1.04,0.56,15.4,1.14,1.49
Household Management,0.40,24.72,1.43,0.02,0.15,0.25,0.17,14.2,0.34,0.47
Shopping,1.28,18.13,3.31,0.04,0.68,0.03,0.19,24.8,1.10,1.45
Obtaining Services,0.02,21.87,0.06,0.00,0.01,0.01,0.01,0.6,,0.03
Travel for Household Activity,1.18,24.75,4.18,0.02,0.61,0.00,0.23,27.7,1.00,1.36
Household Production,6.11,20.34,17.77,0.33,2.57,3.13,2.04,58.4,5.66,6.57
Household Children,0.44,18.05,1.13,,0.12,0.34,0.01,6.6,0.32,0.56
Household Adults,0.10,17.91,0.25,0.01,0.08,0.04,0.01,3.1,0.06,0.14
Non-Household Members,0.48,18.09,1.24,0.02,0.24,0.08,0.03,11.2,0.37,0.60
Travel for Household Members,0.18,24.75,0.62,0.00,0.10,0.00,0.03,5.0,0.14,0.22
Travel for Non-Household Members,0.36,24.75,1.28,0.00,0.11,0.00,0.10,9.7,0.30,0.42
Caring and Helping,1.55,20.37,4.52,0.03,0.66,0.46,0.17,19.2,1.32,1.79
Eating & Drinking,6.61,18.25,17.23,0.22,3.11,4.06,1.34,96.3,6.41,6.81
Personal Health Care,0.26,17.95,0.67,0.01,0.07,0.12,0.16,3.3,0.14,0.38
Grooming,4.34,18.17,11.28,0.08,,,,83.2,4.20,4.49
Sleeping,67.48,18.58,179.09,,,,,99.9,66.74,68.21
"Private, Personal, or N/A",2.18,20.56,6.39,0.08,0.32,0.78,0.83,22.3,1.83,2.52
Personal Time,80.87,18.58,214.66,0.38,3.49,4.96,2.33,100.0,80.09,81.64
Socializing,6.22,20.35,18.08,0.17,1.95,2.47,1.04,47.0,5.79,6.65
Passive Leisure,30.25,17.40,75.17,1.33,5.67,26.44,16.68,93.2,27.29,33.20
Active Leisure,7.27,17.40,18.07,0.24,0.93,1.38,1.49,42.8,6.81,7.73
Attendance Leisure,1.39,17.40,3.46,0.03,0.38,0.06,0.15,8.2,1.07,1.72
Religious Activities,0.75,23.41,2.52,0.02,0.41,0.07,0.07,6.4,0.58,0.93
Volunteering,0.96,23.41,3.22,0.03,0.17,0.07,0.15,5.8,0.77,1.15
Travel Related to Leisure,3.70,24.75,13.07,0.07,1.36,0.03,0.85,66.0,3.18,4.21
Leisure,50.54,18.50,133.60,1.89,10.87,30.52,20.43,98.8,48.61,52.47
Working at Job,4.11,13.94,8.19,0.00,0.05,0.16,0.27,9.7,3.44,4.78
Educational Activities,23.04,23.41,77.03,0.33,0.51,5.29,5.22,52.7,21.85,24.22
Commuting to Work or School,1.78,24.75,6.28,0.01,0.32,0.02,0.84,43.4,1.50,2.06
Work and Education,28.92,22.14,91.50,0.35,0.88,5.46,6.33,61.0,27.16,30.69
Total,168.00,19.25,462.05,2.98,18.47,44.54,31.30,,,
