time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.99,18.31,13.05,3.14,2.09,4.90,2.31,42.5,3.77,6.20
Food Cooking & Clean-up,4.10,18.40,10.77,3.11,1.97,3.97,1.70,62.2,3.45,4.74
"Pets, Home & Vehicles",0.87,20.06,2.49,0.35,0.28,0.72,0.43,10.1,0.42,1.32
Household Management,0.56,24.72,1.99,0.32,0.27,0.35,0.19,16.8,0.36,0.77
Shopping,2.22,18.13,5.75,0.98,1.18,0.04,0.32,37.4,1.64,2.81
Obtaining Services,0.04,21.87,0.13,0.04,0.04,0.01,0.00,1.1,,0.11
Travel for Household Activity,1.55,24.75,5.47,0.74,0.98,0.04,0.28,41.8,1.18,1.92
Household Production,14.33,19.37,39.64,8.67,6.81,10.02,5.24,85.3,12.52,16.13
Household Children,16.87,18.05,43.50,,14.59,15.32,0.11,76.8,13.28,20.45
Household Adults,0.03,17.91,0.08,0.02,0.03,0.02,0.00,3.7,,0.06
Non-Household Members,1.20,18.09,3.10,0.69,1.09,0.22,0.03,15.1,0.28,2.12
Travel for Household Members,1.71,24.75,6.03,0.08,0.92,0.03,0.31,32.5,1.03,2.38
Travel for Non-Household Members,0.53,24.75,1.87,0.17,0.29,0.00,0.15,11.2,0.23,0.83
Caring and Helping,20.33,18.79,54.57,0.96,16.92,15.60,0.59,82.3,16.61,24.05
Eating & Drinking,6.00,18.25,15.63,3.49,3.97,3.47,0.72,93.0,5.19,6.80
Personal Health Care,0.61,17.95,1.57,0.22,0.21,0.28,0.38,4.6,0.11,1.11
Grooming,5.31,18.17,13.79,2.45,,,,83.7,4.65,5.97
Sleeping,64.02,18.58,169.93,,,,,99.8,62.01,66.03
"Private, Personal, or N/A",1.97,20.56,5.78,0.92,0.79,0.91,0.56,23.7,1.14,2.80
Personal Time,77.91,18.57,206.70,7.09,4.97,4.66,1.66,100.0,75.68,80.14
Socializing,5.33,20.35,15.51,2.30,3.06,2.14,0.29,38.8,3.93,6.74
Passive Leisure,17.47,17.40,43.42,8.87,8.94,15.12,5.91,84.6,15.11,19.83
Active Leisure,1.57,17.40,3.90,0.73,0.35,0.58,0.71,14.0,0.79,2.35
Attendance Leisure,1.22,17.40,3.04,0.41,0.34,0.06,0.21,6.9,0.51,1.94
Religious Activities,0.62,23.41,2.06,0.28,0.33,0.16,0.23,5.8,0.23,1.00
Volunteering,0.17,23.41,0.57,0.05,0.11,0.00,0.00,1.6,,0.38
Travel Related to Leisure,2.66,24.75,9.40,1.00,1.06,0.01,0.81,50.4,1.81,3.50
Leisure,29.04,18.78,77.89,13.63,14.18,18.08,8.17,94.5,26.02,32.06
Working at Job,20.31,12.15,35.27,0.63,1.49,1.38,1.54,46.7,16.68,23.95
Educational Activities,4.26,23.41,14.26,0.37,0.39,1.46,1.90,13.4,2.28,6.25
Commuting to Work or School,1.82,24.75,6.43,0.09,0.16,0.27,1.49,47.8,0.68,2.96
Work and Education,26.40,14.84,55.95,1.09,2.05,3.12,4.93,59.3,22.42,30.37
Total,168.00,18.12,434.76,31.44,44.93,51.48,20.59,,,
