time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.86,18.31,12.72,3.91,2.84,4.66,1.99,47.7,4.47,5.26
Food Cooking & Clean-up,5.73,18.40,15.05,4.68,3.59,5.50,2.09,76.1,5.39,6.07
"Pets, Home & Vehicles",0.99,20.06,2.85,0.78,0.71,0.80,0.26,14.8,0.81,1.17
Household Management,1.10,24.72,3.88,0.74,0.79,0.82,0.29,24.7,0.91,1.28
Shopping,2.80,18.13,7.26,1.94,2.18,0.07,0.55,41.8,2.52,3.08
Obtaining Services,0.12,21.87,0.37,0.09,0.08,0.08,0.02,2.6,0.04,0.19
Travel for Household Activity,1.95,24.75,6.90,1.29,1.48,0.02,0.43,44.4,1.74,2.16
Household Production,17.56,19.55,49.03,13.42,11.66,11.95,5.63,91.6,16.79,18.32
Household Children,20.95,18.05,54.03,,20.44,18.79,0.40,92.2,19.72,22.18
Household Adults,0.12,17.91,0.30,0.07,0.10,0.06,0.01,4.8,0.08,0.15
Non-Household Members,0.29,18.09,0.76,0.16,0.24,0.06,0.03,5.6,0.16,0.43
Travel for Household Members,1.91,24.75,6.75,0.08,1.41,0.03,0.49,41.0,1.71,2.11
Travel for Non-Household Members,0.19,24.75,0.67,0.12,0.14,0.00,0.03,4.4,0.13,0.25
Caring and Helping,23.46,18.65,62.51,0.43,22.32,18.94,0.95,93.1,22.23,24.69
Eating & Drinking,7.11,18.25,18.54,5.01,5.64,4.37,0.72,95.6,6.85,7.37
Personal Health Care,0.58,17.95,1.50,0.18,0.25,0.17,0.24,6.0,0.39,0.78
Grooming,4.62,18.17,11.99,2.26,,,,81.8,4.46,4.78
Sleeping,58.53,18.58,155.36,,,,,99.9,57.68,59.39
"Private, Personal, or N/A",1.97,20.56,5.77,1.32,0.96,0.82,0.42,26.2,1.70,2.23
Personal Time,72.81,18.57,193.16,8.77,6.85,5.37,1.38,100.0,71.96,73.67
Socializing,4.74,20.35,13.77,3.46,4.24,2.10,0.11,39.0,4.21,5.27
Passive Leisure,12.91,17.40,32.08,7.63,10.51,12.02,2.30,82.9,11.99,13.83
Active Leisure,1.31,17.40,3.26,0.89,0.93,0.28,0.25,15.2,1.08,1.54
Attendance Leisure,0.56,17.40,1.39,0.42,0.50,0.01,0.03,3.4,0.39,0.73
Religious Activities,0.60,23.41,2.00,0.42,0.54,0.08,0.04,5.5,0.47,0.73
Volunteering,0.29,23.41,0.97,0.15,0.19,0.05,0.05,3.1,0.20,0.38
Travel Related to Leisure,1.89,24.75,6.67,1.25,1.49,0.02,0.31,41.0,1.62,2.15
Leisure,22.29,18.89,60.15,14.21,18.39,14.57,3.10,94.2,20.76,23.83
Working at Job,29.44,32.17,135.31,2.57,1.72,4.32,4.83,58.4,27.81,31.07
Educational Activities,0.44,23.41,1.47,0.17,0.15,0.38,0.28,2.3,0.30,0.58
Commuting to Work or School,1.99,24.75,7.05,0.12,0.23,0.01,1.69,44.3,1.79,2.19
Work and Education,31.88,31.58,143.82,2.87,2.10,4.71,6.81,60.0,30.18,33.57
Total,168.00,21.19,508.68,39.70,61.32,55.54,17.87,,,
