time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.31,18.31,3.43,0.02,0.54,1.29,0.77,15.5,1.09,1.54
Food Cooking & Clean-up,2.08,18.40,5.47,0.04,1.13,2.02,0.94,40.3,1.89,2.28
"Pets, Home & Vehicles",6.33,20.06,18.14,0.04,1.67,5.78,4.57,44.5,5.66,7.00
Household Management,1.12,24.72,3.94,0.01,0.57,0.82,0.50,21.8,0.89,1.34
Shopping,1.99,18.13,5.16,0.01,1.17,0.07,0.74,35.4,1.76,2.23
Obtaining Services,0.15,21.87,0.47,0.00,0.06,0.05,0.06,2.8,0.09,0.21
Travel for Household Activity,2.22,24.75,7.85,0.02,1.18,0.02,0.99,40.5,1.99,2.45
Household Production,15.20,20.47,44.46,0.13,6.31,10.04,8.56,79.2,14.45,15.95
Household Children,0.06,18.05,0.15,,0.06,0.06,0.00,0.7,0.01,0.11
Household Adults,0.15,17.91,0.38,0.00,0.11,0.06,0.03,5.0,0.09,0.21
Non-Household Members,0.81,18.09,2.09,0.00,0.66,0.20,0.06,8.8,0.58,1.04
Travel for Household Members,0.14,24.75,0.51,0.00,0.09,0.00,0.05,3.1,0.09,0.20
Travel for Non-Household Members,0.29,24.75,1.03,0.00,0.13,0.00,0.11,7.0,0.23,0.35
Caring and Helping,1.45,20.06,4.16,0.00,1.05,0.32,0.25,13.8,1.15,1.76
Eating & Drinking,8.24,18.25,21.47,0.07,4.96,4.78,2.12,96.1,7.90,8.58
Personal Health Care,0.57,17.95,1.46,0.00,0.17,0.24,0.28,5.3,0.32,0.82
Grooming,4.14,18.17,10.74,0.03,,,,80.5,3.98,4.30
Sleeping,56.43,18.58,149.77,,,,,99.9,55.77,57.09
"Private, Personal, or N/A",1.50,20.56,4.41,0.01,0.38,0.62,0.67,17.9,1.24,1.76
Personal Time,70.88,18.55,187.87,0.11,5.52,5.64,3.07,100.0,70.20,71.55
Socializing,3.87,20.35,11.24,0.05,3.22,1.87,0.14,33.5,3.49,4.24
Passive Leisure,23.94,17.40,59.49,0.21,14.45,22.80,9.07,92.8,22.81,25.07
Active Leisure,2.43,17.40,6.05,0.04,0.74,0.46,1.05,19.3,2.06,2.80
Attendance Leisure,0.75,17.40,1.87,0.01,0.59,0.03,0.06,3.7,0.51,1.00
Religious Activities,0.67,23.41,2.24,0.01,0.48,0.14,0.14,5.5,0.50,0.84
Volunteering,0.85,23.41,2.85,0.00,0.24,0.17,0.18,5.3,0.62,1.08
Travel Related to Leisure,2.60,24.75,9.19,0.00,1.37,0.04,1.07,48.1,2.26,2.93
Leisure,35.11,18.53,92.92,0.32,21.09,25.51,11.70,97.7,34.00,36.22
Working at Job,41.61,37.57,223.29,0.07,0.94,4.30,8.01,70.7,40.27,42.94
Educational Activities,0.15,23.41,0.51,0.00,0.01,0.14,0.13,0.8,0.06,0.25
Commuting to Work or School,3.61,24.75,12.75,0.00,0.22,0.04,3.17,59.1,3.35,3.86
Work and Education,45.36,36.50,236.54,0.07,1.18,4.48,11.31,71.8,43.93,46.80
Total,168.00,23.58,565.95,0.63,35.15,46.00,34.89,,,
