time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.64,18.31,22.60,0.00,2.31,8.49,6.28,64.3,8.36,8.92
Food Cooking & Clean-up,7.97,18.40,20.94,0.01,3.03,7.77,4.89,80.9,7.68,8.26
"Pets, Home & Vehicles",3.84,20.06,11.01,0.00,1.52,3.45,2.26,34.9,3.62,4.07
Household Management,2.24,24.72,7.91,0.00,0.89,1.95,1.31,33.9,2.07,2.41
Shopping,3.56,18.13,9.21,0.00,1.83,0.14,1.51,44.0,3.31,3.80
Obtaining Services,0.21,21.87,0.65,0.00,0.11,0.13,0.07,4.5,0.17,0.24
Travel for Household Activity,2.41,24.75,8.53,0.00,1.46,0.03,0.90,47.1,2.28,2.55
Household Production,28.87,19.61,80.87,0.02,11.15,21.95,17.22,95.1,28.39,29.35
Household Children,0.03,18.05,0.08,,0.03,0.03,0.00,0.1,0.01,0.05
Household Adults,0.76,17.91,1.95,0.00,0.68,0.52,0.08,9.3,0.61,0.91
Non-Household Members,2.15,18.09,5.55,0.00,1.88,1.04,0.14,16.3,1.92,2.38
Travel for Household Members,0.14,24.75,0.50,0.00,0.12,0.00,0.02,3.4,0.11,0.17
Travel for Non-Household Members,0.54,24.75,1.92,0.00,0.32,0.00,0.17,11.5,0.46,0.63
Caring and Helping,3.63,19.31,10.00,0.00,3.03,1.60,0.41,24.1,3.25,4.00
Eating & Drinking,9.34,18.25,24.36,0.01,7.58,7.10,1.36,98.4,9.07,9.62
Personal Health Care,1.91,17.95,4.89,0.00,0.73,0.97,0.87,20.8,1.74,2.08
Grooming,5.11,18.17,13.26,0.00,,,,78.3,4.99,5.22
Sleeping,62.14,18.58,164.92,,,,,99.9,61.71,62.56
"Private, Personal, or N/A",2.68,20.56,7.86,0.00,0.81,0.89,0.76,32.2,2.52,2.83
Personal Time,81.17,18.57,215.29,0.01,9.12,8.95,2.99,100.0,80.78,81.56
Socializing,6.27,20.35,18.23,0.00,4.70,3.48,0.75,50.3,5.96,6.59
Passive Leisure,38.17,17.40,94.88,0.02,23.09,36.93,14.75,97.2,37.29,39.06
Active Leisure,1.92,17.40,4.77,0.00,0.78,0.49,0.73,21.6,1.55,2.29
Attendance Leisure,0.86,17.40,2.14,0.00,0.63,0.05,0.08,4.9,0.66,1.07
Religious Activities,1.68,23.41,5.61,0.00,0.93,0.55,0.49,16.5,1.57,1.79
Volunteering,1.73,23.41,5.77,0.00,0.46,0.67,0.67,10.4,1.53,1.93
Travel Related to Leisure,2.97,24.75,10.50,0.00,2.14,0.03,0.69,49.2,2.70,3.24
Leisure,53.60,18.53,141.91,0.03,32.73,42.20,18.15,99.3,52.99,54.21
Working at Job,0.64,20.01,1.82,0.00,0.05,0.21,0.14,2.0,0.48,0.80
Educational Activities,0.03,23.41,0.10,0.00,0.01,0.02,0.02,0.2,,0.05
Commuting to Work or School,0.07,24.75,0.24,0.00,0.02,0.00,0.04,2.1,0.06,0.08
Work and Education,0.74,20.59,2.16,0.00,0.08,0.23,0.21,3.2,0.57,0.90
Total,168.00,18.76,450.22,0.06,56.10,74.94,38.98,,,
