time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.40,18.31,3.66,0.00,0.55,1.35,0.83,17.3,1.22,1.59
Food Cooking & Clean-up,2.34,18.40,6.16,0.00,1.27,2.27,1.06,45.0,2.16,2.53
"Pets, Home & Vehicles",6.36,20.06,18.22,0.00,1.58,5.79,4.62,43.3,5.73,6.99
Household Management,1.06,24.72,3.75,0.00,0.42,0.86,0.60,21.7,0.93,1.20
Shopping,1.75,18.13,4.55,0.00,0.88,0.05,0.81,33.4,1.61,1.90
Obtaining Services,0.12,21.87,0.37,0.00,0.03,0.05,0.06,2.9,0.08,0.16
Travel for Household Activity,1.91,24.75,6.75,0.00,0.78,0.02,1.09,37.5,1.74,2.07
Household Production,14.95,20.35,43.47,0.00,5.51,10.39,9.07,80.6,14.22,15.68
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.16,17.91,0.41,0.00,0.12,0.08,0.04,6.3,0.11,0.21
Non-Household Members,0.82,18.09,2.11,0.00,0.60,0.30,0.10,8.8,0.65,0.98
Travel for Household Members,0.15,24.75,0.53,0.00,0.10,0.00,0.05,3.6,0.10,0.19
Travel for Non-Household Members,0.31,24.75,1.10,0.00,0.16,0.00,0.13,6.5,0.25,0.38
Caring and Helping,1.44,20.20,4.15,0.00,0.98,0.38,0.32,14.1,1.20,1.68
Eating & Drinking,8.82,18.25,22.99,0.00,5.21,5.47,2.59,97.0,8.56,9.08
Personal Health Care,0.64,17.95,1.63,0.00,0.17,0.35,0.36,7.9,0.46,0.82
Grooming,4.20,18.17,10.91,0.00,,,,80.3,4.07,4.34
Sleeping,56.24,18.58,149.27,,,,,99.9,55.49,56.99
"Private, Personal, or N/A",1.45,20.56,4.27,0.00,0.34,0.55,0.63,20.2,1.26,1.65
Personal Time,71.35,18.55,189.08,0.00,5.72,6.37,3.57,100.0,70.56,72.14
Socializing,3.69,20.35,10.74,0.00,2.99,1.78,0.17,34.6,3.39,4.00
Passive Leisure,24.23,17.40,60.23,0.01,13.14,22.99,10.76,93.5,23.52,24.95
Active Leisure,1.91,17.40,4.75,0.00,0.56,0.40,0.91,18.0,1.70,2.13
Attendance Leisure,0.71,17.40,1.77,0.00,0.52,0.03,0.10,3.6,0.53,0.89
Religious Activities,0.79,23.41,2.64,0.00,0.48,0.19,0.24,7.6,0.68,0.90
Volunteering,0.83,23.41,2.78,0.00,0.25,0.23,0.23,6.4,0.69,0.98
Travel Related to Leisure,2.59,24.75,9.17,0.00,1.44,0.03,1.04,45.6,2.28,2.90
Leisure,34.76,18.54,92.07,0.01,19.38,25.64,13.45,97.5,33.94,35.59
Working at Job,42.06,37.50,225.30,0.00,1.59,6.71,11.80,73.9,40.90,43.22
Educational Activities,0.07,23.41,0.22,0.00,0.00,0.06,0.06,0.2,,0.17
Commuting to Work or School,3.37,24.75,11.90,0.00,0.22,0.05,3.05,57.6,3.15,3.59
Work and Education,45.50,36.53,237.43,0.00,1.81,6.82,14.91,74.5,44.20,46.79
Total,168.00,23.59,566.20,0.01,33.40,49.61,41.32,,,
