time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.36,18.31,11.41,0.04,0.22,4.23,4.07,40.7,3.96,4.76
Food Cooking & Clean-up,2.84,18.40,7.46,0.06,0.31,2.61,2.33,56.7,2.61,3.07
"Pets, Home & Vehicles",2.65,20.06,7.60,0.05,0.23,2.07,2.29,35.9,2.31,3.00
Household Management,1.05,24.72,3.72,0.00,0.09,0.86,0.88,27.6,0.93,1.18
Shopping,2.68,18.13,6.93,0.01,0.53,0.14,1.81,42.9,2.45,2.90
Obtaining Services,0.21,21.87,0.65,0.00,0.01,0.08,0.12,4.1,0.15,0.26
Travel for Household Activity,2.11,24.75,7.46,0.01,0.27,0.02,1.62,47.2,1.89,2.33
Household Production,15.90,19.91,45.23,0.17,1.67,10.00,13.14,87.6,15.11,16.69
Household Children,0.09,18.05,0.23,,0.08,0.06,0.00,0.8,0.02,0.16
Household Adults,0.01,17.91,0.02,0.00,0.01,0.01,0.00,0.3,,0.02
Non-Household Members,1.23,18.09,3.17,0.00,0.87,0.33,0.13,15.2,0.94,1.51
Travel for Household Members,0.04,24.75,0.13,0.00,0.03,0.00,0.01,0.7,,0.08
Travel for Non-Household Members,0.60,24.75,2.12,0.00,0.18,0.01,0.28,12.4,0.48,0.72
Caring and Helping,1.96,20.25,5.67,0.00,1.17,0.40,0.42,16.1,1.52,2.40
Eating & Drinking,6.54,18.25,17.06,0.03,1.00,3.26,3.55,92.3,6.18,6.91
Personal Health Care,1.24,17.95,3.19,0.00,0.05,0.56,0.86,12.6,0.94,1.54
Grooming,6.20,18.17,16.09,0.02,,,,87.9,6.00,6.40
Sleeping,57.68,18.58,153.09,,,,,99.8,56.78,58.58
"Private, Personal, or N/A",2.12,20.56,6.22,0.01,0.12,0.82,1.30,28.9,1.82,2.41
Personal Time,73.78,18.56,195.65,0.06,1.17,4.64,5.71,100.0,72.87,74.69
Socializing,5.37,20.35,15.60,0.01,2.07,1.80,1.21,44.3,4.93,5.81
Passive Leisure,21.80,17.40,54.19,0.10,1.36,20.01,18.92,90.8,20.92,22.68
Active Leisure,1.60,17.40,3.97,0.00,0.14,0.35,0.88,17.7,1.39,1.81
Attendance Leisure,0.79,17.40,1.95,0.00,0.22,0.02,0.15,4.4,0.60,0.97
Religious Activities,0.85,23.41,2.83,0.02,0.12,0.27,0.50,8.7,0.71,0.99
Volunteering,0.73,23.41,2.45,0.00,0.10,0.24,0.25,5.1,0.47,1.00
Travel Related to Leisure,2.65,24.75,9.38,0.01,0.45,0.02,1.60,49.1,2.29,3.02
Leisure,33.79,18.73,90.39,0.14,4.45,22.72,23.52,97.3,32.71,34.87
Working at Job,39.16,31.50,176.25,0.00,0.14,5.71,8.73,70.0,37.88,40.44
Educational Activities,0.60,23.41,2.02,0.00,0.02,0.53,0.55,1.7,,1.25
Commuting to Work or School,2.80,24.75,9.90,0.00,0.02,0.03,2.58,56.1,2.52,3.08
Work and Education,42.57,30.94,188.17,0.00,0.17,6.26,11.87,71.3,41.24,43.89
Total,168.00,21.88,525.11,0.38,8.62,44.03,54.65,,,
