time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.25,18.31,3.28,0.00,0.23,1.20,0.88,13.8,0.82,1.69
Food Cooking & Clean-up,1.65,18.40,4.33,0.00,0.39,1.48,0.94,35.3,1.36,1.94
"Pets, Home & Vehicles",1.44,20.06,4.14,0.00,0.38,1.25,0.78,14.5,0.95,1.94
Household Management,0.67,24.72,2.38,0.00,0.14,0.44,0.31,15.0,0.46,0.89
Shopping,1.43,18.13,3.69,0.00,0.42,0.04,0.42,30.2,1.00,1.85
Obtaining Services,0.06,21.87,0.20,0.00,0.00,0.02,0.05,1.1,,0.13
Travel for Household Activity,1.63,24.75,5.77,0.00,0.34,0.01,0.77,35.1,1.31,1.96
Household Production,8.14,20.46,23.79,0.00,1.89,4.44,4.14,68.1,6.88,9.41
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.11,17.91,0.28,0.00,0.06,0.05,0.02,4.3,0.03,0.19
Non-Household Members,0.55,18.09,1.43,0.01,0.28,0.17,0.07,12.5,0.33,0.78
Travel for Household Members,0.13,24.75,0.45,0.00,0.04,0.00,0.05,2.4,0.04,0.21
Travel for Non-Household Members,0.43,24.75,1.51,0.00,0.04,0.00,0.19,11.1,0.31,0.54
Caring and Helping,1.22,21.11,3.67,0.01,0.42,0.22,0.33,15.8,0.89,1.54
Eating & Drinking,7.70,18.25,20.07,0.00,2.21,4.45,2.48,96.1,7.21,8.19
Personal Health Care,0.23,17.95,0.58,0.00,0.01,0.07,0.16,3.0,0.09,0.36
Grooming,3.82,18.17,9.91,0.00,,,,76.4,3.39,4.24
Sleeping,65.59,18.58,174.08,,,,,100.0,63.78,67.39
"Private, Personal, or N/A",3.14,20.56,9.23,0.00,0.30,1.46,1.64,24.0,2.10,4.18
Personal Time,80.47,18.60,213.87,0.00,2.53,5.98,4.27,100.0,78.76,82.18
Socializing,7.44,20.35,21.64,0.00,1.65,2.21,0.96,42.4,5.11,9.78
Passive Leisure,30.56,17.40,75.95,0.00,4.32,26.48,20.50,89.9,28.54,32.58
Active Leisure,4.73,17.40,11.75,0.00,0.49,0.53,1.49,31.5,3.82,5.64
Attendance Leisure,1.17,17.40,2.91,0.00,0.28,0.03,0.12,6.1,0.72,1.62
Religious Activities,0.59,23.41,1.98,0.00,0.13,0.03,0.12,4.8,0.33,0.85
Volunteering,0.64,23.41,2.15,0.00,0.05,0.11,0.21,4.8,0.31,0.98
Travel Related to Leisure,3.75,24.75,13.26,0.00,0.48,0.04,1.62,60.1,3.00,4.50
Leisure,48.88,18.56,129.64,0.01,7.40,29.42,25.01,97.3,46.43,51.34
Working at Job,7.68,15.75,17.28,0.00,0.42,0.44,0.74,16.9,5.71,9.65
Educational Activities,19.52,23.41,65.26,0.00,0.50,8.38,10.84,46.7,16.81,22.23
Commuting to Work or School,2.09,24.75,7.39,0.00,0.07,0.01,1.87,42.2,1.74,2.44
Work and Education,29.29,21.49,89.93,0.00,0.98,8.83,13.44,61.9,26.82,31.75
Total,168.00,19.20,460.90,0.02,13.21,48.89,47.19,,,
