time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,10.00,18.31,26.16,0.02,1.55,9.61,8.18,66.4,8.51,11.49
Food Cooking & Clean-up,8.33,18.40,21.89,0.05,2.17,8.16,6.08,81.4,6.90,9.76
"Pets, Home & Vehicles",5.24,20.06,15.01,0.00,1.63,4.68,3.54,43.1,3.61,6.87
Household Management,1.55,24.72,5.47,0.03,0.68,1.12,0.82,27.4,1.03,2.07
Shopping,4.45,18.13,11.54,0.00,2.49,0.05,1.88,45.4,3.47,5.44
Obtaining Services,0.48,21.87,1.50,0.00,0.03,0.26,0.21,6.9,0.06,0.90
Travel for Household Activity,2.58,24.75,9.13,0.01,1.42,0.01,1.10,48.5,1.96,3.21
Household Production,32.63,19.46,90.70,0.11,9.97,23.90,21.83,96.9,29.75,35.51
Household Children,0.04,18.05,0.10,,0.04,0.03,0.00,1.0,,0.09
Household Adults,0.13,17.91,0.33,0.00,0.03,0.04,0.09,7.2,0.04,0.22
Non-Household Members,4.63,18.09,11.96,0.00,4.13,2.24,0.30,26.6,2.73,6.53
Travel for Household Members,0.18,24.75,0.65,0.00,0.12,0.01,0.05,4.6,0.06,0.30
Travel for Non-Household Members,1.08,24.75,3.81,0.01,0.80,0.01,0.27,17.0,0.64,1.52
Caring and Helping,6.06,19.47,16.85,0.01,5.12,2.32,0.71,32.8,4.07,8.05
Eating & Drinking,7.80,18.25,20.34,0.03,5.77,5.55,1.87,96.9,6.94,8.67
Personal Health Care,0.89,17.95,2.29,0.00,0.04,0.13,0.51,12.8,0.49,1.30
Grooming,5.39,18.17,13.99,0.00,,,,79.7,4.81,5.97
Sleeping,61.34,18.58,162.82,,,,,100.0,59.57,63.12
"Private, Personal, or N/A",1.62,20.56,4.76,0.03,0.21,0.66,0.81,24.9,0.97,2.27
Personal Time,77.05,18.55,204.21,0.07,6.01,6.34,3.19,100.0,74.97,79.13
Socializing,7.67,20.35,22.29,0.00,6.20,4.17,0.93,51.8,6.15,9.19
Passive Leisure,30.59,17.40,76.03,0.05,15.01,29.55,15.33,95.6,28.01,33.18
Active Leisure,2.48,17.40,6.16,0.00,1.01,0.61,1.07,22.2,1.64,3.32
Attendance Leisure,1.17,17.40,2.90,0.00,0.55,0.43,0.44,5.8,0.28,2.06
Religious Activities,1.18,23.41,3.95,0.03,0.47,0.60,0.53,12.5,0.69,1.68
Volunteering,1.45,23.41,4.83,0.00,0.30,0.63,0.76,9.2,0.63,2.26
Travel Related to Leisure,3.14,24.75,11.09,0.01,2.27,0.02,0.83,47.9,2.24,4.04
Leisure,47.67,18.69,127.27,0.09,25.81,36.01,19.88,99.0,45.18,50.16
Working at Job,3.93,21.43,12.03,0.00,0.46,0.88,0.63,10.2,2.16,5.70
Educational Activities,0.22,23.41,0.72,0.06,0.04,0.22,0.18,1.2,,0.46
Commuting to Work or School,0.44,24.75,1.57,0.00,0.16,0.00,0.28,8.9,0.16,0.72
Work and Education,4.59,21.84,14.31,0.06,0.65,1.09,1.10,12.8,2.66,6.52
Total,168.00,18.89,453.33,0.33,47.57,69.66,46.70,,,
