time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.29,18.31,16.44,0.00,1.71,6.26,4.52,44.6,4.50,8.07
Food Cooking & Clean-up,5.65,18.40,14.84,0.00,2.17,5.53,3.42,63.4,4.17,7.13
"Pets, Home & Vehicles",2.23,20.06,6.39,0.00,0.72,2.07,1.49,30.3,1.50,2.96
Household Management,1.52,24.72,5.37,0.00,0.48,1.16,1.02,21.1,0.63,2.41
Shopping,3.04,18.13,7.87,0.00,2.13,0.02,0.75,34.5,1.91,4.16
Obtaining Services,0.29,21.87,0.91,0.00,0.06,0.27,0.22,4.4,,0.59
Travel for Household Activity,2.29,24.75,8.10,0.00,1.57,0.00,0.52,37.6,1.63,2.96
Household Production,21.30,19.69,59.92,0.00,8.84,15.32,11.94,83.5,16.70,25.90
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.49,17.91,1.26,0.00,0.38,0.16,0.09,9.9,0.16,0.82
Non-Household Members,2.57,18.09,6.65,0.00,2.28,1.73,0.12,15.8,1.13,4.02
Travel for Household Members,0.45,24.75,1.61,0.00,0.39,0.01,0.07,6.8,0.16,0.75
Travel for Non-Household Members,0.46,24.75,1.63,0.00,0.25,0.00,0.19,8.7,0.16,0.76
Caring and Helping,3.98,19.60,11.14,0.00,3.30,1.90,0.46,23.0,2.26,5.70
Eating & Drinking,6.87,18.25,17.90,0.00,5.20,5.67,1.54,97.7,5.75,7.99
Personal Health Care,5.12,17.95,13.13,0.00,1.29,3.71,3.21,38.6,3.53,6.71
Grooming,4.17,18.17,10.83,0.00,,,,66.5,3.32,5.02
Sleeping,68.43,18.58,181.63,,,,,100.0,63.47,73.39
"Private, Personal, or N/A",1.55,20.56,4.54,0.00,0.49,0.52,0.70,21.2,1.13,1.97
Personal Time,86.14,18.53,228.04,0.00,6.98,9.90,5.46,100.0,82.85,89.42
Socializing,6.47,20.35,18.80,0.00,4.91,4.16,0.89,51.4,4.58,8.36
Passive Leisure,43.64,17.40,108.48,0.00,23.97,42.28,18.59,95.0,37.40,49.89
Active Leisure,0.27,17.40,0.68,0.00,0.14,0.12,0.13,4.9,0.08,0.47
Attendance Leisure,0.32,17.40,0.79,0.00,0.23,0.12,0.00,2.3,0.04,0.60
Religious Activities,1.22,23.41,4.08,0.00,0.98,0.23,0.16,8.1,0.53,1.91
Volunteering,0.47,23.41,1.59,0.00,0.06,0.16,0.19,2.9,0.08,0.86
Travel Related to Leisure,2.26,24.75,7.98,0.00,1.79,0.00,0.25,35.2,1.40,3.11
Leisure,54.66,18.24,142.39,0.00,32.07,47.08,20.21,97.4,50.53,58.78
Working at Job,1.07,0.00,0.00,0.00,0.00,0.05,0.05,3.1,0.15,1.99
Educational Activities,0.68,23.41,2.28,0.00,0.00,0.68,0.68,2.1,,1.67
Commuting to Work or School,0.17,24.75,0.60,0.00,0.02,0.00,0.15,3.0,,0.40
Work and Education,1.92,10.48,2.88,0.00,0.02,0.73,0.89,5.7,0.44,3.41
Total,168.00,18.52,444.37,0.00,51.21,74.94,38.95,,,
