time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.91,18.31,18.07,0.04,1.57,6.71,5.27,57.1,5.83,7.98
Food Cooking & Clean-up,5.27,18.40,13.85,0.05,2.12,5.10,3.04,71.3,4.64,5.90
"Pets, Home & Vehicles",4.03,20.06,11.54,0.00,1.38,3.42,2.62,42.3,3.26,4.80
Household Management,1.88,24.72,6.65,0.00,0.68,1.50,1.19,35.4,1.39,2.38
Shopping,3.61,18.13,9.35,0.00,1.39,0.11,1.99,48.2,3.04,4.17
Obtaining Services,0.38,21.87,1.20,0.00,0.17,0.12,0.12,7.3,0.10,0.67
Travel for Household Activity,2.38,24.75,8.42,0.01,0.93,0.03,1.37,53.2,2.01,2.75
Household Production,24.47,19.77,69.09,0.11,8.23,16.99,15.61,95.6,22.49,26.44
Household Children,0.10,18.05,0.25,,0.09,0.08,0.01,0.6,,0.22
Household Adults,0.57,17.91,1.46,0.01,0.54,0.42,0.02,7.4,,1.14
Non-Household Members,2.36,18.09,6.11,0.00,1.98,0.75,0.13,18.5,1.46,3.27
Travel for Household Members,0.17,24.75,0.61,0.00,0.11,0.00,0.06,3.9,0.04,0.30
Travel for Non-Household Members,0.49,24.75,1.75,0.00,0.25,0.01,0.17,13.7,0.33,0.66
Caring and Helping,3.70,19.26,10.17,0.01,2.96,1.26,0.40,24.9,2.46,4.93
Eating & Drinking,7.78,18.25,20.28,0.02,5.47,4.66,1.46,97.0,7.19,8.37
Personal Health Care,1.67,17.95,4.28,0.00,0.86,1.11,0.60,13.3,0.41,2.93
Grooming,5.78,18.17,15.00,0.01,,,,86.8,5.31,6.25
Sleeping,59.94,18.58,159.09,,,,,100.0,58.38,61.50
"Private, Personal, or N/A",1.94,20.56,5.69,0.00,0.39,0.53,0.63,26.6,1.39,2.49
Personal Time,77.11,18.55,204.35,0.03,6.71,6.30,2.70,100.0,75.28,78.93
Socializing,5.90,20.35,17.14,0.03,4.39,2.90,0.57,52.1,4.98,6.81
Passive Leisure,23.04,17.40,57.27,0.13,13.83,22.21,8.98,90.9,21.29,24.80
Active Leisure,2.34,17.40,5.83,0.00,1.14,0.78,0.83,23.5,1.64,3.05
Attendance Leisure,0.74,17.40,1.84,0.00,0.57,0.07,0.11,4.4,0.41,1.07
Religious Activities,1.26,23.41,4.22,0.02,0.67,0.34,0.43,10.7,0.91,1.61
Volunteering,1.43,23.41,4.80,0.00,0.45,0.52,0.51,8.7,0.78,2.09
Travel Related to Leisure,3.35,24.75,11.84,0.01,2.25,0.02,0.95,52.7,2.62,4.07
Leisure,38.06,18.93,102.92,0.18,23.31,26.83,12.37,98.6,35.90,40.23
Working at Job,22.70,21.35,69.22,0.00,0.77,4.14,4.03,55.3,20.01,25.39
Educational Activities,0.15,23.41,0.50,0.00,0.01,0.11,0.14,0.9,,0.37
Commuting to Work or School,1.81,24.75,6.42,0.00,0.12,0.01,1.60,42.2,1.34,2.29
Work and Education,24.67,21.61,76.15,0.00,0.90,4.26,5.77,56.6,21.79,27.54
Total,168.00,19.28,462.68,0.33,42.11,55.64,36.85,,,
