time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.77,18.31,15.09,0.02,0.15,5.57,5.41,46.1,5.12,6.41
Food Cooking & Clean-up,4.22,18.40,11.09,0.02,0.33,4.05,3.81,68.5,3.80,4.64
"Pets, Home & Vehicles",2.11,20.06,6.06,0.00,0.12,1.89,1.92,26.2,1.79,2.44
Household Management,1.43,24.72,5.07,0.00,0.10,1.25,1.22,23.1,1.11,1.76
Shopping,1.72,18.13,4.47,0.00,0.42,0.14,0.93,26.3,1.50,1.95
Obtaining Services,0.16,21.87,0.50,0.00,0.00,0.13,0.08,3.4,0.09,0.24
Travel for Household Activity,1.35,24.75,4.78,0.00,0.32,0.02,0.77,29.1,1.06,1.65
Household Production,16.78,19.64,47.07,0.05,1.45,13.06,14.13,86.2,15.78,17.77
Household Children,0.02,18.05,0.06,,0.02,0.02,0.00,0.3,,0.05
Household Adults,0.02,17.91,0.04,0.00,0.02,0.02,0.00,0.3,,0.05
Non-Household Members,1.70,18.09,4.39,0.00,1.25,0.80,0.17,13.8,1.14,2.25
Travel for Household Members,0.01,24.75,0.03,0.00,0.01,0.00,0.00,0.2,,0.02
Travel for Non-Household Members,0.36,24.75,1.29,0.00,0.15,0.01,0.14,9.0,0.26,0.47
Caring and Helping,2.11,19.26,5.80,0.00,1.44,0.84,0.31,14.3,1.49,2.72
Eating & Drinking,6.28,18.25,16.38,0.01,0.89,5.39,4.61,95.9,5.94,6.63
Personal Health Care,4.82,17.95,12.37,0.00,0.34,3.57,3.59,43.7,4.08,5.57
Grooming,4.89,18.17,12.70,0.01,,,,73.1,4.59,5.19
Sleeping,68.88,18.58,182.82,,,,,99.5,67.02,70.74
"Private, Personal, or N/A",2.20,20.56,6.47,0.00,0.27,0.85,0.97,24.9,1.88,2.53
Personal Time,87.08,18.55,230.73,0.02,1.50,9.80,9.17,100.0,85.31,88.85
Socializing,6.15,20.35,17.88,0.01,3.06,3.63,1.35,44.8,5.56,6.74
Passive Leisure,50.64,17.40,125.86,0.07,2.78,48.94,46.14,96.3,48.87,52.40
Active Leisure,0.71,17.40,1.76,0.00,0.04,0.36,0.54,9.4,0.54,0.87
Attendance Leisure,0.34,17.40,0.85,0.00,0.07,0.06,0.12,1.9,0.17,0.52
Religious Activities,1.87,23.41,6.24,0.00,0.33,0.90,1.12,14.8,1.52,2.21
Volunteering,0.45,23.41,1.49,0.00,0.02,0.16,0.18,2.5,0.26,0.63
Travel Related to Leisure,1.46,24.75,5.18,0.00,0.53,0.03,0.58,29.0,1.18,1.75
Leisure,61.61,18.09,159.26,0.09,6.83,54.08,50.02,98.3,59.96,63.27
Working at Job,0.31,14.88,0.66,0.00,0.01,0.07,0.08,0.7,0.05,0.57
Educational Activities,0.04,23.41,0.12,0.00,0.00,0.04,0.04,0.2,,0.08
Commuting to Work or School,0.07,24.75,0.26,0.00,0.00,0.00,0.06,1.0,0.01,0.14
Work and Education,0.42,17.36,1.04,0.00,0.01,0.11,0.18,1.4,0.14,0.70
Total,168.00,18.50,443.90,0.16,11.24,77.89,73.82,,,
