time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.24,18.31,21.55,4.78,2.83,8.15,5.37,67.9,7.61,8.87
Food Cooking & Clean-up,7.71,18.40,20.27,5.63,4.02,7.63,3.56,84.5,7.31,8.12
"Pets, Home & Vehicles",2.40,20.06,6.87,1.56,1.28,2.08,1.09,30.2,2.10,2.70
Household Management,1.53,24.72,5.40,0.86,0.82,1.17,0.64,34.8,1.34,1.72
Shopping,3.95,18.13,10.24,1.81,2.30,0.11,1.46,54.5,3.64,4.27
Obtaining Services,0.14,21.87,0.44,0.04,0.04,0.08,0.08,3.6,0.06,0.22
Travel for Household Activity,2.49,24.75,8.80,1.21,1.52,0.03,0.93,57.1,2.30,2.68
Household Production,26.46,19.46,73.58,15.88,12.80,19.24,13.12,97.2,25.61,27.32
Household Children,9.87,18.05,25.46,,9.21,7.02,0.43,80.7,9.32,10.42
Household Adults,0.20,17.91,0.52,0.09,0.16,0.12,0.03,6.3,0.14,0.27
Non-Household Members,0.45,18.09,1.16,0.21,0.35,0.11,0.02,11.2,0.32,0.58
Travel for Household Members,2.32,24.75,8.19,0.06,1.62,0.04,0.68,51.8,2.03,2.60
Travel for Non-Household Members,0.30,24.75,1.06,0.13,0.19,0.00,0.08,9.5,0.22,0.38
Caring and Helping,13.14,19.39,36.39,0.49,11.52,7.29,1.23,82.8,12.35,13.93
Eating & Drinking,7.60,18.25,19.82,5.09,6.01,5.00,0.93,96.7,7.35,7.85
Personal Health Care,0.59,17.95,1.52,0.14,0.17,0.22,0.33,7.0,0.42,0.77
Grooming,5.07,18.17,13.16,2.26,,,,85.9,4.87,5.26
Sleeping,59.32,18.58,157.44,,,,,100.0,58.64,60.00
"Private, Personal, or N/A",2.24,20.56,6.57,1.24,0.99,0.95,0.54,32.1,1.96,2.52
Personal Time,74.82,18.57,198.51,8.74,7.17,6.18,1.80,100.0,73.95,75.69
Socializing,5.53,20.35,16.09,3.59,4.51,2.52,0.31,48.9,4.99,6.08
Passive Leisure,16.66,17.40,41.42,9.65,11.51,15.81,4.91,88.2,15.57,17.76
Active Leisure,1.91,17.40,4.75,1.05,1.02,0.61,0.64,21.3,1.66,2.16
Attendance Leisure,1.22,17.40,3.04,0.90,1.08,0.04,0.01,7.2,0.97,1.48
Religious Activities,1.12,23.41,3.73,0.78,0.89,0.20,0.15,11.7,0.87,1.36
Volunteering,1.89,23.41,6.33,0.89,0.85,0.61,0.54,14.3,1.59,2.20
Travel Related to Leisure,2.73,24.75,9.64,1.70,2.13,0.02,0.53,55.2,2.49,2.97
Leisure,31.07,19.15,85.01,18.57,22.00,19.79,7.09,97.6,29.80,32.34
Working at Job,20.41,21.10,61.52,1.87,1.16,3.30,3.38,54.4,19.09,21.73
Educational Activities,0.49,23.41,1.65,0.18,0.14,0.33,0.30,2.2,0.26,0.72
Commuting to Work or School,1.60,24.75,5.67,0.12,0.18,0.02,1.38,41.6,1.43,1.77
Work and Education,22.51,21.41,68.84,2.17,1.47,3.65,5.06,56.2,21.11,23.90
Total,168.00,19.26,462.32,45.85,54.97,56.14,28.30,,,
