time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.28,18.31,5.97,0.01,0.10,2.14,2.11,25.6,2.08,2.49
Food Cooking & Clean-up,2.46,18.40,6.46,0.02,0.22,2.32,1.97,50.0,2.15,2.76
"Pets, Home & Vehicles",3.46,20.06,9.92,0.00,0.21,3.07,2.98,27.1,2.98,3.94
Household Management,0.97,24.72,3.41,0.00,0.05,0.74,0.79,20.1,0.79,1.14
Shopping,1.86,18.13,4.82,0.01,0.22,0.07,1.31,38.8,1.65,2.07
Obtaining Services,0.10,21.87,0.32,0.00,0.00,0.02,0.07,2.6,0.06,0.15
Travel for Household Activity,2.00,24.75,7.09,0.01,0.17,0.04,1.65,43.1,1.76,2.24
Household Production,13.13,20.24,37.98,0.05,0.98,8.40,10.88,80.8,12.41,13.86
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,0.01
Household Adults,0.05,17.91,0.14,0.00,0.03,0.04,0.01,1.7,0.02,0.08
Non-Household Members,1.09,18.09,2.82,0.00,0.51,0.27,0.15,11.4,0.82,1.37
Travel for Household Members,0.02,24.75,0.08,0.00,0.01,0.00,0.01,0.7,0.01,0.04
Travel for Non-Household Members,0.53,24.75,1.88,0.00,0.11,0.00,0.26,10.0,0.39,0.67
Caring and Helping,1.70,20.25,4.93,0.01,0.66,0.31,0.43,13.0,1.41,1.99
Eating & Drinking,7.49,18.25,19.53,0.04,1.03,3.88,4.23,94.7,7.01,7.97
Personal Health Care,0.40,17.95,1.01,0.00,0.03,0.22,0.30,5.3,0.26,0.53
Grooming,4.20,18.17,10.91,0.01,,,,78.2,4.01,4.40
Sleeping,58.96,18.58,156.48,,,,,99.9,58.20,59.71
"Private, Personal, or N/A",1.81,20.56,5.32,0.00,0.05,0.69,1.05,21.0,1.57,2.05
Personal Time,72.85,18.57,193.25,0.05,1.11,4.79,5.59,100.0,71.99,73.72
Socializing,3.41,20.35,9.90,0.01,1.26,1.12,0.47,29.0,3.05,3.76
Passive Leisure,26.96,17.40,67.00,0.06,2.05,24.59,22.11,91.7,24.98,28.93
Active Leisure,2.08,17.40,5.17,0.00,0.19,0.31,1.18,17.6,1.84,2.32
Attendance Leisure,0.72,17.40,1.78,0.01,0.17,0.02,0.24,3.5,0.54,0.89
Religious Activities,0.59,23.41,1.98,0.00,0.06,0.11,0.25,5.0,0.42,0.77
Volunteering,0.45,23.41,1.50,0.00,0.02,0.11,0.22,2.8,0.29,0.60
Travel Related to Leisure,2.71,24.75,9.60,0.01,0.28,0.03,1.97,48.2,2.30,3.13
Leisure,36.92,18.38,96.94,0.10,4.02,26.29,26.44,97.1,35.54,38.30
Working at Job,39.94,31.50,179.74,0.00,0.16,4.17,10.98,67.8,38.75,41.13
Educational Activities,0.21,23.41,0.69,0.00,0.01,0.13,0.19,0.8,0.12,0.29
Commuting to Work or School,3.25,24.75,11.48,0.00,0.04,0.05,2.99,57.1,2.93,3.56
Work and Education,43.39,30.96,191.91,0.00,0.20,4.35,14.15,69.0,42.11,44.68
Total,168.00,21.88,525.01,0.20,6.97,44.14,57.50,,,
