time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.16,18.31,16.11,1.29,1.78,5.99,4.23,49.6,6.07,6.24
Food Cooking & Clean-up,5.60,18.40,14.72,1.50,2.23,5.42,3.18,68.2,5.47,5.73
"Pets, Home & Vehicles",2.38,20.06,6.83,0.27,0.79,2.02,1.48,27.6,2.30,2.46
Household Management,1.37,24.72,4.85,0.17,0.46,1.11,0.83,26.5,1.34,1.41
Shopping,3.04,18.13,7.89,0.49,1.50,0.10,1.19,42.9,2.92,3.17
Obtaining Services,0.15,21.87,0.47,0.02,0.05,0.08,0.06,3.3,0.14,0.16
Travel for Household Activity,2.18,24.75,7.70,0.32,1.05,0.02,0.93,46.2,2.11,2.25
Household Production,20.89,19.63,58.56,4.06,7.86,14.74,11.90,89.6,20.75,21.03
Household Children,3.77,18.05,9.73,,3.54,3.07,0.11,24.9,3.72,3.82
Household Adults,0.32,17.91,0.82,0.03,0.26,0.20,0.04,6.0,0.30,0.34
Non-Household Members,1.17,18.09,3.02,0.08,0.89,0.44,0.11,13.1,1.12,1.21
Travel for Household Members,0.70,24.75,2.48,0.02,0.49,0.01,0.19,15.4,0.65,0.76
Travel for Non-Household Members,0.44,24.75,1.54,0.04,0.21,0.00,0.15,10.2,0.41,0.47
Caring and Helping,6.40,19.24,17.59,0.16,5.39,3.73,0.59,39.0,6.26,6.54
Eating & Drinking,7.53,18.25,19.62,1.30,4.36,4.88,1.93,95.7,7.46,7.59
Personal Health Care,1.30,17.95,3.34,0.08,0.33,0.67,0.74,13.0,1.25,1.36
Grooming,5.49,18.17,14.26,0.59,,,,82.3,5.38,5.60
Sleeping,61.95,18.58,164.42,,,,,99.9,61.60,62.30
"Private, Personal, or N/A",2.30,20.56,6.77,0.34,0.60,0.92,0.88,28.0,2.25,2.35
Personal Time,78.57,18.57,208.41,2.31,5.28,6.47,3.55,100.0,78.36,78.79
Socializing,5.78,20.35,16.80,0.94,3.65,2.76,0.71,45.4,5.58,5.97
Passive Leisure,25.70,17.40,63.86,2.81,10.54,24.08,13.45,90.4,25.04,26.35
Active Leisure,1.76,17.40,4.38,0.24,0.61,0.43,0.65,18.1,1.66,1.86
Attendance Leisure,0.87,17.40,2.17,0.15,0.50,0.05,0.08,4.8,0.77,0.98
Religious Activities,1.12,23.41,3.75,0.16,0.54,0.33,0.36,10.5,1.06,1.18
Volunteering,0.99,23.41,3.32,0.11,0.27,0.29,0.30,6.6,0.92,1.06
Travel Related to Leisure,2.63,24.75,9.31,0.36,1.40,0.03,0.83,47.9,2.44,2.82
Leisure,38.85,18.66,103.58,4.77,17.52,27.97,16.39,97.2,38.61,39.09
Working at Job,18.71,24.16,64.60,0.44,0.54,2.49,3.32,37.3,18.51,18.92
Educational Activities,2.96,23.41,9.88,0.10,0.17,1.13,1.18,7.9,2.84,3.07
Commuting to Work or School,1.62,24.75,5.72,0.03,0.14,0.02,1.35,34.1,1.51,1.73
Work and Education,23.29,24.11,80.21,0.57,0.85,3.64,5.85,44.2,23.01,23.56
Total,168.00,19.51,468.35,11.88,36.91,56.55,38.28,,,
