time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.37,18.31,8.82,0.00,0.08,3.25,3.27,34.5,2.50,4.24
Food Cooking & Clean-up,3.05,18.40,8.02,0.01,0.14,2.92,2.85,57.3,2.51,3.59
"Pets, Home & Vehicles",6.25,20.06,17.91,0.00,0.25,5.30,5.76,41.3,4.86,7.65
Household Management,1.53,24.72,5.41,0.00,0.02,1.15,1.26,27.5,1.14,1.92
Shopping,2.62,18.13,6.79,0.00,0.19,0.35,2.15,42.5,2.06,3.18
Obtaining Services,0.20,21.87,0.63,0.00,0.00,0.11,0.09,5.6,0.07,0.34
Travel for Household Activity,2.57,24.75,9.09,0.00,0.15,0.06,2.27,48.5,1.91,3.23
Household Production,19.60,20.24,56.67,0.01,0.83,13.15,17.65,87.0,17.19,22.01
Household Children,0.04,18.05,0.10,,0.04,0.00,0.00,0.4,,0.11
Household Adults,0.01,17.91,0.04,0.00,0.00,0.00,0.01,0.2,,0.04
Non-Household Members,1.47,18.09,3.80,0.00,0.53,0.13,0.29,11.8,0.81,2.13
Travel for Household Members,0.05,24.75,0.17,0.00,0.02,0.00,0.02,0.9,,0.10
Travel for Non-Household Members,0.60,24.75,2.13,0.00,0.14,0.00,0.29,9.3,0.31,0.90
Caring and Helping,2.17,20.08,6.23,0.00,0.72,0.13,0.61,12.5,1.37,2.97
Eating & Drinking,7.48,18.25,19.49,0.00,0.64,4.93,5.13,94.2,6.68,8.27
Personal Health Care,1.62,17.95,4.16,0.00,0.00,0.99,1.31,14.5,,3.49
Grooming,3.17,18.17,8.23,0.00,,,,62.2,2.73,3.62
Sleeping,61.82,18.58,164.07,,,,,99.7,60.18,63.45
"Private, Personal, or N/A",2.31,20.56,6.79,0.00,0.08,0.78,1.08,25.7,1.72,2.90
Personal Time,76.40,18.58,202.74,0.01,0.72,6.71,7.52,100.0,73.93,78.86
Socializing,5.51,20.35,16.03,0.02,1.59,1.68,1.26,37.8,4.16,6.87
Passive Leisure,51.96,17.40,129.15,0.02,1.21,48.50,48.09,97.2,48.77,55.16
Active Leisure,3.57,17.40,8.87,0.00,0.19,0.75,2.49,25.0,2.61,4.53
Attendance Leisure,0.65,17.40,1.61,0.00,0.09,0.03,0.25,3.8,0.32,0.97
Religious Activities,0.79,23.41,2.65,0.00,0.07,0.19,0.44,6.4,0.51,1.08
Volunteering,1.14,23.41,3.82,0.00,0.08,0.26,0.36,6.8,0.57,1.71
Travel Related to Leisure,3.17,24.75,11.21,0.00,0.31,0.06,2.35,53.8,2.56,3.78
Leisure,66.80,18.16,173.34,0.04,3.54,51.47,55.25,98.5,63.75,69.85
Working at Job,2.53,0.00,0.00,0.00,0.00,0.60,1.04,5.0,1.07,4.00
Educational Activities,0.25,23.41,0.83,0.00,0.00,0.02,0.17,0.7,,0.53
Commuting to Work or School,0.26,24.75,0.90,0.00,0.00,0.02,0.25,4.8,0.09,0.42
Work and Education,3.03,3.99,1.73,0.00,0.00,0.64,1.47,6.6,1.39,4.68
Total,168.00,18.36,440.71,0.05,5.81,72.10,82.49,,,
