time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.33,18.31,8.70,0.75,1.23,3.32,2.09,29.8,1.98,4.68
Food Cooking & Clean-up,3.94,18.40,10.36,1.94,2.00,3.89,1.91,51.2,3.00,4.88
"Pets, Home & Vehicles",4.81,20.06,13.79,1.18,1.16,4.60,3.64,34.5,3.30,6.33
Household Management,0.88,24.72,3.12,0.15,0.23,0.65,0.47,17.2,0.21,1.56
Shopping,1.88,18.13,4.87,0.27,0.92,0.12,0.49,28.6,0.96,2.80
Obtaining Services,0.03,21.87,0.10,0.00,0.01,0.02,0.02,1.5,,0.07
Travel for Household Activity,1.37,24.75,4.83,0.24,0.81,0.00,0.46,31.1,0.91,1.82
Household Production,16.24,19.73,45.77,4.54,6.36,12.61,9.09,78.3,13.88,18.60
Household Children,4.52,18.05,11.65,,4.11,3.56,0.23,43.7,3.20,5.83
Household Adults,0.40,17.91,1.02,0.05,0.37,0.09,0.03,13.5,0.06,0.73
Non-Household Members,1.03,18.09,2.66,0.10,0.44,0.21,0.14,5.1,0.03,2.03
Travel for Household Members,1.48,24.75,5.22,0.16,1.09,0.05,0.37,29.9,0.98,1.97
Travel for Non-Household Members,0.13,24.75,0.44,0.02,0.04,0.00,0.08,3.4,,0.26
Caring and Helping,7.55,19.47,20.99,0.33,6.05,3.91,0.84,50.8,5.46,9.64
Eating & Drinking,7.10,18.25,18.50,2.65,5.25,5.88,1.57,93.7,6.19,8.00
Personal Health Care,4.45,17.95,11.41,1.05,2.35,3.23,1.91,30.5,1.78,7.12
Grooming,3.10,18.17,8.06,0.45,,,,60.4,2.42,3.78
Sleeping,65.50,18.58,173.86,,,,,98.9,61.95,69.06
"Private, Personal, or N/A",1.93,20.56,5.65,0.23,0.66,1.04,0.96,19.4,0.33,3.52
Personal Time,82.08,18.55,217.47,4.38,8.26,10.14,4.44,100.0,76.46,87.69
Socializing,9.09,20.35,26.43,2.17,7.51,3.59,0.27,48.8,6.72,11.46
Passive Leisure,43.55,17.40,108.24,14.96,23.57,42.19,19.54,95.3,38.27,48.83
Active Leisure,1.28,17.40,3.18,0.25,0.61,0.36,0.60,15.6,0.71,1.85
Attendance Leisure,0.08,17.40,0.19,0.01,0.06,0.01,0.02,0.7,,0.17
Religious Activities,1.00,23.41,3.33,0.28,0.50,0.51,0.46,9.1,0.39,1.60
Volunteering,0.18,23.41,0.59,0.06,0.08,0.06,0.05,1.8,0.01,0.34
Travel Related to Leisure,2.75,24.75,9.73,0.36,1.56,0.01,0.77,41.3,1.69,3.82
Leisure,57.92,18.33,151.69,18.10,33.89,46.72,21.71,97.3,52.14,63.70
Working at Job,3.79,0.00,0.00,0.01,0.00,0.01,0.13,7.1,,8.32
Educational Activities,0.18,23.41,0.61,0.03,0.00,0.18,0.18,0.5,,0.50
Commuting to Work or School,0.24,24.75,0.86,0.00,0.00,0.00,0.24,6.6,,0.55
Work and Education,4.22,2.45,1.47,0.04,0.00,0.19,0.55,7.7,,9.03
Total,168.00,18.22,437.40,27.38,54.57,73.57,36.63,,,
