time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.07,18.31,5.41,0.56,0.54,1.93,1.30,20.5,1.80,2.34
Food Cooking & Clean-up,2.27,18.40,5.96,0.88,0.89,2.17,1.14,40.4,2.00,2.53
"Pets, Home & Vehicles",2.60,20.06,7.46,0.61,0.70,2.27,1.60,21.6,2.06,3.15
Household Management,0.69,24.72,2.42,0.14,0.21,0.43,0.33,16.0,0.55,0.82
Shopping,1.86,18.13,4.82,0.46,0.68,0.05,0.66,36.1,1.67,2.05
Obtaining Services,0.13,21.87,0.41,0.01,0.03,0.03,0.06,2.2,0.06,0.20
Travel for Household Activity,1.75,24.75,6.20,0.27,0.51,0.02,0.89,40.4,1.59,1.92
Household Production,11.37,20.12,32.68,2.92,3.56,6.90,5.98,72.6,10.47,12.27
Household Children,2.57,18.05,6.62,,2.17,1.92,0.11,27.8,2.23,2.90
Household Adults,0.04,17.91,0.11,0.01,0.02,0.03,0.00,2.4,0.02,0.07
Non-Household Members,0.64,18.09,1.66,0.11,0.33,0.13,0.04,10.6,0.48,0.81
Travel for Household Members,0.64,24.75,2.28,0.01,0.35,0.01,0.26,17.0,0.57,0.72
Travel for Non-Household Members,0.44,24.75,1.57,0.04,0.10,0.00,0.18,9.4,0.33,0.56
Caring and Helping,4.34,19.74,12.24,0.15,2.97,2.10,0.59,37.3,3.98,4.70
Eating & Drinking,6.83,18.25,17.81,1.15,2.45,3.48,2.03,94.6,6.57,7.10
Personal Health Care,0.30,17.95,0.76,0.04,0.05,0.13,0.14,4.0,0.14,0.46
Grooming,4.21,18.17,10.92,0.51,,,,80.5,3.97,4.44
Sleeping,61.31,18.58,162.73,,,,,99.9,60.37,62.25
"Private, Personal, or N/A",1.96,20.56,5.76,0.24,0.30,0.81,0.90,21.8,1.61,2.32
Personal Time,74.61,18.58,197.99,1.94,2.81,4.43,3.07,100.0,73.65,75.57
Socializing,4.78,20.35,13.89,0.79,1.92,1.54,0.37,34.7,4.19,5.36
Passive Leisure,21.85,17.40,54.30,3.88,5.45,19.55,11.95,88.1,20.28,23.42
Active Leisure,2.56,17.40,6.36,0.26,0.55,0.35,0.86,18.6,2.17,2.95
Attendance Leisure,1.05,17.40,2.60,0.26,0.54,0.03,0.07,5.0,0.81,1.28
Religious Activities,0.73,23.41,2.44,0.12,0.35,0.08,0.16,5.9,0.54,0.92
Volunteering,0.48,23.41,1.61,0.12,0.14,0.03,0.08,3.0,0.32,0.65
Travel Related to Leisure,2.92,24.75,10.32,0.42,0.89,0.05,1.16,52.7,2.55,3.29
Leisure,34.36,18.64,91.52,5.85,9.83,21.64,14.66,95.9,33.23,35.49
Working at Job,37.79,22.66,122.32,0.72,0.53,2.86,5.95,65.4,36.10,39.49
Educational Activities,2.31,23.41,7.72,0.04,0.03,0.69,0.96,7.0,1.73,2.89
Commuting to Work or School,3.22,24.75,11.39,0.05,0.16,0.05,2.67,59.5,2.94,3.50
Work and Education,43.32,22.85,141.42,0.81,0.72,3.59,9.58,70.0,41.42,45.22
Total,168.00,19.83,475.84,11.68,19.89,38.66,33.88,,,
