time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.70,18.31,7.07,0.00,0.81,2.65,1.90,23.6,1.12,4.29
Food Cooking & Clean-up,2.86,18.40,7.53,0.00,1.55,2.86,1.23,44.4,1.22,4.51
"Pets, Home & Vehicles",4.19,20.06,12.02,0.00,2.22,3.80,1.91,26.6,0.70,7.69
Household Management,1.48,24.72,5.24,0.00,0.46,1.38,1.01,17.8,0.26,2.71
Shopping,2.33,18.13,6.03,0.00,1.72,0.09,0.57,45.0,1.52,3.13
Obtaining Services,0.14,21.87,0.43,0.00,0.09,0.00,0.05,3.2,,0.34
Travel for Household Activity,1.84,24.75,6.52,0.00,1.06,0.01,0.74,49.0,1.25,2.44
Household Production,15.55,20.18,44.84,0.00,7.90,10.78,7.41,80.7,11.17,19.94
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.19,17.91,0.48,0.00,0.17,0.02,0.02,9.3,0.02,0.35
Non-Household Members,0.52,18.09,1.34,0.00,0.43,0.00,0.00,6.5,0.03,1.01
Travel for Household Members,0.33,24.75,1.15,0.00,0.17,0.01,0.14,7.7,0.03,0.62
Travel for Non-Household Members,0.32,24.75,1.14,0.00,0.16,0.00,0.15,6.5,0.05,0.59
Caring and Helping,1.35,21.25,4.11,0.00,0.93,0.04,0.32,15.5,0.57,2.14
Eating & Drinking,7.30,18.25,19.03,0.00,4.48,4.53,2.07,91.9,6.40,8.20
Personal Health Care,0.36,17.95,0.93,0.00,0.04,0.20,0.27,4.9,0.03,0.69
Grooming,4.02,18.17,10.43,0.00,,,,80.6,3.49,4.55
Sleeping,61.79,18.58,164.01,,,,,100.0,59.72,63.86
"Private, Personal, or N/A",1.34,20.56,3.95,0.00,0.18,0.49,0.62,20.7,0.70,1.99
Personal Time,74.82,18.56,198.35,0.00,4.71,5.22,2.96,100.0,72.42,77.22
Socializing,5.60,20.35,16.29,0.00,4.40,2.10,0.12,39.1,3.84,7.36
Passive Leisure,24.97,17.40,62.06,0.00,14.03,22.83,10.13,88.8,21.41,28.52
Active Leisure,2.33,17.40,5.80,0.00,1.02,0.13,0.94,19.2,1.49,3.18
Attendance Leisure,0.79,17.40,1.96,0.00,0.79,0.01,0.00,5.3,0.34,1.23
Religious Activities,0.57,23.41,1.90,0.00,0.49,0.08,0.04,5.1,0.11,1.03
Volunteering,0.65,23.41,2.19,0.00,0.27,0.37,0.26,4.0,0.10,1.21
Travel Related to Leisure,2.62,24.75,9.26,0.00,1.52,0.00,0.98,50.2,1.73,3.51
Leisure,37.53,18.55,99.45,0.00,22.52,25.54,12.46,95.9,33.29,41.78
Working at Job,28.05,19.17,76.81,0.00,0.96,2.85,7.04,59.2,22.98,33.12
Educational Activities,7.44,23.41,24.89,0.00,1.32,4.16,4.01,19.0,4.82,10.07
Commuting to Work or School,3.24,24.75,11.47,0.00,0.22,0.03,2.93,52.7,2.25,4.24
Work and Education,38.74,20.45,113.17,0.00,2.50,7.04,13.99,69.5,33.14,44.34
Total,168.00,19.16,459.92,0.00,38.55,48.61,37.14,,,
